ROUTE_NAME,ROUTE_NAME_VALUE_DATE,ROUTE_NAME_VALUE_TEXT,SHOULDER_TYPE,SHOULDER_TYPE_VALUE_DATE,SHOULDER_TYPE_VALUE_TEXT,PCT_GREEN_TIME,PCT_GREEN_TIME_VALUE_DATE,PCT_GREEN_TIME_VALUE_TEXT,F_SYSTEM,F_SYSTEM_VALUE_DATE,F_SYSTEM_VALUE_TEXT,ROUTE_NUMBER,ROUTE_NUMBER_VALUE_DATE,ROUTE_NUMBER_VALUE_TEXT,COUNTY_ID,COUNTY_ID_VALUE_DATE,COUNTY_ID_VALUE_TEXT,ROUTE_QUALIFIER,ROUTE_QUALIFIER_VALUE_DATE,ROUTE_QUALIFIER_VALUE_TEXT,ROUTE_SIGNING,ROUTE_SIGNING_VALUE_DATE,ROUTE_SIGNING_VALUE_TEXT,ACCESS_CONTROL,ACCESS_CONTROL_VALUE_DATE,ACCESS_CONTROL_VALUE_TEXT,GRADES_A,GRADES_B,GRADES_C,GRADES_D,GRADES_E,GRADES_F,CURVES_A,CURVES_B,CURVES_C,CURVES_D,CURVES_E,CURVES_F,PEAK_PARKING,PEAK_PARKING_VALUE_DATE,PEAK_PARKING_VALUE_TEXT,MEDIAN_WIDTH,MEDIAN_WIDTH_VALUE_DATE,MEDIAN_WIDTH_VALUE_TEXT,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R_VALUE_DATE,SHOULDER_WIDTH_R_VALUE_TEXT,MEDIAN_TYPE,MEDIAN_TYPE_VALUE_DATE,MEDIAN_TYPE_VALUE_TEXT,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L_VALUE_DATE,SHOULDER_WIDTH_L_VALUE_TEXT,WIDENING_POTENTIAL,WIDENING_POTENTIAL_VALUE_DATE,WIDENING_POTENTIAL_VALUE_TEXT,PCT_PASS_SIGHT,PCT_PASS_SIGHT_VALUE_DATE,PCT_PASS_SIGHT_VALUE_TEXT,TERRAIN_TYPE,TERRAIN_TYPE_VALUE_DATE,TERRAIN_TYPE_VALUE_TEXT,NUMBER_SIGNALS,NUMBER_SIGNALS_VALUE_DATE,NUMBER_SIGNALS_VALUE_TEXT,STOP_SIGNS,STOP_SIGNS_VALUE_DATE,STOP_SIGNS_VALUE_TEXT,AT_GRADE_OTHER,AT_GRADE_OTHER_VALUE_DATE,AT_GRADE_OTHER_VALUE_TEXT,SIGNAL_TYPE,SIGNAL_TYPE_VALUE_DATE,SIGNAL_TYPE_VALUE_TEXT,TURN_LANES_L,TURN_LANES_L_VALUE_DATE,TURN_LANES_L_VALUE_TEXT,TURN_LANES_R,TURN_LANES_R_VALUE_DATE,TURN_LANES_R_VALUE_TEXT,PEAK_LANES,PEAK_LANES_VALUE_DATE,PEAK_LANES_VALUE_TEXT,COUNTER_PEAK_LANES,COUNTER_PEAK_LANES_VALUE_DATE,COUNTER_PEAK_LANES_VALUE_TEXT,DIR_THROUGH_LANES,DIR_THROUGH_LANES_VALUE_DATE,DIR_THROUGH_LANES_VALUE_TEXT,THROUGH_LANES,THROUGH_LANES_VALUE_DATE,THROUGH_LANES_VALUE_TEXT,FACILITY_TYPE,FACILITY_TYPE_VALUE_DATE,FACILITY_TYPE_VALUE_TEXT,MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS_VALUE_DATE,MAINTENANCE_OPERATIONS_VALUE_TEXT,OWNERSHIP,OWNERSHIP_VALUE_DATE,OWNERSHIP_VALUE_TEXT,TOLL_ID,TOLL_ID_VALUE_DATE,TOLL_ID_VALUE_TEXT,SPEED_LIMIT,SPEED_LIMIT_VALUE_DATE,SPEED_LIMIT_VALUE_TEXT,STRAHNET,STRAHNET_TYPE_VALUE_DATE,STRAHNET_TYPE_VALUE_TEXT,NN,TRUCK_VALUE_DATE,TRUCK_VALUE_TEXT,AADT_SINGLE_UNIT,AADT_SINGLE_UNIT_VALUE_DATE,AADT_SINGLE_UNIT_VALUE_TEXT,AADT,AADT_VALUE_DATE,AADT_VALUE_TEXT,PCT_DH_COMBINATION,PCT_DH_COMBINATION_VALUE_DATE,PCT_DH_COMBINATION_VALUE_TEXT,PCT_DH_SINGLE_UNIT,PCT_DH_SINGLE_UNIT_VALUE_DATE,PCT_DH_SINGLE_UNIT_VALUE_TEXT,DIR_FACTOR,DIR_FACTOR_VALUE_DATE,DIR_FACTOR_VALUE_TEXT,FUTURE_AADT,FUTURE_AADT_VALUE_DATE,FUTURE_AADT_VALUE_TEXT,AADT_COMBINATION,AADT_COMBINATION_VALUE_DATE,AADT_COMBINATION_VALUE_TEXT,K_FACTOR,K_FACTOR_VALUE_DATE,K_FACTOR_VALUE_TEXT,NHS,NHS_VALUE_DATE,NHS_VALUE_TEXT,URBAN_ID,URBAN_CODE_VALUE_DATE,URBAN_CODE_VALUE_TEXT,STRUCTURE_TYPE,STRUCTURE_TYPE_VALUE_DATE,STRUCTURE_TYPE_VALUE_TEXT,LANE_WIDTH,LANE_WIDTH_VALUE_DATE,LANE_WIDTH_VALUE_TEXT,SURFACE_TYPE,SURFACE_TYPE_VALUE_DATE,SURFACE_TYPE_VALUE_TEXT,IRI,IRI_VALUE_DATE,IRI_VALUE_TEXT,CRACKING_PERCENT,CRACKING_PERCENT_VALUE_DATE,CRACKING_PERCENT_VALUE_TEXT,FAULTING,FAULTING_VALUE_DATE,FAULTING_VALUE_TEXT,RUTTING,RUTTING_VALUE_DATE,RUTTING_VALUE_TEXT,BASE_THICKNESS,BASE_THICKNESS_VALUE_DATE,BASE_THICKNESS_VALUE_TEXT,YEAR_LAST_CONSTRUCTION,YEAR_LAST_CONSTRUCTION_VALUE_DATE,YEAR_LAST_CONSTRUCTION_VALUE_TEXT,THICKNESS_RIGID,THICKNESS_RIGID_VALUE_DATE,THICKNESS_RIGID_VALUE_TEXT,BASE_TYPE,BASE_TYPE_VALUE_DATE,BASE_TYPE_VALUE_TEXT,LAST_OVERLAY_THICKNESS,LAST_OVERLAY_THICKNESS_VALUE_DATE,LAST_OVERLAY_THICKNESS_VALUE_TEXT,YEAR_LAST_IMPROVEMENT,YEAR_LAST_IMPROVEMENT_VALUE_DATE,YEAR_LAST_IMPROVEMENT_VALUE_TEXT,THICKNESS_FLEXIBLE,THICKNESS_FLEXIBLE_VALUE_DATE,THICKNESS_FLEXIBLE_VALUE_TEXT,HPMS_SAMPLE_NO,RouteID,BMP,EMP,sji01,sji02,sji03,sji04,sji05,sji06,sji07,sji08,sji09,sji10,sji11,sji12,sji13
,,Clifton - Elliotsville Old Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940008030000,1.34,2.07,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Ye Olde Route 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340005040000,0.18,0.23,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Lower Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140046000000,7.18,7.49,False,False,False,False,True,True,True,True,True,True,True,True,True
,,CO 3/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440003130000,0.0,0.44,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Ogdin Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440003130000,0.44,0.5,False,False,False,False,True,True,True,True,True,True,True,True,True
,,L. Brown Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040025430000,0.03,0.05,False,False,False,False,True,True,True,True,True,True,True,True,True
,,L. Brown Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040025430000,0.09,0.12,False,False,False,False,True,True,True,True,True,True,True,True,True
,,TURKEY BRANCH - LEFT FORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040007030000,1.4,1.89,False,False,False,False,True,True,True,True,True,True,True,True,True
,,BIG RUN - ROANE CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840016000000,2.6,4.94,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Trippett Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0740002020000,0.82,1.51,False,False,False,False,True,True,True,True,True,True,True,True,True
,,SCHOOL HOUSE HOLLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040061070000,0.51,0.6,False,False,False,False,True,True,True,True,True,True,True,True,True
,,McFarland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340030000000,0.62,5.14,False,False,False,False,True,True,True,True,True,True,True,True,True
,,CO 36/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640036010000,0.0,0.86,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Tom Mack Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540003360000,0.12,0.4,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Mouse Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440026030000,1.15,2.37,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Brennan Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940070030000,0.16,0.355,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Brennan Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940070030000,0.355,0.77,False,False,False,False,True,True,True,True,True,True,True,True,True
,,CO 46/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640046050000,0.0,0.37,False,False,False,False,True,True,True,True,True,True,True,True,True
,,McGee Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940026380000,0.34,1.06,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Clair Millers Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740019030000,0.0,0.37,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Brushy Fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340050030000,0.65,2.1,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Mill Fork Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0440016000000,3.35,4.74,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Smaltz Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0240011090000,0.42,0.436,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Smaltz Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0240011090000,0.436,0.92,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Branch off CR 8 to Big Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740008040000,0.0,0.65,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Little Mill Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740005030000,0.0,2.23,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Laurel Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240001210000,1.1,2.1,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Hinsley Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440062020000,0.0,0.12,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Hinsley Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440062020000,0.12,0.54,False,False,False,False,True,True,True,True,True,True,True,True,True
,,HUNTING GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640028090000,2.32,2.74,False,False,False,False,True,True,True,True,True,True,True,True,True
,,HUNTING GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640028090000,2.74,4.38,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Freeman Hill Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640003020000,0.51,0.67,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Hawkins Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940056050000,0.1,0.46,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Whitehair Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940024040000,0.14,1.32,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Five Fork Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940026110000,1.14,1.46,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Bernard Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940024100000,0.33,1.05,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Fallen Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240078000000,3.42,4.01,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Bloss Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040052080000,0.51,0.65,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Trump Run Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840031050000,0.04,0.75,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Saylor Road & Burnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140019040000,0.51,1.29,False,False,False,False,True,True,True,True,True,True,True,True,True
,,CO 16/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040016150000,0.03,0.13,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Cub House Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240004050000,0.1,0.81,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Pepper Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440050190000,1.46,1.464,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Pepper Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440050190000,1.464,1.63,False,False,False,False,True,True,True,True,True,True,True,True,True
,,Pete Shahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940119010000,0.82,1.35,False,False,False,False,True,True,True,True,True,True,True,True,True
