BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|28200520000EB|0.2|0.3|base_thickness|9.0|||
01/01/2024|54|28200520000EB|0.3|0.4|base_thickness|9.0|||
01/01/2024|54|28200520000EB|0.4|0.5|base_thickness|9.0|||
01/01/2024|54|28200520000EB|0.5|0.58|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.12|4.2|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.2|4.3|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.3|4.4|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.4|4.5|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.5|4.6|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.6|4.7|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.7|4.8|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.8|4.9|base_thickness|9.0|||
01/01/2024|54|28200520000EB|4.9|5.0|base_thickness|9.0|||
01/01/2024|54|28200520000EB|5.0|5.1|base_thickness|9.0|||
01/01/2024|54|28200520000EB|5.1|5.2|base_thickness|9.0|||
01/01/2024|54|28200520000EB|6.96|7.0|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.0|7.1|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.1|7.2|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.2|7.3|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.3|7.4|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.4|7.5|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.5|7.6|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.6|7.7|base_thickness|9.0|||
01/01/2024|54|28200520000EB|7.7|7.76|base_thickness|9.0|||
01/01/2024|54|28200520000EB|12.97|13.0|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.0|13.1|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.1|13.2|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.2|13.3|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.3|13.39|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.44|13.5|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.5|13.6|base_thickness|9.0|||
01/01/2024|54|28200520000EB|13.6|13.67|base_thickness|9.0|||
01/01/2024|54|28200520000EB|14.91|15.0|base_thickness|9.0|||
01/01/2024|54|28200520000EB|15.0|15.1|base_thickness|9.0|||
01/01/2024|54|28200520000EB|15.1|15.2|base_thickness|9.0|||
01/01/2024|54|28200520000EB|15.2|15.3|base_thickness|9.0|||
01/01/2024|54|28200520000EB|15.3|15.37|base_thickness|9.0|||
01/01/2024|54|40200350000NB|0.29|0.65|base_thickness|11.0|||
01/01/2024|54|40200350000NB|1.36|1.6|base_thickness|11.0|||
01/01/2024|54|40200350000NB|1.64|2.06|base_thickness|11.0|||
01/01/2024|54|40200350000NB|2.1|2.3|base_thickness|11.0|||
01/01/2024|54|40200350000NB|2.3|2.532|base_thickness|11.0|||
01/01/2024|54|39202190000NB|0.0|0.8|base_thickness|6.0|||
01/01/2024|54|39202190000NB|0.8|3.01|base_thickness|6.0|||
01/01/2024|54|39202190000NB|3.01|3.31|base_thickness|6.0|||
01/01/2024|54|39202190000NB|3.31|4.76|base_thickness|6.0|||
01/01/2024|54|0130092000000|8.64|9.265|base_thickness|8.0|||
01/01/2024|54|0130092000000|9.265|10.73|base_thickness|8.0|||
01/01/2024|54|10200190000NB|0.0|0.1|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.1|0.2|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.2|0.3|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.3|0.4|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.4|0.5|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.5|0.6|base_thickness|6.0|||
01/01/2024|54|10200190000NB|0.6|0.7|base_thickness|6.0|||
