RouteID,BMP,EMP,base_type_4_ValueNumeric,base_type_5_ValueNumeric,base_type_6_ValueNumeric
42202190000NB,9.3,9.4,5,5.000,5.0
42202190000NB,9.4,9.45,5,5.000,5.0
42202190000NB,9.45,9.5,5,5.000,5.0
42202190000NB,9.5,9.6,5,5.000,5.0
42202190000NB,9.6,9.66,5,5.000,5.0
42202190000NB,9.66,9.68,5,5.000,5.0
42202190000NB,12.59,13.12,,,5.0
42202190000NB,13.12,15.03,,,5.0
42202190000NB,15.03,15.89,,,5.0
42202190000NB,15.89,15.9,5,5.000,5.0
42202190000NB,15.9,16,5,5.000,5.0
42202190000NB,16,16.1,5,5.000,5.0
42202190000NB,16.1,16.2,5,5.000,5.0
42202190000NB,16.2,16.3,5,5.000,5.0
42202190000NB,16.3,16.4,5,5.000,5.0
42202190000NB,16.4,16.5,5,5.000,5.0
42202190000NB,16.5,16.6,5,5.000,5.0
42202190000NB,16.6,16.7,5,5.000,5.0
42202190000NB,16.7,16.8,5,5.000,5.0
42202190000NB,16.8,16.9,5,5.000,5.0
42202190000NB,16.9,17,5,5.000,5.0
42202190000NB,17,17.1,5,5.000,5.0
42202190000NB,17.1,17.2,5,5.000,5.0
42202190000NB,17.2,17.29,5,5.000,5.0
42202190000NB,17.29,17.4,5,,5.0
42202190000NB,17.4,17.5,5,5.000,5.0
42202190000NB,17.5,17.6,5,5.000,5.0
42202190000NB,17.6,17.7,5,5.000,5.0
42202190000NB,17.7,17.8,5,5.000,5.0
42202190000NB,17.8,17.9,5,5.000,5.0
42202190000NB,17.9,18,5,5.000,5.0
42202190000NB,18,18.1,5,5.000,5.0
42202190000NB,18.1,18.2,5,5.000,5.0
42202190000NB,18.2,18.3,5,5.000,5.0
42202190000NB,18.3,18.4,5,5.000,5.0
42202190000NB,18.4,18.5,5,5.000,5.0
42202190000NB,18.5,18.6,5,5.000,5.0
42202190000NB,18.6,18.7,5,5.000,5.0
42202190000NB,18.7,18.8,5,5.000,5.0
42202190000NB,18.8,18.9,5,5.000,5.0
42202190000NB,18.9,19,5,5.000,5.0
42202190000NB,19,19.1,5,5.000,5.0
42202190000NB,19.1,19.15,5,5.000,5.0
42202190000NB,19.15,19.2,5,5.000,5.0
42202190000NB,19.2,19.3,5,5.000,5.0
42202190000NB,19.3,19.4,5,5.000,5.0
42202190000NB,19.4,19.5,5,5.000,5.0
42202190000NB,19.5,19.51,5,5.000,5.0
42202190000NB,19.51,19.6,5,5.000,5.0
42202190000NB,19.6,19.7,5,5.000,5.0
42202190000NB,19.7,19.8,5,5.000,5.0
42202190000NB,19.8,19.9,5,5.000,5.0
42202190000NB,19.9,20,5,5.000,5.0
42202190000NB,20,20.1,5,5.000,5.0
42202190000NB,20.1,21.44,5,,5.0
42202190000NB,21.48,21.5,5,5.000,5.0
42202190000NB,21.5,21.6,5,5.000,5.0
42202190000NB,21.6,21.64,5,5.000,5.0
42202190000NB,21.64,21.67,5,5.000,5.0
42202190000NB,27.85,27.9,5,5.000,5.0
42202190000NB,27.9,28,5,5.000,5.0
42202190000NB,28,28.1,5,5.000,5.0
42202190000NB,28.1,28.2,5,5.000,5.0
42202190000NB,28.2,28.3,5,5.000,5.0
42202190000NB,28.3,28.4,5,5.000,5.0
42202190000NB,28.4,28.5,5,5.000,5.0
42202190000NB,28.5,28.6,5,5.000,5.0
42202190000NB,28.6,28.7,5,5.000,5.0
42202190000NB,28.7,28.8,5,5.000,5.0
42202190000NB,28.8,28.9,5,5.000,5.0
42202190000NB,28.9,29,5,5.000,5.0
42202190000NB,29,29.1,5,5.000,5.0
42202190000NB,29.1,29.2,5,5.000,5.0
42202190000NB,29.2,29.3,5,5.000,5.0
42202190000NB,29.3,29.4,5,5.000,5.0
42202190000NB,29.4,29.5,5,5.000,5.0
42202190000NB,29.5,29.6,5,5.000,5.0
42202190000NB,29.6,29.7,5,5.000,5.0
42202190000NB,29.7,29.8,5,5.000,5.0
42202190000NB,29.8,29.9,5,5.000,5.0
42202190000NB,29.9,30,5,5.000,5.0
42202190000NB,30,30.1,5,5.000,5.0
42202190000NB,30.1,30.16,5,5.000,5.0
42202190000NB,36.33,37.54,,,5.0
42202190000NB,37.54,37.87,,,5.0
42202190000NB,42.36,42.373,,,2.0
0580960000000,0,0.11,2,,
28200520018EB,0,0.02,3,3.000,
2540250180000,0.08,0.85,1,1.000,1.0
3540023060000,0,0.76,2,,
3540003000000,0,2.55,2,,
1740019290000,0,0.57,1,1.000,1.0
19203400005SB,0,0.1,2,2.000,2.0
19203400005SB,0.1,0.17,2,2.000,2.0
19203400005SB,0.17,0.2,2,2.000,2.0
19203400005SB,0.2,0.23,2,2.000,2.0
19203400005SB,0.23,0.3,2,2.000,2.0
19203400005SB,0.3,0.37,2,2.000,2.0
19203400005SB,0.371,0.4,2,2.000,2.0
19203400005SB,0.4,0.5,2,2.000,2.0
19203400005SB,0.5,0.6,2,2.000,2.0
2030622000000,1.96,2.13,,3.000,3.0
2030622000000,2.72,3.79,5,5.000,5.0
54100770000NB,156.99,158.69,5,,5.0
54100770000NB,160.38,161.66,5,,5.0
54100770000NB,161.66,162.73,5,,
54100770000NB,162.73,165.16,3,,3.0
54100770000NB,165.16,168.205,3,,3.0
54100770000NB,168.37,172.29,5,,5.0
54100770000NB,173.94,176.46,5,,
