RouteID|BMP|EMP|ValueNumeric|Comments|StateID|BeginDate|ValueDate|ValueText|DataItem
17100790000NB|124.2|124.7|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17100790000NB|124.7|125.38|1.5||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17100790000NB|125.38|125.8|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17100790000NB|125.8|126.666|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.0|0.1|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.1|0.2|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.2|0.3|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.3|0.4|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.4|0.5|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.5|0.6|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.6|0.7|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.7|0.8|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.8|0.9|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|0.9|1.0|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.0|1.1|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.1|1.2|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.2|1.3|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.3|1.4|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.4|1.5|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.5|1.53|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.53|1.6|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.6|1.7|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.7|1.8|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.8|1.9|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|1.9|2.0|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
17200500000EB|2.0|2.1|2.0||54|01/01/2025|||LAST_OVERLAY_THICKNESS
