RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
5040007000000|17.84|18.87|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040007000000|19.35|19.76|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040008000000|0.0|0.45|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040009000000|1.92|3.59|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040009000000|0.65|1.92|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040012000000|3.176|4.65|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200520000EB|5.8|6.51|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200520000EB|29.12|31.4|3|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|0.0|0.16|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|0.16|0.24|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|0.49|0.72|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|1.13|1.83|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|3.79|4.04|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50200600000EB|4.04|4.39|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040060030000|1.37|1.47|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040060040000|1.24|2.4|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040060070000|0.24|0.87|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5040060070000|0.87|1.44|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|0.0|0.11|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|0.11|1.25|1|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|1.29|1.66|4|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|1.66|2.17|4|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|2.17|2.75|4|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|2.75|4.22|4|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|4.22|5.29|4|||54|01/01/2024||THICKNESS_FLEXIBLE
50100640000EB|5.29|5.87|4|||54|01/01/2024||THICKNESS_FLEXIBLE
5030152000000|29.86|30.39|3|||54|01/01/2024||THICKNESS_FLEXIBLE
5030152000000|40.4|43.98|1|||54|01/01/2024||THICKNESS_FLEXIBLE
5030152000000|43.98|44.59|1|||54|01/01/2024||THICKNESS_FLEXIBLE
2440009000000|7.87|9.2|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|0.06|1.73|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|4.05|6.18|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|9.47|10.14|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|13.75|14.05|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|16.06|19.56|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|19.56|20.79|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|20.79|22.05|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|22.05|23.76|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|23.76|24.86|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|29.19|29.41|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430016000000|32.7|35.38|9|||54|01/01/2024||THICKNESS_FLEXIBLE
24200520000EB|2.54|3.72|9|||54|01/01/2024||THICKNESS_FLEXIBLE
24200520000EB|5.19|6.4|9|||54|01/01/2024||THICKNESS_FLEXIBLE
24200520000EB|6.4|7.91|9|||54|01/01/2024||THICKNESS_FLEXIBLE
24200520000EB|9.59|12.82|9|||54|01/01/2024||THICKNESS_FLEXIBLE
24200520000EB|24.59|26.77|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430083000000|0.0|6.42|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430083000000|6.42|7.46|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430083000000|7.94|8.06|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430083000000|17.6|18.01|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2430083000000|14.092|17.6|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520000EB|12.97|13.39|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520000EB|13.44|13.67|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2840052200000|0.001|0.82|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2840007050000|1.11|1.83|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840007050000|0.324|0.343|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840007050000|1.836|2.1|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840011000000|0.08|0.58|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840014000000|0.0|0.63|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840016000000|1.7|2.5|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840016000000|2.5|2.614|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840016010000|0.59|0.74|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840016100000|0.0|0.66|6|||54|01/01/2024||THICKNESS_FLEXIBLE
28200190000NB|2.88|3.87|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200190000NB|6.01|7.44|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200190000NB|10.69|10.73|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200190000NB|10.73|11.63|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2840019290000|0.0|2.54|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840019290000|2.54|3.32|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2830020000000|4.23|5.2|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830020000000|10.32|11.4|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830020000000|12.05|12.78|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2840021010000|0.0|0.89|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840024000000|0.0|0.3|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840024000000|0.3|2.789|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840025000000|0.0|0.57|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840025000000|0.57|1.53|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840027000000|0.0|1.57|6|||54|01/01/2024||THICKNESS_FLEXIBLE
2840027000000|2.12|2.59|6|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520000EB|14.91|15.37|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520000EB|6.96|7.76|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520004NB|0.0|0.22|9|||54|01/01/2024||THICKNESS_FLEXIBLE
28200520018EB|0.0|0.02|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830104000000|1.65|1.93|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830104000000|1.93|1.95|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830104000000|1.95|2.65|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830598000000|0.0|2.13|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830598000000|2.4|2.59|9|||54|01/01/2024||THICKNESS_FLEXIBLE
2830598000000|2.59|2.98|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140001000000|1.95|3.4|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140001000000|3.4|4.14|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130003000000|37.1|37.73|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130003000000|35.98|36.18|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130003000000|36.23|36.49|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140003180000|2.77|3.51|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140004030000|0.0|0.47|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140006000000|0.0|0.14|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140006000000|0.91|1.13|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140006020000|1.57|1.69|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140006030000|0.53|1.48|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140006090000|0.6|1.37|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140008000000|0.0|0.11|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140008000000|0.19|0.75|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140008010000|1.02|1.6|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140008030000|0.0|0.65|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140009000000|5.28|5.54|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140009090000|0.0|1.81|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140011000000|0.0|1.26|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|8.47|9.485|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|12.0|14.12|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|14.42|14.72|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|14.72|15.08|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|15.65|15.81|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|18.53|18.82|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|18.82|18.96|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|18.96|19.79|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|9.485|9.8|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130016000000|15.08|15.61|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140016100000|0.53|0.9|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140016160000|0.0|0.42|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140016390000|0.0|0.64|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140018000000|2.99|3.0|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140018000000|3.0|3.51|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140018000000|3.51|4.41|6|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|0.0|2.17|8|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|2.17|6.47|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190023EB|1.1|1.36|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|17.18|17.95|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|18.31|18.408|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|18.408|18.635|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|18.635|19.329|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|19.8|21.61|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190000NB|16.669|16.925|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140019030000|0.387|0.5|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140019030000|0.5|0.98|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140019210000|3.73|5.14|6|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190014NB|0.0|2.63|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190023EB|0.0|0.033|9|||54|01/01/2024||THICKNESS_FLEXIBLE
41200190023EB|0.033|0.034|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140025000000|3.7|5.9|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4140030000000|4.27|4.52|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130041000000|0.0|0.71|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130041000000|1.85|1.99|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130041000000|1.99|2.19|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140041210000|0.0|1.63|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4140048000000|0.0|1.9|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|2.48|4.86|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|4.86|5.72|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|6.35|6.54|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|6.54|7.1|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|7.1|7.41|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|7.41|8.84|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130054000000|10.14|10.33|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130061000000|2.604|3.29|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130210000000|1.2|1.89|6|||54|01/01/2024||THICKNESS_FLEXIBLE
4130210000000|1.89|2.79|9|||54|01/01/2024||THICKNESS_FLEXIBLE
4130307000000|4.55|5.59|9|||54|01/01/2024||THICKNESS_FLEXIBLE
5530010000000|24.14|24.38|9|||54|01/01/2024||THICKNESS_FLEXIBLE
5530016000000|1.73|3.33|9|||54|01/01/2024||THICKNESS_FLEXIBLE
5530016000000|6.42|8.95|9|||54|01/01/2024||THICKNESS_FLEXIBLE
5530016000000|10.99|11.4|9|||54|01/01/2024||THICKNESS_FLEXIBLE
55200520000EB|0.0|1.4|9|||54|01/01/2024||THICKNESS_FLEXIBLE
