RouteID|BMP|EMP|ValueNumeric|Comments|ValueDate|StateID|BeginDate|ValueText|DataItem
39100680000EB|26.75|28.64|6|||54|01/01/2024||BASE_THICKNESS
39100680000EB|28.64|29.23|6|||54|01/01/2024||BASE_THICKNESS
39100680000EB|31.24|31.42|6|||54|01/01/2024||BASE_THICKNESS
39100680000EB|31.42|32.06|6|||54|01/01/2024||BASE_THICKNESS
39202190000NB|0.0|0.8|6|||54|01/01/2024||BASE_THICKNESS
39202190000NB|0.8|3.01|6|||54|01/01/2024||BASE_THICKNESS
39202190000NB|3.01|3.31|6|||54|01/01/2024||BASE_THICKNESS
39202190000NB|3.31|4.76|6|||54|01/01/2024||BASE_THICKNESS
3930072000000|18.42|20.44|6|||54|01/01/2024||BASE_THICKNESS
3940003000000|4.6|7.27|6|||54|01/01/2024||BASE_THICKNESS
0230009000000|0.35|2.2|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|4.81|6.17|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|6.17|6.27|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|6.381|6.47|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|6.47|7.58|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|7.584|9.95|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|10.12|10.37|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|10.532|10.59|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|10.59|10.893|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|10.893|11.243|4|||54|01/01/2024||BASE_THICKNESS
0230009000000|14.0|14.2|12|||54|01/01/2024||BASE_THICKNESS
0230009000000|14.55|14.9|12|||54|01/01/2024||BASE_THICKNESS
0230009000000|15.57|15.79|12|||54|01/01/2024||BASE_THICKNESS
0230009000000|15.79|16.09|12|||54|01/01/2024||BASE_THICKNESS
0230009000000|17.07|17.48|11|||54|01/01/2024||BASE_THICKNESS
0230009000000|18.18|20.16|11|||54|01/01/2024||BASE_THICKNESS
1930009000000|0.0|1.45|11|||54|01/01/2024||BASE_THICKNESS
1930009000000|1.45|3.94|11|||54|01/01/2024||BASE_THICKNESS
1930009000000|4.97|6.35|11|||54|01/01/2024||BASE_THICKNESS
1930009000000|10.91|11.418|11|||54|01/01/2024||BASE_THICKNESS
1930009000000|14.435|14.96|11|||54|01/01/2024||BASE_THICKNESS
