,RouteId,BeginPoint,EndPoint,ThicknessRigidVn,SampleId,SurfaceTypeVn
1113,05200220000EB,5.7,5.8,,050220000519,3
1114,15200220000EB,0.0,0.1,,150220000000,3
1115,15200220000EB,0.1,0.2,,150220000000,3
1116,05200220000EB,5.8483,5.89,,050220000519,3
1117,0530002000000,16.0606,16.093,,050020001575,3
1118,0530002000000,16.1038,16.1533,,050020001575,3
1119,05200220000EB,3.45,3.5,,050220000345,3
1120,05200220000EB,3.3,3.35,,050220000317,3
1121,05200220000EB,3.35,3.4,,050220000335,3
1122,05200220000EB,3.8,3.84,,050220000345,3
1123,05200220000EB,3.84,3.9,,050220000345,3
1124,05200220000EB,4.7,4.73,,050220000345,3
1125,05200220000EB,5.8,5.8483,,050220000519,3
1126,0530002000000,16.0,16.041,,050020001575,3
1127,05200220000EB,3.5,3.5149,,050220000345,3
1128,05200220000EB,4.2835,4.3,,050220000345,3
1129,05200220000EB,3.17,3.2,,050220000317,3
1130,05200220000EB,4.6764,4.7,,050220000345,3
1131,0530002000000,16.041,16.0606,,050020001575,3
1132,0530002000000,16.1533,16.16,,050020001575,3
1133,05200220000EB,4.3,4.3072,,050220000345,3
1134,05200220000EB,5.19,5.2,,050220000519,3
1135,0530002000000,16.093,16.1,,050020001575,3
1136,05200220000EB,5.4899,5.5,,050220000519,3
1137,05200220000EB,5.1868,5.19,,050220000473,3
1138,0530002000000,16.1,16.1038,,050020001575,3
1139,1530002000000,3.0,3.021,,150020000266,3
1140,1530002000000,3.021,3.03,,150020000266,3
1141,31100790000NB,142.3791,142.4,,310790014237,3
1142,31100790000NB,142.37,142.3791,,310790014237,3
1143,3140019240000,2.9,2.9928,,310192400277,3
1144,3140019240000,2.8044,2.8551,,310192400277,3
1145,31200190000NB,14.44,14.5,,310190001444,3
1146,31200190000NB,14.3,14.35,,310190001425,3
1147,3140019240000,2.8672,2.9,,310192400277,3
1148,3140019240000,2.8551,2.8672,,310192400277,3
1149,3140019240000,2.77,2.7853,,310192400277,3
1150,31100790000NB,160.5,160.52,,310790015700,3
1151,3140019240000,2.9928,3.0,,310192400277,3
1152,3140019240000,2.7889,2.8,,310192400277,3
1153,3140019240000,2.8,2.8044,,310192400277,3
1154,3140019240000,2.7853,2.7889,,310192400277,3
1155,31100680000EB,4.31,4.3626,,310680000413,3
1156,31100680000EB,4.3626,4.3733,,310680000413,3
1157,31201190000NB,13.78,13.8,,311190001378,3
1158,31100680000EB,4.3,4.31,,310680000413,3
1159,31100680000EB,4.3733,4.396,,310680000413,3
1160,31100680000EB,4.396,4.4,,310680000413,3
1161,3130043000000,3.8,3.898,,310043003582,3
1162,3130043000000,3.9,4.0,,310043003582,3
1163,3130043000000,3.7,3.756,,310043003582,3
1164,3130043000000,2.763,2.8,,310430000265,3
1165,3130043000000,2.65,2.7,,310430000265,3
1166,3130043000000,2.7,2.763,,310430000265,3
1167,3130043000000,3.756,3.8,,310043003582,3
1168,3130043000000,2.6296,2.65,,310430000000,3
1169,3130043000000,0.412,0.4445,,310430000000,3
1170,3130043000000,0.4445,0.468,,310430000000,3
1171,3130043000000,0.468,0.5,,310430000000,3
1172,3130043000000,2.6143,2.6296,,310430000000,3
1173,3130043000000,2.6,2.6143,,310430000000,3
1174,3130043000000,0.4,0.412,,310430000000,3
1175,3130043000000,3.898,3.9,,310043003582,3
1176,19203400000NB,14.7,14.8,,193400001466,3
1177,19203400000NB,14.8,14.86,,193400001466,3
1178,19203400000NB,14.86,14.9,,193400001486,3
1196,0230009000000,4.827,4.879,,020090000481,3
1197,0230009000000,4.879,4.9,,020090000481,3
1198,0230009000000,4.81,4.827,,020090000481,3
1199,02100810000NB,23.4,23.437,,020810002300,3
1200,02100810000NB,23.477,23.5,,020810002346,3
1201,02100810000NB,23.4483,23.46,,020810002300,3
1202,02100810000NB,23.46,23.477,,020810002346,3
1203,02100810000NB,23.4439,23.4483,,020810002300,3
1204,02100810000NB,23.437,23.4439,,020810002300,3
1205,02100810000NB,25.9,26.0,,020810002453,3
