ROUTEID,BMP,EMP,F_SYSTEM,NHS,NN,STRAHNET_TYPE,hash
0840011020000,1.67,2.32,7.0,,,,0840011020000-1.67-2.32
0840011040000,0.0,0.95,7.0,,,,0840011040000-0.0-0.95
0840011060000,0.0,0.37,7.0,,,,0840011060000-0.0-0.37
0840011070000,0.0,0.46,5.0,,,,0840011070000-0.0-0.46
0840011080000,0.0,0.03,7.0,,,,0840011080000-0.0-0.03
0840011080000,3.47,3.54,7.0,,,,0840011080000-3.47-3.54
0840011090000,0.0,1.63,7.0,,,,0840011090000-0.0-1.63
0840011100000,0.0,0.28,7.0,,,,0840011100000-0.0-0.28
0840011110000,0.0,0.67,7.0,,,,0840011110000-0.0-0.67
0840011110000,0.67,1.4,7.0,,,,0840011110000-0.67-1.4
0840011120000,0.0,0.4,7.0,,,,0840011120000-0.0-0.4
0840011130000,0.0,0.4,7.0,,,,0840011130000-0.0-0.4
0840011140000,0.0,0.2,7.0,,,,0840011140000-0.0-0.2
0840011150000,0.0,0.15,7.0,,,,0840011150000-0.0-0.15
0840012000000,0.0,0.62,7.0,,,,0840012000000-0.0-0.62
0840012000000,0.62,12.66,7.0,,,,0840012000000-0.62-12.66
0840012010000,0.0,0.8,7.0,,,,0840012010000-0.0-0.8
0840012020000,0.0,0.82,7.0,,,,0840012020000-0.0-0.82
0840013010000,0.0,1.65,7.0,,,,0840013010000-0.0-1.65
0840013020000,0.0,2.21,7.0,,,,0840013020000-0.0-2.21
0840013030000,0.0,0.48,7.0,,,,0840013030000-0.0-0.48
0840013030000,0.48,1.07,7.0,,,,0840013030000-0.48-1.07
0840013040000,0.0,0.35,7.0,,,,0840013040000-0.0-0.35
0840013040000,0.35,2.15,7.0,,,,0840013040000-0.35-2.15
0840013040000,2.15,2.95,7.0,,,,0840013040000-2.15-2.95
0840013050000,0.0,3.34,7.0,,,,0840013050000-0.0-3.34
0840013060000,0.0,0.82,7.0,,,,0840013060000-0.0-0.82
0840013060000,0.82,1.9,7.0,,,,0840013060000-0.82-1.9
0840013060000,1.9,2.11,7.0,,,,0840013060000-1.9-2.11
0840013060000,2.11,3.15,7.0,,,,0840013060000-2.11-3.15
0840013070000,0.0,4.52,7.0,,,,0840013070000-0.0-4.52
0840013080000,0.0,0.06,7.0,,,,0840013080000-0.0-0.06
0840013080000,0.06,0.67,7.0,,,,0840013080000-0.06-0.67
0840013090000,0.0,0.56,7.0,,,,0840013090000-0.0-0.56
0840013090000,0.56,0.82,7.0,,,,0840013090000-0.56-0.82
0840013090000,0.82,1.0,7.0,,,,0840013090000-0.82-1.0
0840013100000,0.0,0.13,7.0,,,,0840013100000-0.0-0.13
0840013100000,0.13,0.2,7.0,,,,0840013100000-0.13-0.2
0840013120000,0.0,0.35,7.0,,,,0840013120000-0.0-0.35
0840013130000,0.0,1.0,7.0,,,,0840013130000-0.0-1.0
0840013140000,0.0,0.3,7.0,,,,0840013140000-0.0-0.3
0840013150000,0.0,0.5,7.0,,,,0840013150000-0.0-0.5
0840013160000,0.0,0.4,7.0,,,,0840013160000-0.0-0.4
0840014000000,0.0,0.65,6.0,,,,0840014000000-0.0-0.65
0840014000000,0.65,5.38,7.0,,,,0840014000000-0.65-5.38
0840014010000,0.0,2.13,7.0,,,,0840014010000-0.0-2.13
0840014020000,0.0,0.3,7.0,,,,0840014020000-0.0-0.3
0840014020000,0.3,0.55,7.0,,,,0840014020000-0.3-0.55
0840014030000,0.0,0.65,7.0,,,,0840014030000-0.0-0.65
0840014040000,0.0,0.3,7.0,,,,0840014040000-0.0-0.3
0840014050000,0.0,0.4,7.0,,,,0840014050000-0.0-0.4
0840014060000,0.0,0.5,7.0,,,,0840014060000-0.0-0.5
0840015000000,0.0,9.52,5.0,,,,0840015000000-0.0-9.52
0840015010000,0.0,0.33,7.0,,,,0840015010000-0.0-0.33
0840015020000,0.0,0.01,7.0,,,,0840015020000-0.0-0.01
0840015020000,0.01,2.71,7.0,,,,0840015020000-0.01-2.71
0840015020000,2.71,3.82,7.0,,,,0840015020000-2.71-3.82
0840015020000,3.82,5.22,7.0,,,,0840015020000-3.82-5.22
0840015030000,0.0,0.47,7.0,,,,0840015030000-0.0-0.47
0840015030000,0.47,0.51,7.0,,,,0840015030000-0.47-0.51
0840015030000,0.51,2.53,7.0,,,,0840015030000-0.51-2.53
0840015040000,0.0,2.5,7.0,,,,0840015040000-0.0-2.5
0840015040000,2.5,6.23,7.0,,,,0840015040000-2.5-6.23
0840015040000,6.23,8.18,7.0,,,,0840015040000-6.23-8.18
0840015050000,0.0,0.32,7.0,,,,0840015050000-0.0-0.32
0840015060000,0.0,0.13,7.0,,,,0840015060000-0.0-0.13
0840015060000,0.13,1.1,7.0,,,,0840015060000-0.13-1.1
0840015070000,0.0,0.26,7.0,,,,0840015070000-0.0-0.26
0840015090000,0.0,0.6,7.0,,,,0840015090000-0.0-0.6
0840015100000,0.0,0.5,7.0,,,,0840015100000-0.0-0.5
0840015110000,0.0,0.8,7.0,,,,0840015110000-0.0-0.8
0840015120000,0.0,0.42,7.0,,,,0840015120000-0.0-0.42
0840015120000,0.42,0.6,7.0,,,,0840015120000-0.42-0.6
0840015130000,0.0,0.15,7.0,,,,0840015130000-0.0-0.15
0840015140000,0.0,0.02,7.0,,,,0840015140000-0.0-0.02
0840015150000,0.0,0.04,7.0,,,,0840015150000-0.0-0.04
0840015150000,0.04,1.2,7.0,,,,0840015150000-0.04-1.2
0840015160000,0.0,0.7,7.0,,,,0840015160000-0.0-0.7
0840015170000,0.0,0.5,7.0,,,,0840015170000-0.0-0.5
0840015180000,0.0,1.2,7.0,,,,0840015180000-0.0-1.2
0840016010000,0.0,2.12,7.0,,,,0840016010000-0.0-2.12
0840016020000,0.0,2.02,7.0,,,,0840016020000-0.0-2.02
0840016030000,0.0,0.83,7.0,,,,0840016030000-0.0-0.83
0840016030000,0.83,3.76,7.0,,,,0840016030000-0.83-3.76
0840016040000,0.0,0.8,7.0,,,,0840016040000-0.0-0.8
0840016050000,0.0,0.46,7.0,,,,0840016050000-0.0-0.46
0840016050000,0.46,1.51,7.0,,,,0840016050000-0.46-1.51
0840016060000,0.0,2.61,7.0,,,,0840016060000-0.0-2.61
0840016060000,2.61,4.44,7.0,,,,0840016060000-2.61-4.44
0840016070000,0.0,1.7,7.0,,,,0840016070000-0.0-1.7
0840016070000,1.7,3.2,7.0,,,,0840016070000-1.7-3.2
0840016090000,0.0,0.64,7.0,,,,0840016090000-0.0-0.64
0840016100000,0.0,0.46,7.0,,,,0840016100000-0.0-0.46
0840016100000,0.46,1.43,7.0,,,,0840016100000-0.46-1.43
0840016100000,1.43,2.42,7.0,,,,0840016100000-1.43-2.42
0840016110000,0.0,0.5,7.0,,,,0840016110000-0.0-0.5
0840016120000,0.0,0.46,7.0,,,,0840016120000-0.0-0.46
0840016130000,0.0,0.83,7.0,,,,0840016130000-0.0-0.83
0840016130000,0.83,1.4,7.0,,,,0840016130000-0.83-1.4
0840016140000,0.0,0.11,7.0,,,,0840016140000-0.0-0.11
0840016150000,0.0,0.89,7.0,,,,0840016150000-0.0-0.89
0840016160000,0.0,0.3,7.0,,,,0840016160000-0.0-0.3
0840016170000,0.0,0.025,7.0,,,,0840016170000-0.0-0.025
0840016180000,0.0,0.296,7.0,,,,0840016180000-0.0-0.296
0840016190000,0.0,1.0,7.0,,,,0840016190000-0.0-1.0
0840016200000,0.0,0.5,7.0,,,,0840016200000-0.0-0.5
0840016200000,0.5,0.9,7.0,,,,0840016200000-0.5-0.9
0840016210000,0.0,1.07,7.0,,,,0840016210000-0.0-1.07
0840016210000,1.07,1.41,7.0,,,,0840016210000-1.07-1.41
0840016210000,1.41,1.8,7.0,,,,0840016210000-1.41-1.8
0840016220000,0.0,0.7,7.0,,,,0840016220000-0.0-0.7
0840016230000,0.0,0.2,7.0,,,,0840016230000-0.0-0.2
0840016240000,0.0,1.0,7.0,,,,0840016240000-0.0-1.0
0840016250000,0.0,1.0,7.0,,,,0840016250000-0.0-1.0
0840016260000,0.0,0.5,7.0,,,,0840016260000-0.0-0.5
0840016270000,0.0,0.5,7.0,,,,0840016270000-0.0-0.5
0840016280000,0.0,0.6,7.0,,,,0840016280000-0.0-0.6
0840016290000,0.0,3.23,6.0,,,,0840016290000-0.0-3.23
0840016300000,0.0,0.24,7.0,,,,0840016300000-0.0-0.24
0840016300000,0.24,0.43,7.0,,,,0840016300000-0.24-0.43
0840016300000,0.43,1.27,7.0,,,,0840016300000-0.43-1.27
0840016300000,1.27,1.33,7.0,,,,0840016300000-1.27-1.33
0840016300000,1.33,1.35,7.0,,,,0840016300000-1.33-1.35
0840016300000,1.35,1.72,7.0,,,,0840016300000-1.35-1.72
0840016300000,1.72,3.75,7.0,,,,0840016300000-1.72-3.75
0840016310000,0.0,0.04,7.0,,,,0840016310000-0.0-0.04
0840016320000,0.0,0.11,7.0,,,,0840016320000-0.0-0.11
0840016330000,0.0,0.14,7.0,,,,0840016330000-0.0-0.14
0840016340000,0.0,0.1,7.0,,,,0840016340000-0.0-0.1
0840016350000,0.0,0.17,7.0,,,,0840016350000-0.0-0.17
0840017000000,0.0,6.21,7.0,,,,0840017000000-0.0-6.21
0840017000000,6.21,6.51,7.0,,,,0840017000000-6.21-6.51
0840017010000,0.0,1.98,7.0,,,,0840017010000-0.0-1.98
0840017040000,0.0,0.33,7.0,,,,0840017040000-0.0-0.33
0840018000000,0.0,1.21,7.0,,,,0840018000000-0.0-1.21
0840018000000,1.21,1.31,7.0,,,,0840018000000-1.21-1.31
0840018000000,2.17,2.7,7.0,,,,0840018000000-2.17-2.7
0840018010000,0.0,2.61,7.0,,,,0840018010000-0.0-2.61
0840018020000,0.0,0.17,7.0,,,,0840018020000-0.0-0.17
0840018020000,0.17,0.3,7.0,,,,0840018020000-0.17-0.3
0840018030000,0.0,0.4,7.0,,,,0840018030000-0.0-0.4
0840019000000,0.0,1.15,7.0,,,,0840019000000-0.0-1.15
0840019000000,1.15,3.42,7.0,,,,0840019000000-1.15-3.42
0840019000000,3.42,4.2,7.0,,,,0840019000000-3.42-4.2
0840019010000,0.0,4.52,7.0,,,,0840019010000-0.0-4.52
0840019020000,0.0,0.9,7.0,,,,0840019020000-0.0-0.9
0840020000000,0.0,1.97,7.0,,,,0840020000000-0.0-1.97
0840020000000,1.97,2.08,7.0,,,,0840020000000-1.97-2.08
0840020000000,2.08,3.28,7.0,,,,0840020000000-2.08-3.28
0840020010000,0.0,1.13,7.0,,,,0840020010000-0.0-1.13
0840020040000,0.0,0.31,7.0,,,,0840020040000-0.0-0.31
0840020040000,0.31,0.73,7.0,,,,0840020040000-0.31-0.73
0840020040000,0.73,0.95,7.0,,,,0840020040000-0.73-0.95
0840022000000,0.0,0.68,7.0,,,,0840022000000-0.0-0.68
0840022000000,0.68,1.45,7.0,,,,0840022000000-0.68-1.45
0840022000000,2.07,2.39,7.0,,,,0840022000000-2.07-2.39
0840022000000,2.39,6.01,7.0,,,,0840022000000-2.39-6.01
0840022000000,6.01,9.2,7.0,,,,0840022000000-6.01-9.2
0840022010000,0.0,4.49,7.0,,,,0840022010000-0.0-4.49
0840022010000,4.49,4.72,7.0,,,,0840022010000-4.49-4.72
0840022030000,0.0,0.28,7.0,,,,0840022030000-0.0-0.28
0840022040000,0.0,0.9,7.0,,,,0840022040000-0.0-0.9
0840022050000,0.0,1.67,7.0,,,,0840022050000-0.0-1.67
0840022060000,0.0,1.5,7.0,,,,0840022060000-0.0-1.5
0840022070000,0.0,1.5,7.0,,,,0840022070000-0.0-1.5
0840024000000,0.0,4.64,7.0,,,,0840024000000-0.0-4.64
0840024000000,4.64,4.98,7.0,,,,0840024000000-4.64-4.98
0840024000000,4.98,5.48,7.0,,,,0840024000000-4.98-5.48
0840024010000,0.0,3.64,7.0,,,,0840024010000-0.0-3.64
0840024020000,0.0,1.6,7.0,,,,0840024020000-0.0-1.6
0840024020000,1.6,1.77,7.0,,,,0840024020000-1.6-1.77
0840024030000,0.0,1.2,7.0,,,,0840024030000-0.0-1.2
0840024040000,0.0,0.5,7.0,,,,0840024040000-0.0-0.5
0840024050000,0.0,0.6,7.0,,,,0840024050000-0.0-0.6
0840026000000,0.0,1.46,7.0,,,,0840026000000-0.0-1.46
0840026000000,1.46,1.91,7.0,,,,0840026000000-1.46-1.91
0840026000000,1.91,4.33,7.0,,,,0840026000000-1.91-4.33
0840026010000,0.0,2.33,7.0,,,,0840026010000-0.0-2.33
0840026020000,0.0,0.83,7.0,,,,0840026020000-0.0-0.83
0840026030000,0.0,0.21,7.0,,,,0840026030000-0.0-0.21
0840026040000,0.0,0.15,7.0,,,,0840026040000-0.0-0.15
0840026050000,0.0,0.27,7.0,,,,0840026050000-0.0-0.27
0840026060000,0.0,0.07,7.0,,,,0840026060000-0.0-0.07
0840028000000,0.0,0.95,7.0,,,,0840028000000-0.0-0.95
0840028000000,0.95,7.13,7.0,,,,0840028000000-0.95-7.13
0840028000000,7.13,7.84,7.0,,,,0840028000000-7.13-7.84
0840028010000,0.0,0.41,7.0,,,,0840028010000-0.0-0.41
0840028010000,0.41,0.46,7.0,,,,0840028010000-0.41-0.46
0840030000000,0.0,5.79,7.0,,,,0840030000000-0.0-5.79
0840030000000,5.79,12.5,7.0,,,,0840030000000-5.79-12.5
0840032000000,0.0,2.22,7.0,,,,0840032000000-0.0-2.22
0840032000000,2.22,3.82,7.0,,,,0840032000000-2.22-3.82
0840032010000,0.0,0.46,7.0,,,,0840032010000-0.0-0.46
0840032010000,0.46,0.73,7.0,,,,0840032010000-0.46-0.73
0840034000000,0.0,4.57,6.0,,,,0840034000000-0.0-4.57
0840034010000,0.0,0.4,7.0,,,,0840034010000-0.0-0.4
0840034020000,0.0,0.3,7.0,,,,0840034020000-0.0-0.3
0840036010000,0.0,0.94,7.0,,,,0840036010000-0.0-0.94
0840036010000,0.94,3.78,7.0,,,,0840036010000-0.94-3.78
0840036020000,0.0,1.89,6.0,,,,0840036020000-0.0-1.89
0840036030000,0.0,1.82,7.0,,,,0840036030000-0.0-1.82
0840036040000,0.0,0.46,7.0,,,,0840036040000-0.0-0.46
0840036050000,0.0,0.34,7.0,,,,0840036050000-0.0-0.34
0840036060000,0.0,0.02,7.0,,,,0840036060000-0.0-0.02
0840036060000,0.02,0.074,7.0,,,,0840036060000-0.02-0.074
0840036070000,0.0,0.4,7.0,,,,0840036070000-0.0-0.4
0840036080000,0.0,0.3,7.0,,,,0840036080000-0.0-0.3
0840038000000,0.0,0.3,7.0,,,,0840038000000-0.0-0.3
0840038000000,0.3,1.13,7.0,,,,0840038000000-0.3-1.13
0840038000000,1.13,2.84,7.0,,,,0840038000000-1.13-2.84
0840038010000,0.0,1.44,7.0,,,,0840038010000-0.0-1.44
0840038020000,1.96,1.99,7.0,,,,0840038020000-1.96-1.99
0840040000000,0.0,3.43,7.0,,,,0840040000000-0.0-3.43
0840040010000,0.0,1.54,7.0,,,,0840040010000-0.0-1.54
0840040030000,0.0,0.36,7.0,,,,0840040030000-0.0-0.36
0840040030000,0.36,0.5,7.0,,,,0840040030000-0.36-0.5
0840040040000,0.0,0.77,7.0,,,,0840040040000-0.0-0.77
0840040040000,0.77,1.4,7.0,,,,0840040040000-0.77-1.4
0840040050000,0.0,0.3,7.0,,,,0840040050000-0.0-0.3
0840042000000,0.0,1.22,7.0,,,,0840042000000-0.0-1.22
0840042010000,0.0,0.08,7.0,,,,0840042010000-0.0-0.08
0840042010000,0.08,1.2,7.0,,,,0840042010000-0.08-1.2
0840044000000,0.0,3.27,7.0,,,,0840044000000-0.0-3.27
0840044000000,3.27,4.46,7.0,,,,0840044000000-3.27-4.46
0840046000000,0.0,3.64,5.0,,,,0840046000000-0.0-3.64
0840046010000,0.0,1.26,7.0,,,,0840046010000-0.0-1.26
0840046020000,0.0,0.3,7.0,,,,0840046020000-0.0-0.3
0840046030000,0.0,0.13,7.0,,,,0840046030000-0.0-0.13
0840048000000,0.0,0.15,7.0,,,,0840048000000-0.0-0.15
0840048000000,0.15,1.02,7.0,,,,0840048000000-0.15-1.02
0840048000000,1.02,2.61,7.0,,,,0840048000000-1.02-2.61
0840048000000,2.61,6.15,7.0,,,,0840048000000-2.61-6.15
0840048000000,6.15,7.52,7.0,,,,0840048000000-6.15-7.52
0840048000000,7.52,9.16,7.0,,,,0840048000000-7.52-9.16
0840048010000,0.0,0.54,7.0,,,,0840048010000-0.0-0.54
0840048020000,0.0,0.31,7.0,,,,0840048020000-0.0-0.31
0840048040000,0.0,2.59,7.0,,,,0840048040000-0.0-2.59
0840048040000,2.59,3.45,7.0,,,,0840048040000-2.59-3.45
0840050000000,0.0,2.94,7.0,,,,0840050000000-0.0-2.94
0840050010000,0.0,0.52,7.0,,,,0840050010000-0.0-0.52
0840050010000,0.52,1.59,7.0,,,,0840050010000-0.52-1.59
0840050020000,0.0,0.3,7.0,,,,0840050020000-0.0-0.3
0840050030000,0.0,0.5,7.0,,,,0840050030000-0.0-0.5
0840050040000,0.0,0.5,7.0,,,,0840050040000-0.0-0.5
0840050050000,0.0,0.45,7.0,,,,0840050050000-0.0-0.45
0840050050000,0.45,1.2,7.0,,,,0840050050000-0.45-1.2
0840052000000,0.0,2.2,7.0,,,,0840052000000-0.0-2.2
0840052000000,2.2,2.83,7.0,,,,0840052000000-2.2-2.83
0840054000000,0.0,1.45,7.0,,,,0840054000000-0.0-1.45
0880901000000,0.0,0.2,7.0,,,,0880901000000-0.0-0.2
0880902000000,0.0,0.2,7.0,,,,0880902000000-0.0-0.2
09200500000EB,0.0,5.3,3.0,1.0,,,09200500000EB-0.0-5.3
09200500000EB,0.0,11.26,,,1.0,,09200500000EB-0.0-11.26
09200500000EB,0.0,18.87,,,,1.0,09200500000EB-0.0-18.87
09200500000EB,5.3,5.5,3.0,1.0,,,09200500000EB-5.3-5.5
09200500000EB,5.5,11.26,3.0,1.0,,,09200500000EB-5.5-11.26
09200500000EB,11.26,11.43,3.0,1.0,1.0,,09200500000EB-11.26-11.43
09200500000EB,11.43,12.1,3.0,1.0,1.0,,09200500000EB-11.43-12.1
09200500000EB,12.1,15.67,3.0,1.0,1.0,,09200500000EB-12.1-15.67
09200500000EB,15.67,18.87,3.0,1.0,1.0,,09200500000EB-15.67-18.87
09200500000WB,0.0,3.78,3.0,1.0,,,09200500000WB-0.0-3.78
09200500000WB,0.0,18.87,,,,1.0,09200500000WB-0.0-18.87
09200500000WB,3.78,5.3,3.0,1.0,,,09200500000WB-3.78-5.3
09200500000WB,5.3,5.5,3.0,1.0,,,09200500000WB-5.3-5.5
09200500000WB,5.5,5.63,3.0,1.0,,,09200500000WB-5.5-5.63
09200500000WB,5.63,15.67,3.0,1.0,,,09200500000WB-5.63-15.67
09200500000WB,15.67,17.75,3.0,1.0,,,09200500000WB-15.67-17.75
09200500000WB,17.75,18.87,3.0,1.0,,,09200500000WB-17.75-18.87
0930018000000,0.0,18.78,5.0,,,,0930018000000-0.0-18.78
0930018000000,18.78,18.85,5.0,,,,0930018000000-18.78-18.85
0930018000000,18.85,26.97,5.0,,,,0930018000000-18.85-26.97
0930018000300,0.0,0.12,7.0,,,,0930018000300-0.0-0.12
0930023000000,0.0,17.14,5.0,,,,0930023000000-0.0-17.14
0940001000000,0.0,2.45,7.0,,,,0940001000000-0.0-2.45
0940001000000,2.45,5.87,7.0,,,,0940001000000-2.45-5.87
0940001000000,5.87,6.7,7.0,,,,0940001000000-5.87-6.7
0940001020000,0.0,0.12,7.0,,,,0940001020000-0.0-0.12
0940002000000,0.0,0.14,7.0,,,,0940002000000-0.0-0.14
0940002000000,0.14,4.45,7.0,,,,0940002000000-0.14-4.45
0940003000000,0.0,11.37,5.0,,,,0940003000000-0.0-11.37
0940003010000,0.0,1.53,7.0,,,,0940003010000-0.0-1.53
0940003020000,0.0,0.57,7.0,,,,0940003020000-0.0-0.57
0940003040000,0.0,0.55,7.0,,,,0940003040000-0.0-0.55
0940003050000,0.0,0.05,7.0,,,,0940003050000-0.0-0.05
0940003050000,0.05,0.61,7.0,,,,0940003050000-0.05-0.61
0940003070000,0.0,0.9,7.0,,,,0940003070000-0.0-0.9
0940003100000,0.0,0.37,7.0,,,,0940003100000-0.0-0.37
0940004000000,0.0,1.6,7.0,,,,0940004000000-0.0-1.6
0940004000000,1.6,2.3,7.0,,,,0940004000000-1.6-2.3
0940004000000,2.3,5.03,7.0,,,,0940004000000-2.3-5.03
0940004010000,0.0,0.7,7.0,,,,0940004010000-0.0-0.7
0940004020000,0.0,0.26,7.0,,,,0940004020000-0.0-0.26
0940004040000,0.0,0.21,6.0,,,,0940004040000-0.0-0.21
0940004040000,0.21,1.83,6.0,,,,0940004040000-0.21-1.83
0940005000000,0.0,5.35,5.0,,,,0940005000000-0.0-5.35
0940005000000,5.69,6.64,7.0,,,,0940005000000-5.69-6.64
0940005000000,6.64,8.83,7.0,,,,0940005000000-6.64-8.83
0940005000000,8.83,11.41,7.0,,,,0940005000000-8.83-11.41
0940005000000,11.41,11.59,7.0,,,,0940005000000-11.41-11.59
0940005010000,0.0,0.13,7.0,,,,0940005010000-0.0-0.13
0940005020000,0.0,0.51,7.0,,,,0940005020000-0.0-0.51
0940005020000,0.51,2.15,7.0,,,,0940005020000-0.51-2.15
0940005030000,0.0,0.4,7.0,,,,0940005030000-0.0-0.4
0940005040000,0.0,0.4,7.0,,,,0940005040000-0.0-0.4
0940005050000,0.0,0.08,7.0,,,,0940005050000-0.0-0.08
0940005050000,0.08,0.28,7.0,,,,0940005050000-0.08-0.28
0940005060000,0.0,0.84,7.0,,,,0940005060000-0.0-0.84
0940005060000,0.84,1.05,7.0,,,,0940005060000-0.84-1.05
0940005070000,0.0,1.1,7.0,,,,0940005070000-0.0-1.1
0940005080000,0.0,0.5,7.0,,,,0940005080000-0.0-0.5
0940005090000,0.0,1.25,7.0,,,,0940005090000-0.0-1.25
0940005100000,0.0,0.21,7.0,,,,0940005100000-0.0-0.21
0940005100000,0.21,0.5,7.0,,,,0940005100000-0.21-0.5
0940006000000,0.0,4.89,7.0,,,,0940006000000-0.0-4.89
0940006010000,0.0,0.08,7.0,,,,0940006010000-0.0-0.08
0940006020000,0.0,0.59,7.0,,,,0940006020000-0.0-0.59
0940006040000,0.0,0.25,7.0,,,,0940006040000-0.0-0.25
0940007000000,0.0,5.56,7.0,,,,0940007000000-0.0-5.56
0940007020000,0.0,0.66,7.0,,,,0940007020000-0.0-0.66
0940007020000,0.66,1.56,7.0,,,,0940007020000-0.66-1.56
0940007040000,0.0,0.17,7.0,,,,0940007040000-0.0-0.17
0940008000000,0.0,4.18,7.0,,,,0940008000000-0.0-4.18
0940008010000,0.0,1.5,7.0,,,,0940008010000-0.0-1.5
0940008030000,0.0,0.66,7.0,,,,0940008030000-0.0-0.66
0940008040000,0.0,0.04,7.0,,,,0940008040000-0.0-0.04
0940008040000,0.04,0.47,7.0,,,,0940008040000-0.04-0.47
0940008070000,0.0,0.1,7.0,,,,0940008070000-0.0-0.1
0940008070000,0.1,0.25,7.0,,,,0940008070000-0.1-0.25
0940009000000,0.0,1.74,5.0,,,,0940009000000-0.0-1.74
0940010000000,0.0,2.4,6.0,,,,0940010000000-0.0-2.4
0940010000000,2.4,3.57,6.0,,,,0940010000000-2.4-3.57
0940010000000,3.57,6.05,6.0,,,,0940010000000-3.57-6.05
0940010010000,0.0,0.23,7.0,,,,0940010010000-0.0-0.23
0940010020000,0.0,0.48,7.0,,,,0940010020000-0.0-0.48
0940010050000,0.0,0.32,7.0,,,,0940010050000-0.0-0.32
0940010060000,0.0,0.09,7.0,,,,0940010060000-0.0-0.09
0940011000000,0.0,1.1,7.0,,,,0940011000000-0.0-1.1
0940011000000,1.1,4.32,7.0,,,,0940011000000-1.1-4.32
0940011000000,4.32,4.39,7.0,,,,0940011000000-4.32-4.39
0940011000000,4.39,4.6,7.0,,,,0940011000000-4.39-4.6
0940011000000,4.6,5.32,7.0,,,,0940011000000-4.6-5.32
0940011000000,5.32,5.87,7.0,,,,0940011000000-5.32-5.87
0940011000000,5.87,7.9,6.0,,,,0940011000000-5.87-7.9
0940011000000,7.9,8.19,7.0,,,,0940011000000-7.9-8.19
0940011000000,8.19,11.43,7.0,,,,0940011000000-8.19-11.43
0940011000000,11.43,11.45,7.0,,,,0940011000000-11.43-11.45
0940011000000,11.45,12.55,5.0,,,,0940011000000-11.45-12.55
0940011010000,0.0,1.88,7.0,,,,0940011010000-0.0-1.88
0940011010000,1.88,2.63,7.0,,,,0940011010000-1.88-2.63
0940011020000,0.0,0.31,7.0,,,,0940011020000-0.0-0.31
0940011020000,0.31,0.51,7.0,,,,0940011020000-0.31-0.51
0940011030000,0.0,4.17,7.0,,,,0940011030000-0.0-4.17
0940011030000,4.17,4.31,7.0,,,,0940011030000-4.17-4.31
0940011040000,0.0,2.68,7.0,,,,0940011040000-0.0-2.68
0940011040000,2.68,3.39,7.0,,,,0940011040000-2.68-3.39
0940011060000,0.0,0.53,7.0,,,,0940011060000-0.0-0.53
0940011070000,0.0,0.15,7.0,,,,0940011070000-0.0-0.15
0940011080000,0.0,0.07,7.0,,,,0940011080000-0.0-0.07
0940011080000,0.07,0.44,7.0,,,,0940011080000-0.07-0.44
0940011080000,0.44,0.79,7.0,,,,0940011080000-0.44-0.79
0940011080000,0.79,1.83,7.0,,,,0940011080000-0.79-1.83
0940012000000,0.0,0.9,7.0,,,,0940012000000-0.0-0.9
0940012010000,0.0,0.78,7.0,,,,0940012010000-0.0-0.78
0940012010000,0.78,1.5,7.0,,,,0940012010000-0.78-1.5
0940013000000,0.0,0.72,6.0,,,,0940013000000-0.0-0.72
0940013000000,0.72,8.99,7.0,,,,0940013000000-0.72-8.99
0940013020000,0.0,0.21,7.0,,,,0940013020000-0.0-0.21
0940013030000,0.0,0.59,7.0,,,,0940013030000-0.0-0.59
0940013030000,0.59,1.54,7.0,,,,0940013030000-0.59-1.54
0940014000000,0.0,2.64,7.0,,,,0940014000000-0.0-2.64
0940014000000,2.64,4.58,7.0,,,,0940014000000-2.64-4.58
0940014010000,0.0,0.32,7.0,,,,0940014010000-0.0-0.32
0940015000000,0.0,8.55,5.0,,,,0940015000000-0.0-8.55
0940015000000,8.55,10.65,6.0,,,,0940015000000-8.55-10.65
0940015010000,0.0,0.51,7.0,,,,0940015010000-0.0-0.51
0940015010000,0.51,1.07,7.0,,,,0940015010000-0.51-1.07
0940015020000,0.0,0.15,7.0,,,,0940015020000-0.0-0.15
0940015020000,0.15,0.3,7.0,,,,0940015020000-0.15-0.3
0940015030000,0.0,0.62,7.0,,,,0940015030000-0.0-0.62
0940015050000,0.0,0.79,7.0,,,,0940015050000-0.0-0.79
0940015050000,0.79,1.84,7.0,,,,0940015050000-0.79-1.84
0940015070000,0.0,0.4,7.0,,,,0940015070000-0.0-0.4
0940015080000,0.0,0.75,7.0,,,,0940015080000-0.0-0.75
0940015110000,0.0,0.07,7.0,,,,0940015110000-0.0-0.07
0940015110000,0.07,0.23,7.0,,,,0940015110000-0.07-0.23
0940015120000,0.0,0.06,7.0,,,,0940015120000-0.0-0.06
0940016000000,0.0,0.08,7.0,,,,0940016000000-0.0-0.08
0940016000000,0.08,0.58,7.0,,,,0940016000000-0.08-0.58
0940016000000,0.58,2.82,7.0,,,,0940016000000-0.58-2.82
0940016010000,0.0,2.55,7.0,,,,0940016010000-0.0-2.55
0940016020000,0.0,0.81,7.0,,,,0940016020000-0.0-0.81
0940017000000,0.0,3.19,5.0,,,,0940017000000-0.0-3.19
0940017010000,0.0,0.34,7.0,,,,0940017010000-0.0-0.34
0940017030000,0.0,0.03,7.0,,,,0940017030000-0.0-0.03
0940017030000,0.03,0.31,7.0,,,,0940017030000-0.03-0.31
0940018010000,0.0,0.2,7.0,,,,0940018010000-0.0-0.2
