ROUTEID,BMP,EMP,F_SYSTEM,NHS,NN,STRAHNET_TYPE,hash
4180985000000,0.0,0.05,7.0,,,,4180985000000-0.0-0.05
4180986000000,0.0,0.09,7.0,,,,4180986000000-0.0-0.09
4180987000000,0.0,0.3,7.0,,,,4180987000000-0.0-0.3
4180988000000,0.0,0.03,7.0,,,,4180988000000-0.0-0.03
4180989000000,0.0,0.32,7.0,,,,4180989000000-0.0-0.32
4180991000000,0.0,0.17,7.0,,,,4180991000000-0.0-0.17
4180992000000,0.0,0.08,7.0,,,,4180992000000-0.0-0.08
4180993000000,0.0,0.002,7.0,,,,4180993000000-0.0-0.002
4180993000000,0.002,0.08,7.0,,,,4180993000000-0.002-0.08
4180994000000,0.0,0.12,7.0,,,,4180994000000-0.0-0.12
4180995000000,0.0,0.2,7.0,,,,4180995000000-0.0-0.2
4180997000000,0.0,0.03,7.0,,,,4180997000000-0.0-0.03
4180998000000,0.0,0.09,7.0,,,,4180998000000-0.0-0.09
4180999000000,0.0,0.1,7.0,,,,4180999000000-0.0-0.1
42200330000EB,0.0,0.01,3.0,1.0,2.0,,42200330000EB-0.0-0.01
42200330000EB,0.01,2.01,3.0,1.0,2.0,,42200330000EB-0.01-2.01
42200330000EB,2.01,4.17,3.0,1.0,,,42200330000EB-2.01-4.17
42200330000EB,2.01,4.522,,,2.0,,42200330000EB-2.01-4.522
42200330000EB,4.17,4.522,3.0,1.0,,,42200330000EB-4.17-4.522
42200330000EB,4.522,4.7,3.0,1.0,,,42200330000EB-4.522-4.7
42200330000EB,4.522,5.76,,,2.0,,42200330000EB-4.522-5.76
42200330000EB,4.7,5.76,3.0,1.0,,,42200330000EB-4.7-5.76
42200330000EB,5.76,5.9,3.0,1.0,,,42200330000EB-5.76-5.9
42200330000EB,5.76,7.26,,,2.0,,42200330000EB-5.76-7.26
42200330000EB,5.9,7.26,3.0,1.0,,,42200330000EB-5.9-7.26
42200330000EB,7.26,7.76,3.0,1.0,2.0,,42200330000EB-7.26-7.76
42200330000EB,7.76,7.9,3.0,1.0,2.0,,42200330000EB-7.76-7.9
42200330000EB,7.9,8.05,3.0,1.0,2.0,,42200330000EB-7.9-8.05
42200330000EB,8.05,8.63,3.0,1.0,2.0,,42200330000EB-8.05-8.63
42200330000EB,8.63,8.64,3.0,1.0,2.0,,42200330000EB-8.63-8.64
42200330000EB,8.64,8.78,3.0,1.0,,,42200330000EB-8.64-8.78
42200330000EB,8.64,9.5,,,2.0,,42200330000EB-8.64-9.5
42200330000EB,8.78,9.5,3.0,1.0,,,42200330000EB-8.78-9.5
42200330000EB,9.5,9.74,3.0,1.0,2.0,,42200330000EB-9.5-9.74
42200330000EB,9.74,9.87,,,2.0,,42200330000EB-9.74-9.87
42200330000EB,9.74,10.09,3.0,1.0,,,42200330000EB-9.74-10.09
42200330000EB,10.09,10.26,3.0,1.0,,,42200330000EB-10.09-10.26
42200330000EB,10.26,10.41,4.0,,,,42200330000EB-10.26-10.41
42200330000EB,10.41,11.94,4.0,,,,42200330000EB-10.41-11.94
42200330000EB,11.94,12.0,4.0,,,,42200330000EB-11.94-12.0
42200330000EB,12.0,12.383,4.0,,,,42200330000EB-12.0-12.383
42200330000EB,12.383,18.61,4.0,,,,42200330000EB-12.383-18.61
42200330000EB,18.61,25.85,4.0,,,,42200330000EB-18.61-25.85
42200330000EB,25.85,27.41,4.0,,,,42200330000EB-25.85-27.41
42200330000EB,27.41,27.54,4.0,,,,42200330000EB-27.41-27.54
42200330000EB,27.54,29.54,4.0,,,,42200330000EB-27.54-29.54
42200330000EB,29.54,31.69,4.0,,,,42200330000EB-29.54-31.69
42200330000EB,31.69,35.06,4.0,,,,42200330000EB-31.69-35.06
42200330000EB,35.06,37.15,4.0,,,,42200330000EB-35.06-37.15
42200330000WB,0.0,4.17,3.0,1.0,,,42200330000WB-0.0-4.17
42200330000WB,4.17,4.519,3.0,1.0,,,42200330000WB-4.17-4.519
42200330000WB,4.519,4.522,3.0,1.0,,,42200330000WB-4.519-4.522
42200330000WB,4.522,4.7,3.0,1.0,,,42200330000WB-4.522-4.7
42200330000WB,4.7,5.9,3.0,1.0,,,42200330000WB-4.7-5.9
42200330000WB,5.9,7.02,3.0,1.0,,,42200330000WB-5.9-7.02
42200330000WB,7.02,7.05,3.0,1.0,,,42200330000WB-7.02-7.05
42200330000WB,7.05,7.76,3.0,1.0,,,42200330000WB-7.05-7.76
42200330000WB,7.76,8.78,3.0,1.0,,,42200330000WB-7.76-8.78
42200330000WB,8.78,10.26,3.0,1.0,,,42200330000WB-8.78-10.26
42200330000WB,10.26,11.94,4.0,,,,42200330000WB-10.26-11.94
42200330000WB,11.94,12.384,4.0,,,,42200330000WB-11.94-12.384
42200330000WB,12.384,18.61,4.0,,,,42200330000WB-12.384-18.61
42200330000WB,18.61,31.69,4.0,,,,42200330000WB-18.61-31.69
42200330000WB,31.69,35.06,4.0,,,,42200330000WB-31.69-35.06
42200330000WB,35.06,37.15,4.0,,,,42200330000WB-35.06-37.15
42202190000NB,0.0,3.16,3.0,1.0,,,42202190000NB-0.0-3.16
42202190000NB,3.16,6.06,3.0,1.0,,,42202190000NB-3.16-6.06
42202190000NB,6.06,8.4,3.0,1.0,,,42202190000NB-6.06-8.4
42202190000NB,8.4,8.45,3.0,1.0,,,42202190000NB-8.4-8.45
42202190000NB,8.45,9.45,3.0,1.0,,,42202190000NB-8.45-9.45
42202190000NB,9.45,13.12,3.0,1.0,,,42202190000NB-9.45-13.12
42202190000NB,13.12,15.03,3.0,1.0,,,42202190000NB-13.12-15.03
42202190000NB,15.03,17.2,3.0,1.0,,,42202190000NB-15.03-17.2
42202190000NB,17.2,17.29,3.0,1.0,,,42202190000NB-17.2-17.29
42202190000NB,17.29,19.51,3.0,1.0,,,42202190000NB-17.29-19.51
42202190000NB,19.51,21.64,3.0,1.0,,,42202190000NB-19.51-21.64
42202190000NB,21.64,22.59,3.0,1.0,,,42202190000NB-21.64-22.59
42202190000NB,22.59,23.39,3.0,1.0,,,42202190000NB-22.59-23.39
42202190000NB,23.39,31.0,3.0,1.0,,,42202190000NB-23.39-31.0
42202190000NB,31.0,32.885,3.0,1.0,,,42202190000NB-31.0-32.885
42202190000NB,32.885,34.1,3.0,1.0,,,42202190000NB-32.885-34.1
42202190000NB,34.1,34.13,3.0,1.0,,,42202190000NB-34.1-34.13
42202190000NB,34.13,37.54,3.0,1.0,,,42202190000NB-34.13-37.54
42202190000NB,37.54,38.0,3.0,1.0,,,42202190000NB-37.54-38.0
42202190000NB,38.0,39.46,3.0,1.0,,,42202190000NB-38.0-39.46
42202190000NB,39.46,39.49,3.0,1.0,,,42202190000NB-39.46-39.49
42202190000NB,39.49,39.54,3.0,1.0,,,42202190000NB-39.49-39.54
42202190000NB,42.36,42.373,3.0,1.0,2.0,,42202190000NB-42.36-42.373
42202190000NB,42.373,47.0,3.0,1.0,,,42202190000NB-42.373-47.0
42202190000NB,42.373,47.49,,,2.0,,42202190000NB-42.373-47.49
42202190000NB,47.0,47.49,3.0,1.0,,,42202190000NB-47.0-47.49
42202190000NB,47.49,49.86,3.0,1.0,2.0,,42202190000NB-47.49-49.86
42202190000NB,49.86,52.1,3.0,1.0,2.0,,42202190000NB-49.86-52.1
42202190000NB,52.1,54.52,3.0,1.0,2.0,,42202190000NB-52.1-54.52
42202190000SB,0.0,8.4,3.0,1.0,,,42202190000SB-0.0-8.4
42202190000SB,8.4,21.44,3.0,1.0,,,42202190000SB-8.4-21.44
42202190000SB,21.44,22.59,3.0,1.0,,,42202190000SB-21.44-22.59
42202190000SB,22.59,23.39,3.0,1.0,,,42202190000SB-22.59-23.39
42202190000SB,23.39,31.0,3.0,1.0,,,42202190000SB-23.39-31.0
42202190000SB,31.0,32.884,3.0,1.0,,,42202190000SB-31.0-32.884
42202190000SB,32.884,32.885,3.0,1.0,,,42202190000SB-32.884-32.885
42202190000SB,32.885,34.1,3.0,1.0,,,42202190000SB-32.885-34.1
42202190000SB,34.1,34.13,3.0,1.0,,,42202190000SB-34.1-34.13
42202190000SB,34.13,39.54,3.0,1.0,,,42202190000SB-34.13-39.54
42202190000SB,42.36,42.486,3.0,1.0,,,42202190000SB-42.36-42.486
42202190000SB,42.486,47.0,3.0,1.0,,,42202190000SB-42.486-47.0
42202190000SB,47.0,54.52,3.0,1.0,,,42202190000SB-47.0-54.52
42202500000NB,0.0,1.65,4.0,,,,42202500000NB-0.0-1.65
42202500000NB,1.65,2.67,4.0,,,,42202500000NB-1.65-2.67
42202500000NB,2.67,3.29,4.0,,,,42202500000NB-2.67-3.29
42202500000NB,3.29,3.37,4.0,,,,42202500000NB-3.29-3.37
42202500000NB,3.37,5.89,4.0,,,,42202500000NB-3.37-5.89
42202500000NB,5.89,9.77,4.0,,,,42202500000NB-5.89-9.77
42202500000NB,9.77,10.42,4.0,,,,42202500000NB-9.77-10.42
42202500000NB,10.42,12.66,4.0,,,,42202500000NB-10.42-12.66
42202500000NB,12.66,14.45,4.0,,,,42202500000NB-12.66-14.45
42202500000NB,41.92,42.56,4.0,,2.0,,42202500000NB-41.92-42.56
42202500000SB,0.0,1.65,4.0,,,,42202500000SB-0.0-1.65
42202500000SB,1.65,1.82,4.0,,,,42202500000SB-1.65-1.82
42202500000SB,1.82,14.45,4.0,,,,42202500000SB-1.82-14.45
42202500000SB,41.92,42.56,4.0,,,,42202500000SB-41.92-42.56
4230015000000,0.0,3.72,5.0,,,,4230015000000-0.0-3.72
4230015000000,3.72,4.9,5.0,,,,4230015000000-3.72-4.9
4230015000000,4.9,6.0,5.0,,,,4230015000000-4.9-6.0
4230015000000,6.0,8.26,5.0,,,,4230015000000-6.0-8.26
4230015000000,8.26,10.07,5.0,,,,4230015000000-8.26-10.07
4230015000000,10.07,11.57,5.0,,,,4230015000000-10.07-11.57
4230032000000,0.0,1.0,4.0,,,,4230032000000-0.0-1.0
4230032000000,1.0,4.92,4.0,,,,4230032000000-1.0-4.92
4230032000200,0.0,0.07,4.0,,,,4230032000200-0.0-0.07
4230092000000,33.32,34.34,3.0,1.0,,,4230092000000-33.32-34.34
4230092000000,34.34,34.85,7.0,,,,4230092000000-34.34-34.85
4230092000000,34.85,37.4,7.0,,,,4230092000000-34.85-37.4
42300920000SB,33.32,34.34,3.0,1.0,,,42300920000SB-33.32-34.34
42300920000SB,34.34,37.4,7.0,,,,42300920000SB-34.34-37.4
4240001000000,0.0,0.066,5.0,,,,4240001000000-0.0-0.066
4240001000000,0.066,0.1,5.0,,,,4240001000000-0.066-0.1
4240001000000,0.1,0.89,7.0,,,,4240001000000-0.1-0.89
4240001000000,0.89,2.67,7.0,,,,4240001000000-0.89-2.67
4240001000000,2.9,6.05,6.0,,,,4240001000000-2.9-6.05
4240001000000,6.05,7.44,7.0,,,,4240001000000-6.05-7.44
4240001000000,7.44,8.53,7.0,,,,4240001000000-7.44-8.53
4240001000000,8.53,11.26,6.0,,,,4240001000000-8.53-11.26
4240001000000,11.26,14.41,7.0,,,,4240001000000-11.26-14.41
4240001010000,0.0,0.77,7.0,,,,4240001010000-0.0-0.77
4240001020000,0.0,0.5,7.0,,,,4240001020000-0.0-0.5
4240001020000,0.5,1.45,7.0,,,,4240001020000-0.5-1.45
4240001020000,1.45,2.06,7.0,,,,4240001020000-1.45-2.06
4240001040000,0.0,1.23,7.0,,,,4240001040000-0.0-1.23
4240001050000,0.0,3.31,7.0,,,,4240001050000-0.0-3.31
4240001060000,0.0,0.37,7.0,,,,4240001060000-0.0-0.37
4240001070000,0.0,0.58,5.0,,,,4240001070000-0.0-0.58
4240001070000,0.58,0.6,5.0,,,,4240001070000-0.58-0.6
4240001070000,0.6,0.94,7.0,,,,4240001070000-0.6-0.94
4240001080000,0.0,0.58,7.0,,,,4240001080000-0.0-0.58
4240001080000,0.58,0.65,7.0,,,,4240001080000-0.58-0.65
4240001090000,0.0,1.4,7.0,,,,4240001090000-0.0-1.4
4240002000000,0.0,0.22,7.0,,,,4240002000000-0.0-0.22
4240002000000,0.75,2.44,7.0,,,,4240002000000-0.75-2.44
4240003000000,0.0,0.5,6.0,,,,4240003000000-0.0-0.5
4240003000000,0.5,0.94,7.0,,,,4240003000000-0.5-0.94
4240003000000,0.94,4.01,7.0,,,,4240003000000-0.94-4.01
4240003010000,0.0,1.57,6.0,,,,4240003010000-0.0-1.57
4240003020000,0.0,0.13,7.0,,,,4240003020000-0.0-0.13
4240003020000,0.16,0.4,7.0,,,,4240003020000-0.16-0.4
4240003030000,0.0,1.27,7.0,,,,4240003030000-0.0-1.27
4240003040000,0.0,0.56,7.0,,,,4240003040000-0.0-0.56
4240004010000,0.0,0.87,7.0,,,,4240004010000-0.0-0.87
4240004010000,0.87,0.99,7.0,,,,4240004010000-0.87-0.99
4240004020000,0.0,0.51,6.0,,,,4240004020000-0.0-0.51
4240004020000,0.67,1.01,7.0,,,,4240004020000-0.67-1.01
4240004020000,1.01,1.27,7.0,,,,4240004020000-1.01-1.27
4240004020000,1.27,3.77,7.0,,,,4240004020000-1.27-3.77
4240004030000,0.0,0.1,7.0,,,,4240004030000-0.0-0.1
4240004040000,0.0,0.19,7.0,,,,4240004040000-0.0-0.19
4240005030000,0.0,1.94,7.0,,,,4240005030000-0.0-1.94
4240005030000,1.94,2.36,7.0,,,,4240005030000-1.94-2.36
4240005040000,0.0,2.0,7.0,,,,4240005040000-0.0-2.0
4240005040000,2.0,2.05,7.0,,,,4240005040000-2.0-2.05
4240005040000,2.05,2.9,6.0,,,,4240005040000-2.05-2.9
4240005050000,0.0,0.38,7.0,,,,4240005050000-0.0-0.38
4240005050000,1.26,3.96,7.0,,,,4240005050000-1.26-3.96
4240005050000,3.96,4.14,7.0,,,,4240005050000-3.96-4.14
4240005060000,0.0,0.14,7.0,,,,4240005060000-0.0-0.14
4240005060000,0.14,0.28,7.0,,,,4240005060000-0.14-0.28
4240005060000,0.28,0.36,5.0,,,,4240005060000-0.28-0.36
4240005060000,0.36,0.44,5.0,,,,4240005060000-0.36-0.44
4240005070000,0.0,1.69,7.0,,,,4240005070000-0.0-1.69
4240005080000,0.0,2.25,7.0,,,,4240005080000-0.0-2.25
4240005080000,2.25,2.44,7.0,,,,4240005080000-2.25-2.44
4240005090000,0.0,0.2,7.0,,,,4240005090000-0.0-0.2
4240005090000,0.2,0.41,7.0,,,,4240005090000-0.2-0.41
4240005090000,0.41,1.09,7.0,,,,4240005090000-0.41-1.09
4240005120000,0.0,1.01,7.0,,,,4240005120000-0.0-1.01
4240005120000,1.01,1.25,7.0,,,,4240005120000-1.01-1.25
4240005120000,1.25,3.2,7.0,,,,4240005120000-1.25-3.2
4240005120000,3.2,3.43,7.0,,,,4240005120000-3.2-3.43
4240005120000,3.43,4.43,7.0,,,,4240005120000-3.43-4.43
4240005140000,0.0,2.47,7.0,,,,4240005140000-0.0-2.47
4240005140000,2.47,2.57,7.0,,,,4240005140000-2.47-2.57
4240005160000,0.0,1.17,7.0,,,,4240005160000-0.0-1.17
4240005170000,0.0,0.6,7.0,,,,4240005170000-0.0-0.6
4240005180000,0.0,2.18,7.0,,,,4240005180000-0.0-2.18
4240005190000,0.0,1.17,7.0,,,,4240005190000-0.0-1.17
4240005200000,0.0,0.21,7.0,,,,4240005200000-0.0-0.21
4240005210000,0.0,0.156,7.0,,,,4240005210000-0.0-0.156
4240005220000,0.0,0.19,7.0,,,,4240005220000-0.0-0.19
4240005230000,0.0,0.11,7.0,,,,4240005230000-0.0-0.11
4240005250000,0.0,0.15,7.0,,,,4240005250000-0.0-0.15
4240005260000,0.0,0.15,7.0,,,,4240005260000-0.0-0.15
4240005270000,0.0,0.13,7.0,,,,4240005270000-0.0-0.13
4240005280000,0.0,0.09,7.0,,,,4240005280000-0.0-0.09
4240005290000,0.0,1.54,7.0,,,,4240005290000-0.0-1.54
4240006000000,0.0,0.41,7.0,,,,4240006000000-0.0-0.41
4240006000000,0.41,0.65,7.0,,,,4240006000000-0.41-0.65
4240006000000,0.65,1.82,7.0,,,,4240006000000-0.65-1.82
4240006000000,1.82,2.17,7.0,,,,4240006000000-1.82-2.17
4240006000000,2.17,3.83,7.0,,,,4240006000000-2.17-3.83
4240006000000,3.83,5.61,7.0,,,,4240006000000-3.83-5.61
4240006000000,5.61,13.26,7.0,,,,4240006000000-5.61-13.26
4240006010000,0.0,0.35,7.0,,,,4240006010000-0.0-0.35
4240006010000,0.35,0.81,7.0,,,,4240006010000-0.35-0.81
4240007000000,0.0,1.56,6.0,,,,4240007000000-0.0-1.56
4240007000000,1.767,3.67,7.0,,,,4240007000000-1.767-3.67
4240007000000,3.67,13.47,7.0,,,,4240007000000-3.67-13.47
4240007020000,0.0,0.11,7.0,,,,4240007020000-0.0-0.11
4240009000000,0.0,0.02,5.0,,,,4240009000000-0.0-0.02
4240009000000,0.02,1.1,5.0,,,,4240009000000-0.02-1.1
4240009000000,1.1,1.128,5.0,,,,4240009000000-1.1-1.128
4240009000000,1.128,1.82,5.0,,,,4240009000000-1.128-1.82
4240009000000,1.82,2.47,5.0,,,,4240009000000-1.82-2.47
4240009000000,2.47,2.62,5.0,,,,4240009000000-2.47-2.62
4240009000000,2.62,5.33,6.0,,,,4240009000000-2.62-5.33
4240009000000,5.33,6.42,6.0,,,,4240009000000-5.33-6.42
4240009000000,6.42,8.62,6.0,,,,4240009000000-6.42-8.62
4240009000000,8.62,9.84,6.0,,,,4240009000000-8.62-9.84
4240009000000,9.84,10.99,6.0,,,,4240009000000-9.84-10.99
4240009010000,0.0,1.45,7.0,,,,4240009010000-0.0-1.45
4240009010000,1.45,5.05,7.0,,,,4240009010000-1.45-5.05
4240009030000,0.0,0.64,7.0,,,,4240009030000-0.0-0.64
4240009040000,0.0,1.79,7.0,,,,4240009040000-0.0-1.79
4240009050000,0.0,0.17,7.0,,,,4240009050000-0.0-0.17
4240009050000,0.17,0.41,7.0,,,,4240009050000-0.17-0.41
4240009060000,0.0,0.12,7.0,,,,4240009060000-0.0-0.12
4240009060000,0.12,0.247,7.0,,,,4240009060000-0.12-0.247
4240009070000,0.0,0.14,7.0,,,,4240009070000-0.0-0.14
4240009080000,0.0,0.02,7.0,,,,4240009080000-0.0-0.02
4240010000000,0.0,14.3,7.0,,,,4240010000000-0.0-14.3
4240010000000,14.3,17.18,7.0,,,,4240010000000-14.3-17.18
4240010000000,17.18,17.3,7.0,,,,4240010000000-17.18-17.3
4240010000000,17.4,23.08,7.0,,,,4240010000000-17.4-23.08
4240010010000,0.0,3.12,7.0,,,,4240010010000-0.0-3.12
4240010010000,3.12,3.41,7.0,,,,4240010010000-3.12-3.41
4240011000000,0.0,0.73,5.0,,,,4240011000000-0.0-0.73
4240011000000,0.73,2.102,7.0,,,,4240011000000-0.73-2.102
4240011000000,2.48,2.491,6.0,,,,4240011000000-2.48-2.491
4240011000000,2.491,4.86,6.0,,,,4240011000000-2.491-4.86
4240011000000,4.86,6.8,7.0,,,,4240011000000-4.86-6.8
4240011010000,0.0,1.0,7.0,,,,4240011010000-0.0-1.0
4240012000000,0.0,7.01,7.0,,,,4240012000000-0.0-7.01
4240012000000,7.01,9.5,7.0,,,,4240012000000-7.01-9.5
4240012010000,0.0,1.13,7.0,,,,4240012010000-0.0-1.13
4240012010000,1.13,1.23,7.0,,,,4240012010000-1.13-1.23
4240013000000,0.0,3.03,6.0,,,,4240013000000-0.0-3.03
4240013010000,0.0,1.7,7.0,,,,4240013010000-0.0-1.7
4240014000000,0.0,0.38,5.0,,,,4240014000000-0.0-0.38
4240014000000,0.41,1.025,7.0,,,,4240014000000-0.41-1.025
4240014000000,1.025,2.631,7.0,,,,4240014000000-1.025-2.631
4240014000000,2.631,2.84,7.0,,,,4240014000000-2.631-2.84
4240014010000,0.0,0.36,7.0,,,,4240014010000-0.0-0.36
4240014010000,0.36,0.51,7.0,,,,4240014010000-0.36-0.51
4240014010000,0.51,0.63,7.0,,,,4240014010000-0.51-0.63
4240014010000,0.63,0.94,7.0,,,,4240014010000-0.63-0.94
4240014020000,0.0,0.34,7.0,,,,4240014020000-0.0-0.34
4240014030000,0.0,0.2,7.0,,,,4240014030000-0.0-0.2
4240015010000,0.0,0.41,7.0,,,,4240015010000-0.0-0.41
4240015020000,0.0,0.73,7.0,,,,4240015020000-0.0-0.73
4240015030000,0.0,0.9,7.0,,,,4240015030000-0.0-0.9
4240015030000,0.9,1.6,7.0,,,,4240015030000-0.9-1.6
4240015050000,0.0,0.8,7.0,,,,4240015050000-0.0-0.8
4240015050000,0.8,0.81,7.0,,,,4240015050000-0.8-0.81
4240015050000,0.81,5.27,7.0,,,,4240015050000-0.81-5.27
4240015060000,0.0,0.34,7.0,,,,4240015060000-0.0-0.34
4240016000000,0.0,2.05,7.0,,,,4240016000000-0.0-2.05
4240017000000,0.0,5.37,7.0,,,,4240017000000-0.0-5.37
4240017010000,0.0,0.338,7.0,,,,4240017010000-0.0-0.338
4240017020000,0.0,2.55,7.0,,,,4240017020000-0.0-2.55
4240017030000,0.0,1.41,7.0,,,,4240017030000-0.0-1.41
4240017040000,0.0,1.56,7.0,,,,4240017040000-0.0-1.56
4240017040000,1.56,2.71,7.0,,,,4240017040000-1.56-2.71
4240018000000,0.0,0.77,7.0,,,,4240018000000-0.0-0.77
4240018000000,0.77,0.95,7.0,,,,4240018000000-0.77-0.95
4240018000000,0.95,2.64,7.0,,,,4240018000000-0.95-2.64
4240018010000,0.0,0.17,7.0,,,,4240018010000-0.0-0.17
4240018010000,0.17,1.58,7.0,,,,4240018010000-0.17-1.58
4240019000000,0.0,0.26,7.0,,,,4240019000000-0.0-0.26
4240019000000,0.26,1.92,7.0,,,,4240019000000-0.26-1.92
4240019000000,1.92,2.43,7.0,,,,4240019000000-1.92-2.43
4240020000000,0.0,3.81,7.0,,,,4240020000000-0.0-3.81
4240020000000,3.81,4.42,7.0,,,,4240020000000-3.81-4.42
4240020000000,4.42,9.99,7.0,,,,4240020000000-4.42-9.99
4240020010000,0.0,0.03,7.0,,,,4240020010000-0.0-0.03
4240020010000,0.03,0.63,7.0,,,,4240020010000-0.03-0.63
4240020030000,0.0,4.07,7.0,,,,4240020030000-0.0-4.07
4240020040000,0.0,0.42,7.0,,,,4240020040000-0.0-0.42
4240020040000,0.42,1.32,7.0,,,,4240020040000-0.42-1.32
4240020040000,1.32,1.42,7.0,,,,4240020040000-1.32-1.42
4240020050000,0.0,0.72,7.0,,,,4240020050000-0.0-0.72
4240021000000,0.0,1.5,5.0,,,,4240021000000-0.0-1.5
4240021000000,1.5,2.07,5.0,,,,4240021000000-1.5-2.07
4240021000000,2.07,6.15,5.0,,,,4240021000000-2.07-6.15
4240021000000,6.15,6.69,5.0,,,,4240021000000-6.15-6.69
4240021000000,6.69,13.39,5.0,,,,4240021000000-6.69-13.39
4240021000000,13.39,13.51,5.0,,,,4240021000000-13.39-13.51
4240021000000,13.51,13.974,5.0,,,,4240021000000-13.51-13.974
4240021000000,13.974,13.976,5.0,,,,4240021000000-13.974-13.976
4240021000000,13.976,14.45,4.0,,,,4240021000000-13.976-14.45
4240021010000,2.76,3.16,7.0,,,,4240021010000-2.76-3.16
4240021010000,3.16,3.76,7.0,,,,4240021010000-3.16-3.76
4240021020000,0.0,1.04,7.0,,,,4240021020000-0.0-1.04
4240021030000,0.0,0.82,7.0,,,,4240021030000-0.0-0.82
4240021040000,0.0,0.23,7.0,,,,4240021040000-0.0-0.23
4240021050000,0.0,0.35,7.0,,,,4240021050000-0.0-0.35
4240021050000,0.38,0.696,5.0,,,,4240021050000-0.38-0.696
4240021050000,0.696,1.22,5.0,,,,4240021050000-0.696-1.22
4240021060000,0.0,0.51,7.0,,,,4240021060000-0.0-0.51
4240022000000,0.0,0.95,7.0,,,,4240022000000-0.0-0.95
4240022000000,1.7,1.703,7.0,,,,4240022000000-1.7-1.703
4240022000000,1.703,1.71,7.0,,,,4240022000000-1.703-1.71
4240022000000,1.71,1.91,7.0,,,,4240022000000-1.71-1.91
4240022000000,1.91,6.38,7.0,,,,4240022000000-1.91-6.38
4240022000000,7.02,7.17,7.0,,,,4240022000000-7.02-7.17
4240022000000,7.17,8.0,7.0,,,,4240022000000-7.17-8.0
4240022000000,8.0,14.0,7.0,,,,4240022000000-8.0-14.0
4240022000000,14.0,17.57,7.0,,,,4240022000000-14.0-17.57
4240022000000,17.57,18.12,7.0,,,,4240022000000-17.57-18.12
4240022020000,0.0,0.19,7.0,,,,4240022020000-0.0-0.19
4240022020000,0.19,2.97,7.0,,,,4240022020000-0.19-2.97
4240022020000,2.97,4.3,7.0,,,,4240022020000-2.97-4.3
4240022030000,0.0,0.002,7.0,,,,4240022030000-0.0-0.002
4240022030000,0.002,0.358,7.0,,,,4240022030000-0.002-0.358
4240022030000,0.358,0.36,7.0,,,,4240022030000-0.358-0.36
4240022040000,0.0,0.34,7.0,,,,4240022040000-0.0-0.34
4240022060000,0.0,0.07,7.0,,,,4240022060000-0.0-0.07
4240023000000,0.0,0.103,5.0,,,,4240023000000-0.0-0.103
4240023000000,0.103,0.14,5.0,,,,4240023000000-0.103-0.14
4240023000000,0.14,0.59,6.0,,,,4240023000000-0.14-0.59
4240023000000,0.59,2.02,6.0,,,,4240023000000-0.59-2.02
4240023000000,2.02,2.05,5.0,,,,4240023000000-2.02-2.05
4240023000000,2.05,2.26,5.0,,,,4240023000000-2.05-2.26
4240023000000,2.26,3.11,5.0,,,,4240023000000-2.26-3.11
4240023010000,0.0,1.58,7.0,,,,4240023010000-0.0-1.58
4240024000000,0.0,1.69,6.0,,,,4240024000000-0.0-1.69
4240024000000,2.06,3.46,6.0,,,,4240024000000-2.06-3.46
4240024000000,3.46,4.18,6.0,,,,4240024000000-3.46-4.18
4240024000000,4.18,5.086,6.0,,,,4240024000000-4.18-5.086
4240024000000,5.086,5.1,6.0,,,,4240024000000-5.086-5.1
4240024010000,0.0,0.3,7.0,,,,4240024010000-0.0-0.3
4240025000000,0.0,0.28,7.0,,,,4240025000000-0.0-0.28
4240025000000,0.28,0.74,7.0,,,,4240025000000-0.28-0.74
4240025000000,0.74,0.94,7.0,,,,4240025000000-0.74-0.94
4240025000000,1.06,1.36,7.0,,,,4240025000000-1.06-1.36
4240025000000,1.36,1.73,6.0,,,,4240025000000-1.36-1.73
4240025000000,1.73,2.55,6.0,,,,4240025000000-1.73-2.55
4240025000000,2.55,3.15,6.0,,,,4240025000000-2.55-3.15
4240025000000,3.15,3.21,6.0,,,,4240025000000-3.15-3.21
4240025000000,3.21,3.81,7.0,,,,4240025000000-3.21-3.81
4240025000000,3.81,5.49,7.0,,,,4240025000000-3.81-5.49
4240025000000,5.49,7.22,7.0,,,,4240025000000-5.49-7.22
4240025000000,7.22,8.73,6.0,,,,4240025000000-7.22-8.73
4240025010000,0.0,1.29,7.0,,,,4240025010000-0.0-1.29
4240025030000,0.0,0.005,6.0,,,,4240025030000-0.0-0.005
4240025030000,0.005,0.75,6.0,,,,4240025030000-0.005-0.75
4240025030000,0.75,2.4,6.0,,,,4240025030000-0.75-2.4
4240025040000,0.0,0.84,5.0,,,,4240025040000-0.0-0.84
4240025050000,0.0,0.262,7.0,,,,4240025050000-0.0-0.262
4240026000000,0.0,2.06,7.0,,,,4240026000000-0.0-2.06
4240027000000,0.0,0.01,6.0,,,,4240027000000-0.0-0.01
4240027000000,0.01,9.37,6.0,,,,4240027000000-0.01-9.37
4240027000000,9.37,9.43,6.0,,,,4240027000000-9.37-9.43
4240027000000,9.43,9.93,7.0,,,,4240027000000-9.43-9.93
4240027000000,9.93,9.99,7.0,,,,4240027000000-9.93-9.99
4240027010000,0.0,0.08,7.0,,,,4240027010000-0.0-0.08
4240028000000,0.0,0.197,7.0,,,,4240028000000-0.0-0.197
4240028000000,0.197,1.3,7.0,,,,4240028000000-0.197-1.3
