,RouteId,BeginPoint,EndPoint,CountyIdVn,FacilityTypeVn,FsystemVn,NhsVn,UrbanIdVn
3130,20100790000SB,0.426,0.5,,6,1,1.0,15481
3131,20100790000SB,0.821,0.871,,6,1,1.0,15481
3132,20100790000SB,0.9,0.933,,6,1,1.0,15481
3133,20100790000SB,0.933,1.0,,6,1,1.0,15481
3134,20300610000SB,27.118,27.15,,6,3,1.0,15481
3135,20100640000WB,58.5691,58.586,,6,1,1.0,15481
3136,20100770000SB,100.9725,100.9876,,6,1,1.0,15481
3137,20301140000SB,0.44,0.4642,,6,3,2.0,15481
3138,20200600000WB,19.8783,19.9,,6,3,1.0,15481
3139,20301140000SB,0.3411,0.3635,,6,3,1.0,15481
3140,20710540019WB,2.4414,2.4642,,6,3,1.0,15481
3141,20100770000SB,99.76,99.7843,,6,1,1.0,15481
3142,20710540019WB,2.3548,2.3938,,6,3,1.0,15481
3143,20710540019WB,1.3801,1.4112,,6,3,1.0,15481
3144,20301140000SB,1.3607,1.3966,,6,3,2.0,15481
3145,20710540019WB,1.243,1.2702,,6,3,1.0,15481
3146,20201190003WB,0.267,0.2934,,6,3,4.0,15481
3147,20100770000SB,98.3,98.328,,6,1,1.0,15481
3148,20100770000SB,100.6702,100.7,,6,1,1.0,15481
3149,20100790000SB,1.03,1.05,,6,1,1.0,15481
3150,20100770000SB,98.17,98.1846,,6,1,1.0,15481
3151,20100770000SB,100.78,100.8,,6,1,1.0,15481
3152,20100770000SB,100.7,100.735,,6,1,1.0,15481
3153,20100770000SB,100.735,100.76,,6,1,1.0,15481
3154,20100640000WB,58.37,58.4,,6,1,1.0,15481
3155,20100640000WB,58.4854,58.5,,6,1,1.0,15481
3156,20100770000SB,101.3,101.3228,,6,1,1.0,15481
3157,20100770000SB,97.0,97.02,,6,1,1.0,15481
3158,20100770000SB,98.7732,98.8,,6,1,1.0,15481
3159,20100770000SB,100.88,100.9,,6,1,1.0,15481
3160,20100770000SB,100.9876,101.0,,6,1,1.0,15481
3161,20100640000WB,58.551,58.5691,,6,1,1.0,15481
3162,20100640000WB,57.8,57.8167,,6,1,1.0,15481
3163,20100770000SB,101.4,101.4204,,6,1,1.0,15481
3164,20100770000SB,101.9,101.9375,,6,1,1.0,15481
3165,20100770000SB,102.5,102.5319,,6,1,1.0,15481
3166,20100770000SB,103.4791,103.5,,6,1,1.0,15481
3167,20100770000SB,103.5,103.54,,6,1,1.0,15481
3168,20100770000SB,97.1824,97.2,,6,1,1.0,15481
3169,20100770000SB,99.7843,99.8,,6,1,1.0,15481
3170,20100790000SB,2.4749,2.5,,6,1,1.0,15481
3171,20100640000WB,58.0805,58.1,,6,1,1.0,15481
3172,20100640000WB,58.7,58.727,,6,1,1.0,15481
3173,20100770000SB,103.3,103.33,,6,1,1.0,15481
3174,20100770000SB,96.47,96.5,,6,1,1.0,15481
3175,20100790000SB,0.76,0.8,,6,1,1.0,15481
3176,20100790000SB,0.28,0.3,,6,1,1.0,15481
3177,20100790000SB,0.3,0.323,,6,1,1.0,15481
3178,20100790000SB,0.323,0.362,,6,1,1.0,15481
3179,20100790000SB,0.4,0.426,,6,1,1.0,15481
3180,20100790000SB,0.871,0.9,,6,1,1.0,15481
3181,20300610000SB,27.15,27.175,,6,3,1.0,15481
3182,20100770000SB,98.1,98.119,,6,1,1.0,15481
3183,20100770000SB,98.1346,98.153,,6,1,1.0,15481
3184,20100770000SB,98.153,98.17,,6,1,1.0,15481
3185,20100770000SB,103.6,103.639,,6,1,1.0,15481
3186,20100770000SB,103.665,103.7,,6,1,1.0,15481
3187,20100770000SB,99.1469,99.157,,6,1,1.0,15481
3188,20301140000SB,0.3635,0.3784,,6,3,1.0,15481
3189,20200600000WB,19.9,19.907,,6,3,1.0,15481
3190,20710540019WB,1.4715,1.4834,,6,3,1.0,15481
3191,20710540019WB,1.4956,1.5057,,6,3,1.0,15481
3192,20710540019WB,1.5057,1.5173,,6,3,1.0,15481
3193,20100770000SB,100.4239,100.4354,,6,1,1.0,15481
3194,20710540019WB,1.5744,1.5926,,6,3,1.0,15481
3195,20100790000SB,0.3767,0.3835,,6,1,1.0,15481
3196,20300610000SB,26.3056,26.32,,6,3,1.0,15481
3197,20100640000WB,58.19,58.2,,6,1,1.0,15481
3198,20301140000SB,0.3784,0.39,,6,3,1.0,15481
3199,20100770000SB,100.4,100.4148,,6,1,1.0,15481
3200,20100790000SB,0.81,0.821,,6,1,1.0,15481
3201,20100770000SB,98.1846,98.2,,6,1,1.0,15481
3202,20100770000SB,100.76,100.78,,6,1,1.0,15481
3203,20100770000SB,101.0,101.0055,,6,1,1.0,15481
3204,20100640000WB,57.7879,57.8,,6,1,1.0,15481
3205,20100770000SB,100.2,100.21,,6,1,1.0,15481
3206,20100770000SB,104.6,104.6135,,6,1,1.0,15481
3207,20100770000SB,99.4,99.4134,,6,1,1.0,15481
3208,20100770000SB,99.5,99.5102,,6,1,1.0,15481
3209,20100790000SB,0.3835,0.4,,6,1,1.0,15481
3210,20100640000WB,58.586,58.6,,6,1,1.0,15481
3211,20100640000WB,58.6,58.61,,6,1,1.0,15481
3212,20100770000SB,105.4843,105.5,,6,1,1.0,99999
3213,20100790000SB,0.257,0.2788,,6,1,1.0,15481
3214,20100790000SB,0.362,0.3767,,6,1,1.0,15481
3215,20300610000SB,27.175,27.1866,,6,3,1.0,15481
3216,20100770000SB,98.119,98.1346,,6,1,1.0,15481
3217,20100770000SB,103.639,103.6561,,6,1,1.0,15481
3218,20100770000SB,103.6561,103.665,,6,1,1.0,15481
3219,20100790000SB,2.0328,2.0372,,6,1,1.0,15481
3220,20301140000SB,0.42,0.44,,6,3,2.0,15481
3221,20200600000WB,19.965,19.97,,6,3,1.0,15481
3222,20200600000WB,19.9587,19.965,,6,3,1.0,15481
3223,20100640000WB,57.7817,57.7879,,6,1,1.0,15481
3224,20710540019WB,1.4834,1.4956,,6,3,1.0,15481
3225,20100770000SB,100.4148,100.4239,,6,1,1.0,15481
3226,20100640000WB,57.8897,57.9,,6,1,1.0,15481
3227,20201190003WB,0.2934,0.3,,6,3,4.0,15481
3228,20300610000SB,27.01,27.0162,,6,3,1.0,15481
3229,20100770000SB,101.2,101.207,,6,1,1.0,15481
3230,20100640000WB,58.48,58.4854,,6,1,1.0,15481
3231,20100770000SB,101.183,101.1861,,6,1,1.0,15481
3232,20100790000SB,1.99,2.0,,6,1,1.0,15481
3233,20100770000SB,100.1,100.11,,6,1,1.0,15481
3234,20100640000WB,58.6903,58.7,,6,1,1.0,15481
3235,20100790000SB,0.8,0.81,,6,1,1.0,15481
3236,20100770000SB,101.1861,101.195,,6,1,1.0,15481
3237,20100770000SB,101.195,101.2,,6,1,1.0,15481
3238,20100790000SB,1.1705,1.1728,,6,1,1.0,15481
3239,20710540019WB,1.5173,1.521,,6,3,1.0,15481
3240,20100770000SB,101.18,101.183,,6,1,1.0,15481
3241,20100770000SB,97.5968,97.6,,6,1,1.0,15481
3242,20100640000WB,57.7,57.7036,,6,1,1.0,15481
3243,20100770000SB,103.1936,103.2,,6,1,1.0,15481
3244,20100790000SB,0.2788,0.28,,6,1,1.0,15481
3245,20100770000SB,105.0,105.001,,6,1,1.0,15481
3246,20100640000WB,58.61,58.6106,,6,1,1.0,15481
3247,20100770000SB,106.8,106.9,,6,1,1.0,99999
3248,20100790000SB,4.0,4.1,,6,1,1.0,15481
3249,20100790000SB,4.3,4.4,,6,1,1.0,15481
3250,20100770000SB,106.7096,106.8,,6,1,1.0,99999
3251,20100790000SB,3.51,3.6,,6,1,1.0,15481
3252,20100770000SB,105.8,105.9,,6,1,1.0,99999
3253,20100770000SB,105.9,106.0,,6,1,1.0,99999
3254,20100770000SB,106.2,106.3,,6,1,1.0,99999
3255,20100770000SB,106.3,106.4,,6,1,1.0,99999
3256,20100770000SB,106.4066,106.5,,6,1,1.0,99999
3257,20100770000SB,106.5,106.6,,6,1,1.0,99999
3258,20100770000SB,106.6,106.7,,6,1,1.0,99999
3259,20100770000SB,106.9,107.0,,6,1,1.0,99999
3260,20100770000SB,107.0,107.1,,6,1,1.0,99999
3261,20100770000SB,107.1,107.2,,6,1,1.0,99999
3262,20100770000SB,107.2,107.3,,6,1,1.0,99999
3263,20100770000SB,107.3,107.4,,6,1,1.0,99999
3264,20100770000SB,107.4,107.5,,6,1,1.0,99999
3265,20100770000SB,107.5,107.6,,6,1,1.0,99999
3266,20100770000SB,107.6,107.7,,6,1,1.0,99999
3267,20100770000SB,107.7073,107.8,,6,1,1.0,99999
3268,20100770000SB,107.8,107.9,,6,1,1.0,99999
3269,20100770000SB,108.1,108.2,,6,1,1.0,99999
3270,20100770000SB,108.2,108.3,,6,1,1.0,99999
3271,20100770000SB,108.3,108.4,,6,1,1.0,99999
3272,20100770000SB,108.4,108.5,,6,1,1.0,99999
3273,20100770000SB,108.5,108.5878,,6,1,1.0,99999
3274,20100770000SB,108.6,108.7,,6,1,1.0,99999
3275,20100770000SB,108.7,108.8,,6,1,1.0,99999
3276,20100770000SB,108.8,108.9,,6,1,1.0,99999
3277,20100770000SB,109.0,109.1,,6,1,1.0,99999
3278,20100770000SB,109.1,109.1924,,6,1,1.0,99999
3279,20100770000SB,109.2,109.3,,6,1,1.0,99999
3280,20100770000SB,109.3,109.4,,6,1,1.0,99999
3281,20100770000SB,109.5,109.6,,6,1,1.0,99999
3282,20100770000SB,109.6,109.7,,6,1,1.0,99999
3283,20100770000SB,109.7,109.8,,6,1,1.0,99999
3284,20100770000SB,109.8,109.8926,,6,1,1.0,99999
3285,20100770000SB,109.9,110.0,,6,1,1.0,99999
3286,20100770000SB,110.1,110.2,,6,1,1.0,99999
3287,20100770000SB,110.2,110.3,,6,1,1.0,99999
3288,20100770000SB,110.8,110.9,,6,1,1.0,99999
3289,20100770000SB,110.901,111.0,,6,1,1.0,99999
3290,20100770000SB,111.2,111.3,,6,1,1.0,99999
3291,20100770000SB,111.3,111.4,,6,1,1.0,99999
3292,20100770000SB,111.4,111.5,,6,1,1.0,99999
3293,20100770000SB,111.5,111.6,,6,1,1.0,99999
3294,20100770000SB,111.6,111.7,,6,1,1.0,99999
3295,20100770000SB,111.7,111.8,,6,1,1.0,99999
3296,20100770000SB,111.8,111.8605,,6,1,1.0,99999
3297,20100770000SB,111.9,112.0,,6,1,1.0,99999
3298,20100770000SB,112.0,112.1,,6,1,1.0,99999
3299,20100770000SB,112.1,112.2,,6,1,1.0,99999
3300,20100770000SB,112.2,112.3,,6,1,1.0,99999
3301,20100790000SB,3.62,3.7,,6,1,1.0,15481
3302,20100790000SB,3.7,3.8,,6,1,1.0,15481
3303,20100790000SB,3.8,3.9,,6,1,1.0,15481
3304,20100790000SB,3.9,3.99,,6,1,1.0,15481
3305,20100790000SB,4.1,4.2,,6,1,1.0,15481
3306,20100790000SB,4.2,4.3,,6,1,1.0,15481
3307,20100770000SB,105.6329,105.7,,6,1,1.0,99999
3308,20100770000SB,105.7,105.8,,6,1,1.0,99999
3309,20100770000SB,107.9,108.0,,6,1,1.0,99999
3310,20100770000SB,108.0,108.1,,6,1,1.0,99999
3311,20100770000SB,110.3132,110.4,,6,1,1.0,99999
3312,20100770000SB,110.4,110.5,,6,1,1.0,99999
3313,20100770000SB,106.109,106.2,,6,1,1.0,99999
3314,20100770000SB,110.6,110.682,,6,1,1.0,99999
3315,20100770000SB,111.0,111.099,,6,1,1.0,99999
3316,20100770000SB,112.3,112.396,,6,1,1.0,99999
3317,20100790000SB,4.4,4.5,,6,1,1.0,15481
3318,20100770000SB,106.0675,106.1,,6,1,1.0,99999
3319,20100770000SB,108.9,109.0,,6,1,1.0,99999
3320,20100770000SB,109.4,109.5,,6,1,1.0,99999
3321,20100770000SB,110.5,110.5703,,6,1,1.0,99999
3322,20100770000SB,106.0,106.051,,6,1,1.0,99999
3323,20100770000SB,110.73,110.8,,6,1,1.0,99999
3324,20100770000SB,111.141,111.2,,6,1,1.0,99999
3325,20100790000SB,3.6,3.62,,6,1,1.0,15481
3326,20100770000SB,111.8605,111.9,,6,1,1.0,99999
3327,20100770000SB,112.4,112.4232,,6,1,1.0,99999
3328,20100770000SB,105.6,105.6329,,6,1,1.0,99999
3329,20100770000SB,110.5703,110.6,,6,1,1.0,99999
3330,20100770000SB,110.7,110.73,,6,1,1.0,99999
3331,20100770000SB,111.1084,111.141,,6,1,1.0,99999
3332,20100770000SB,110.0,110.033,,6,1,1.0,99999
3333,20100770000SB,110.065,110.1,,6,1,1.0,99999
3334,20100790000SB,3.5,3.51,,6,1,1.0,15481
3335,20100790000SB,3.99,4.0,,6,1,1.0,15481
3336,20100770000SB,106.7,106.7096,,6,1,1.0,99999
3337,20100770000SB,108.5878,108.6,,6,1,1.0,99999
3338,20100770000SB,110.3,110.3132,,6,1,1.0,99999
3339,20100770000SB,110.6883,110.7,,6,1,1.0,99999
3340,20100770000SB,111.1,111.1084,,6,1,1.0,99999
3341,20100770000SB,106.051,106.0675,,6,1,1.0,99999
3342,20100770000SB,106.1,106.109,,6,1,1.0,99999
3343,20100770000SB,110.033,110.0454,,6,1,1.0,99999
3344,20100770000SB,110.0454,110.065,,6,1,1.0,99999
3345,20100770000SB,106.4,106.4066,,6,1,1.0,99999
3346,20100770000SB,107.7,107.7073,,6,1,1.0,99999
3347,20100770000SB,109.1924,109.2,,6,1,1.0,99999
3348,20100770000SB,109.8926,109.9,,6,1,1.0,99999
3349,20100770000SB,110.682,110.6883,,6,1,1.0,99999
3350,20100770000SB,112.396,112.4,,6,1,1.0,99999
3351,20100770000SB,110.9,110.901,,6,1,1.0,99999
3352,20100770000SB,111.099,111.1,,6,1,1.0,99999
3353,18100770000SB,117.7,117.8,,6,1,1.0,99999
3354,18100770000SB,118.2,118.3,,6,1,1.0,99999
3355,20100770000SB,116.6,116.7,,6,1,1.0,99999
3356,20100770000SB,115.6077,115.6676,,6,1,1.0,99999
3357,18100770000SB,117.5,117.6,,6,1,1.0,99999
3358,18100770000SB,117.6,117.7,,6,1,1.0,99999
3359,18100770000SB,117.8,117.9,,6,1,1.0,99999
3360,18100770000SB,118.3,118.4,,6,1,1.0,99999
3361,18100770000SB,118.4,118.5,,6,1,1.0,99999
3362,18100770000SB,118.6,118.7,,6,1,1.0,99999
3363,18100770000SB,118.7,118.8,,6,1,1.0,99999
3364,20100770000SB,112.5,112.6,,6,1,1.0,99999
3365,20100770000SB,112.9,113.0,,6,1,1.0,99999
3366,20100770000SB,113.0,113.1,,6,1,1.0,99999
3367,20100770000SB,113.1,113.2,,6,1,1.0,99999
3368,20100770000SB,113.2,113.3,,6,1,1.0,99999
3369,20100770000SB,113.3,113.3764,,6,1,1.0,99999
3370,20100770000SB,113.5,113.6,,6,1,1.0,99999
3371,20100770000SB,113.6,113.7,,6,1,1.0,99999
3372,20100770000SB,113.7,113.8,,6,1,1.0,99999
3373,20100770000SB,113.8,113.9,,6,1,1.0,99999
3374,20100770000SB,113.9101,114.0,,6,1,1.0,99999
3375,20100770000SB,114.0,114.1,,6,1,1.0,99999
3376,20100770000SB,114.1,114.2,,6,1,1.0,99999
3377,20100770000SB,114.2,114.3,,6,1,1.0,99999
3378,20100770000SB,114.3,114.4,,6,1,1.0,99999
3379,20100770000SB,114.4,114.5,,6,1,1.0,99999
3380,20100770000SB,114.6,114.7,,6,1,1.0,99999
3381,20100770000SB,114.7,114.8,,6,1,1.0,99999
3382,20100770000SB,114.8,114.9,,6,1,1.0,99999
3383,20100770000SB,115.1,115.2,,6,1,1.0,99999
3384,20100770000SB,115.2,115.3,,6,1,1.0,99999
3385,20100770000SB,115.3,115.4,,6,1,1.0,99999
3386,20100770000SB,115.4,115.5,,6,1,1.0,99999
3387,20100770000SB,115.7,115.8,,6,1,1.0,99999
3388,20100770000SB,115.8,115.9,,6,1,1.0,99999
3389,20100770000SB,116.0,116.1,,6,1,1.0,99999
3390,20100770000SB,116.1,116.2,,6,1,1.0,99999
3391,20100770000SB,116.3,116.4,,6,1,1.0,99999
3392,20100770000SB,116.4,116.5,,6,1,1.0,99999
3393,20100770000SB,116.5,116.6,,6,1,1.0,99999
3394,20100770000SB,116.7,116.8,,6,1,1.0,99999
3395,20100770000SB,116.9,117.0,,6,1,1.0,99999
3396,20100770000SB,117.0,117.1,,6,1,1.0,99999
3397,20100770000SB,117.1,117.2,,6,1,1.0,99999
3398,18100770000SB,117.9,118.0,,6,1,1.0,99999
3399,18100770000SB,118.0,118.1,,6,1,1.0,99999
3400,20100770000SB,112.6,112.7,,6,1,1.0,99999
3401,20100770000SB,112.7,112.8,,6,1,1.0,99999
3402,20100770000SB,114.9,115.0,,6,1,1.0,99999
3403,20100770000SB,115.0,115.1,,6,1,1.0,99999
3404,20100770000SB,113.414,113.5,,6,1,1.0,99999
3405,18100770000SB,118.1067,118.2,,6,1,1.0,99999
3406,18100770000SB,118.5,118.5551,,6,1,1.0,99999
3407,18100770000SB,118.5551,118.6,,6,1,1.0,99999
3408,20100770000SB,112.8,112.8551,,6,1,1.0,99999
3409,20100770000SB,112.8551,112.9,,6,1,1.0,99999
3410,20100770000SB,115.5,115.6,,6,1,1.0,99999
3411,20100770000SB,116.2,116.2421,,6,1,1.0,99999
3412,20100770000SB,116.2421,116.3,,6,1,1.0,99999
3413,20100770000SB,116.8,116.9,,6,1,1.0,99999
3414,20100770000SB,117.4,117.5,,6,1,1.0,99999
3415,20100770000SB,114.5,114.527,,6,1,1.0,99999
3416,20100770000SB,114.527,114.575,,6,1,1.0,99999
3417,20100770000SB,112.4232,112.464,,6,1,1.0,99999
3418,20100770000SB,117.253,117.3,,6,1,1.0,99999
3419,20100770000SB,115.9,115.959,,6,1,1.0,99999
3420,20100770000SB,115.6676,115.7,,6,1,1.0,99999
3421,20100770000SB,117.3,117.35,,6,1,1.0,99999
3422,20100770000SB,117.35,117.4,,6,1,1.0,99999
3423,20100770000SB,114.575,114.6,,6,1,1.0,99999
3424,20100770000SB,112.464,112.5,,6,1,1.0,99999
3425,20100770000SB,117.203,117.2529,,6,1,1.0,99999
3426,20100770000SB,115.9618,115.985,,6,1,1.0,99999
3427,20100770000SB,113.3872,113.4,,6,1,1.0,99999
3428,20100770000SB,113.378,113.3872,,6,1,1.0,99999
3429,20100770000SB,113.4,113.414,,6,1,1.0,99999
3430,20100770000SB,115.985,116.0,,6,1,1.0,99999
3431,20100770000SB,113.9,113.9101,,6,1,1.0,99999
3432,20100770000SB,115.6,115.6077,,6,1,1.0,99999
3433,18100770000SB,118.1,118.1067,,6,1,1.0,99999
3434,20100770000SB,115.959,115.9618,,6,1,1.0,99999
3435,20100770000SB,113.3764,113.378,,6,1,1.0,99999
3436,20100770000SB,117.2,117.203,,6,1,1.0,99999
3437,20100770000SB,117.2529,117.253,,6,1,1.0,99999
3438,18100770000SB,123.0,123.1,,6,1,1.0,99999
3439,18100770000SB,122.9,123.0,,6,1,1.0,99999
3440,18100770000SB,123.1,123.2,,6,1,1.0,99999
3441,18100770000SB,123.6,123.7,,6,1,1.0,99999
3442,18100770000SB,123.2381,123.3,,6,1,1.0,99999
3443,18100770000SB,123.3,123.4,,6,1,1.0,99999
3444,18100770000SB,123.4,123.5,,6,1,1.0,99999
3445,18100770000SB,123.5,123.6,,6,1,1.0,99999
3446,18100770000SB,123.8,123.9,,6,1,1.0,99999
3447,18100770000SB,123.9,124.0,,6,1,1.0,99999
3448,18100770000SB,124.0,124.1,,6,1,1.0,99999
3449,18100770000SB,124.1,124.2,,6,1,1.0,99999
3450,18100770000SB,124.2,124.3,,6,1,1.0,99999
3451,18100770000SB,124.3072,124.4,,6,1,1.0,99999
3452,18100770000SB,124.5,124.6,,6,1,1.0,99999
3453,18100770000SB,124.6,124.7,,6,1,1.0,99999
3454,18100770000SB,123.7,123.7429,,6,1,1.0,99999
3455,18100770000SB,123.7429,123.8,,6,1,1.0,99999
3456,18100770000SB,124.4,124.4703,,6,1,1.0,99999
3457,18100770000SB,123.2,123.2381,,6,1,1.0,99999
3458,18100770000SB,124.4703,124.5,,6,1,1.0,99999
3459,18100770000SB,124.3,124.3072,,6,1,1.0,99999
3460,18100770000SB,119.5176,119.6,,6,1,1.0,99999
3461,18100770000SB,118.8,118.9,,6,1,1.0,99999
3462,18100770000SB,118.9,119.0,,6,1,1.0,99999
3463,18100770000SB,119.0,119.1,,6,1,1.0,99999
3464,18100770000SB,119.2,119.3,,6,1,1.0,99999
3465,18100770000SB,120.0,120.1,,6,1,1.0,99999
3466,18100770000SB,120.4,120.5,,6,1,1.0,99999
3467,18100770000SB,120.8,120.9,,6,1,1.0,99999
3468,18100770000SB,120.9,121.0,,6,1,1.0,99999
3469,18100770000SB,121.2,121.3,,6,1,1.0,99999
3470,18100770000SB,121.3,121.4,,6,1,1.0,99999
3471,18100770000SB,121.4,121.5,,6,1,1.0,99999
3472,18100770000SB,121.5,121.6,,6,1,1.0,99999
3473,18100770000SB,121.8,121.9,,6,1,1.0,99999
3474,18100770000SB,121.9,122.0,,6,1,1.0,99999
3475,18100770000SB,122.5,122.6,,6,1,1.0,99999
3476,18100770000SB,122.8,122.9,,6,1,1.0,99999
3477,18100770000SB,119.3,119.4,,6,1,1.0,99999
3478,18100770000SB,119.4,119.5,,6,1,1.0,99999
3479,18100770000SB,119.6,119.7,,6,1,1.0,99999
3480,18100770000SB,120.2,120.3,,6,1,1.0,99999
3481,18100770000SB,120.3,120.4,,6,1,1.0,99999
3482,18100770000SB,120.5,120.6,,6,1,1.0,99999
3483,18100770000SB,120.6,120.7,,6,1,1.0,99999
3484,18100770000SB,120.7,120.8,,6,1,1.0,99999
3485,18100770000SB,121.0,121.1,,6,1,1.0,99999
3486,18100770000SB,121.1,121.2,,6,1,1.0,99999
3487,18100770000SB,121.6238,121.7,,6,1,1.0,99999
3488,18100770000SB,121.7,121.8,,6,1,1.0,99999
3489,18100770000SB,122.0,122.1,,6,1,1.0,99999
3490,18100770000SB,122.1,122.2,,6,1,1.0,99999
3491,18100770000SB,122.2,122.3,,6,1,1.0,99999
3492,18100770000SB,122.3,122.4,,6,1,1.0,99999
3493,18100770000SB,122.4,122.5,,6,1,1.0,99999
3494,18100770000SB,124.9,125.0,,6,1,1.0,99999
3495,18100770000SB,125.0,125.1,,6,1,1.0,99999
3496,18100770000SB,122.6,122.7,,6,1,1.0,99999
3497,18100770000SB,122.7,122.8,,6,1,1.0,99999
3498,18100770000SB,119.7,119.79,,6,1,1.0,99999
3499,18100770000SB,119.9,120.0,,6,1,1.0,99999
3500,18100770000SB,120.1499,120.2,,6,1,1.0,99999
3501,18100770000SB,124.7,124.8,,6,1,1.0,99999
3502,18100770000SB,125.1,125.1724,,6,1,1.0,99999
3503,18100770000SB,119.842,119.9,,6,1,1.0,99999
3504,18100770000SB,119.1,119.137,,6,1,1.0,99999
3505,18100770000SB,119.165,119.2,,6,1,1.0,99999
3506,18100770000SB,124.8,124.834,,6,1,1.0,99999
3507,18100770000SB,120.1302,120.1499,,6,1,1.0,99999
3508,18100770000SB,119.5,119.5176,,6,1,1.0,99999
3509,18100770000SB,120.1,120.1302,,6,1,1.0,99999
3510,18100770000SB,119.8,119.8272,,6,1,1.0,99999
3511,18100770000SB,124.862,124.9,,6,1,1.0,99999
3512,18100770000SB,121.6,121.6238,,6,1,1.0,99999
3513,18100770000SB,119.79,119.8,,6,1,1.0,99999
3514,18100770000SB,119.8272,119.842,,6,1,1.0,99999
3515,18100770000SB,119.137,119.158,,6,1,1.0,99999
3516,18100770000SB,124.834,124.8436,,6,1,1.0,99999
3517,18100770000SB,124.8436,124.862,,6,1,1.0,99999
3518,18100770000SB,119.158,119.165,,6,1,1.0,99999
3519,27200350000SB,14.83,15.64,,6,3,1.0,99999
3520,27200350000SB,16.293,16.8721,,6,3,1.0,99999
3521,27200350000SB,18.097,18.46,,6,3,1.0,99998
3522,27200350000SB,17.18,17.516,,6,3,1.0,99998
3523,27200350000SB,17.592,17.8831,,6,3,1.0,99998
3524,27200350000SB,15.8876,16.2,,6,3,1.0,99999
3525,27200350000SB,16.8721,17.0889,,6,3,1.0,99999
3526,27300020000SB,19.91,20.044,,6,3,1.0,99999
3527,27300020000SB,20.56,20.867,,6,3,1.0,99998
3528,27300020000SB,20.1265,20.2322,,6,3,1.0,99998
3529,27300020000SB,20.3921,20.4756,,6,3,1.0,99998
3530,27200350000SB,17.9107,18.04,,6,3,1.0,99998
3531,27200350000SB,15.64,15.7558,,6,3,1.0,99999
3532,27300020000SB,20.4756,20.54,,6,3,1.0,99998
3533,27200350000SB,16.2,16.293,,6,3,1.0,99999
3534,27200350000SB,17.0889,17.178,,6,3,1.0,99999
3535,27300020000SB,20.044,20.1265,,6,3,1.0,99998
3536,27200350000SB,17.516,17.5693,,6,3,1.0,99998
3537,27200350000SB,14.726,14.83,,6,3,1.0,99999
3538,27200350000SB,15.7558,15.813,,6,3,1.0,99999
3539,27300020000SB,20.9329,21.0,,6,3,1.0,99998
3540,27300020000SB,20.3165,20.3921,,6,3,1.0,99998
3541,27300020000SB,20.2322,20.3099,,6,3,1.0,99998
3542,27200350000SB,18.04,18.097,,6,3,1.0,99998
3543,27300020000SB,20.867,20.892,,6,3,1.0,99998
3544,27200350000SB,14.648,14.726,,6,3,1.0,99999
3545,27200350000SB,15.833,15.8876,,6,3,1.0,99999
3546,27200350000SB,17.5693,17.5878,,6,3,1.0,99998
3547,27300020000SB,20.892,20.9329,,6,3,1.0,99998
3548,27200350000SB,15.813,15.833,,6,3,1.0,99999
3549,27300020000SB,20.3099,20.3165,,6,3,1.0,99998
3550,27200350000SB,17.8831,17.8974,,6,3,1.0,99998
3551,27200350000SB,17.8974,17.9107,,6,3,1.0,99998
3552,27300020000SB,20.54,20.56,,6,3,1.0,99998
3553,27200350000SB,17.5878,17.592,,6,3,1.0,99998
3554,27200350000SB,17.178,17.18,,6,3,1.0,99998
3555,27200350000SB,8.701,8.7472,,6,3,1.0,99999
3556,27200350000SB,8.7472,8.767,,6,3,1.0,99999
3557,27200350000SB,5.0,6.87,,6,3,1.0,99999
3558,27200350000SB,2.86,4.04,,6,3,1.0,99999
3559,27200350000SB,6.87,8.701,,6,3,1.0,99999
3560,27200350000SB,4.04,4.837,,6,3,1.0,99999
3561,27200350000SB,4.909,5.0,,6,3,1.0,99999
3562,27200350000SB,2.709,2.8034,,6,3,1.0,99999
3563,27200350000SB,4.837,4.8815,,6,3,1.0,99999
3564,27200350000SB,2.811,2.86,,6,3,1.0,99999
3565,27200350000SB,4.8815,4.909,,6,3,1.0,99999
3566,27200350000SB,2.8034,2.811,,6,3,1.0,99999
3567,27200350000SB,9.41,10.36,,6,3,1.0,99999
3568,27200350000SB,12.58,14.648,,6,3,1.0,99999
3569,27200350000SB,10.36,10.973,,6,3,1.0,99999
3570,27200350000SB,11.031,12.049,,6,3,1.0,99999
3571,27200350000SB,8.767,9.27,,6,3,1.0,99999
3572,27200350000SB,12.111,12.428,,6,3,1.0,99999
3573,27200350000SB,9.27,9.41,,6,3,1.0,99999
3574,27200350000SB,10.973,11.0219,,6,3,1.0,99999
3575,27200350000SB,12.476,12.58,,6,3,1.0,99999
3576,27200350000SB,12.428,12.476,,6,3,1.0,99999
3577,27200350000SB,12.049,12.0918,,6,3,1.0,99999
3578,27200350000SB,12.0918,12.111,,6,3,1.0,99999
3579,27200350000SB,11.0219,11.031,,6,3,1.0,99999
3580,18100770000SB,131.7,131.8,,6,1,1.0,99999
3581,18100770000SB,128.8,128.9,,6,1,1.0,99999
3582,18100770000SB,128.9,129.0,,6,1,1.0,99999
3583,18100770000SB,129.0,129.1,,6,1,1.0,99999
3584,18100770000SB,129.1,129.2,,6,1,1.0,99999
3585,18100770000SB,129.2,129.3,,6,1,1.0,99999
3586,18100770000SB,129.3,129.4,,6,1,1.0,99999
