RouteID,BMP,EMP,29_HPMS_SAMPLE_NO,29_HPMS_SAMPLE_NO_april11
2430016000000,13.75,14.05,240160001375,240160001375
2430016000000,16.06,19.56,240160001606,240160001606
2430016000000,19.56,20.79,240160001956,240160001956
2430016000000,20.79,22.05,240160002079,240160002079
2430016000000,22.05,23.76,240160002205,240160002205
2430016000000,23.76,24.86,240160002376,240160002376
2430016000000,29.19,29.41,240160002919,240160002919
2430016000000,32.7,35.38,240160003270,240160003270
2540060000000,2.11,2.61,250600002110,250600002110
2540060000000,4.38,4.86,250600000438,250600000438
4940013000000,0,0.86,490130000000,490130000000
3830092000000,0,5.83,380920000000,380920000000
4140011000000,0,1.26,410110000000,410110000000
52202500000NB,1.18,1.89,522500000118,522500000118
52202500000NB,5.54,6.88,522500000554,522500000554
52202500000NB,7.02,7.97,522500000702,522500000702
52202500000NB,8.1,8.64,522500000810,522500000810
52202500000NB,8.68,9.05,522500000868,522500000868
52202500000NB,9.05,9.2,522500000905,522500000905
52202500000NB,9.2,9.63,522500000920,522500000920
52202500000NB,9.63,11.07,522500000963,522500000963
10200600000EB,0.34,1.01,100600000034,100600000034
0240012000000,0,1.29,020120000000,020120000000
1540003060000,2.171,2.32,150030602171,150030602171
4170054001900,0,0.44,410005400009,410005400009
1140007000000,6.97,8.67,110070000697,110070000697
0240009050000,1.67,3.26,020090500167,020090500167
0530067000000,0.17,0.62,050670000017,050670000017
0530067000000,6.14,6.71,050670000614,050670000614
49201190000NB,5.38,5.6,491190000538,491190000538
0240011370000,0,0.23,020113700000,020113700000
07200330000EB,0.09,2.33,070330000009,070330000009
07200330000EB,3.68,5.03,070330000368,070330000368
07200330000EB,5.59,6.2,070330000559,070330000559
07200330000EB,6.2,6.6,070330000620,070330000620
07200330000EB,6.62,8.3,070330000662,070330000662
07200330000EB,10.13,14.3,070330001013,070330001013
07200330000EB,14.3,14.86,070330001430,070330001430
28200520004NB,0,0.22,28052N000000,28052N000000
5440021010000,0.01,0.53,544002100010,544002100010
5440021010000,1.2,1.71,540210100120,540210100120
5440012000000,0,0.33,540120000000,540120000000
5440012000000,0.4,1.15,540120000040,540120000040
2877019001900,0,0.13,280701900000,280701900000
5430014000000,11.28,11.76,540140001128,540140001128
5430014000000,12.38,12.45,540140001238,540140001238
5430014000000,12.45,12.71,54300141245,54300141245
5430014000000,12.71,12.88,540140001271,540140001271
5430014000000,12.88,13,540140001288,540140001288
5430014000000,13.22,13.39,540140001322,540140001322
5430014000000,15.19,15.32,540140001519,540140001519
5430014000000,15.32,15.45,540140001532,540140001532
5430014000000,16.1,16.76,540140001610,540140001610
5430014000000,20.12,20.56,540140002012,540140002012
5040003010000,0.09,0.65,500030100009,500030100009
5040003010000,0.65,0.68,500030100065,500030100065
33205220000NB,0,6.35,335220000000,335220000000
33205220000NB,6.35,7.81,335220000635,335220000635
33205220000NB,12.67,13.11,335220001267,335220001267
33205220000NB,14.68,15.97,335220001468,335220001468
11200330000EB,0,0.59,110330000000,110330000000
11200330000EB,1.12,1.39,110330000112,110330000112
11200330000EB,1.39,1.96,110330000139,110330000139
11200330000EB,2.2,6.44,110330000220,110330000220
11200330000EB,17.3,17.82,110330001730,110330001730
11200330000EB,18.2,19.62,110330001820,110330001820
11200330000EB,19.62,22.18,110330001962,110330001962
11200330000EB,22.28,25.09,110330002228,110330002228
11200330000EB,25.09,26.73,110330002509,110330002509
1340045010000,0,0.539,130450100000,130450100000
1540011030000,0.06,0.352,150110300060,150110300060
1740024270000,0,0.41,170242700000,170242700000
2540250310000,0,0.55,252503100000,252503100000
2840052200000,0.001,0.82,280052200001,280052200001
52300070007WB,0,0.23,52007W000000,52007W000000
52300070007WB,0.23,0.33,52007W000023,52007W000023
3330009000000,26.67,29.17,330090002667,330090002667
3330009000000,31.29,33.3,330090003129,330090003129
1740024020000,0,0.75,170240200000,170240200000
1740024020000,0.75,0.87,170240200075,170240200075
1740024020000,0.87,1.09,170240200087,170240200087
1740024020000,1.09,1.86,170240200109,170240200109
1740024020000,1.86,2.95,170240200186,170240200186
0130038000000,0.43,2.43,010380000043,010380000043
0130038000000,5.53,6.31,010380000553,010380000553
1940031000000,0,0.029,190310000000,190310000000
0673285001900,0,0.32,060328500000,060328500000
20201190000NB,11.64,12.9,201190001134,201190001134
20201190000NB,12.9,14.04,201190001290,201190001290
20201190000NB,14.22,16.28,201190014220,201190014220
20201190000NB,16.28,17.16,201190001628,201190001628
28200520000EB,0,0.58,280520000000,280520000000
28200520000EB,4.12,5.2,280520000412,280520000412
28200520000EB,6.96,7.76,280520006960,280520006960
28200520000EB,12.97,13.39,280052001297,280052001297
28200520000EB,13.44,13.67,280052001344,280052001344
28200520000EB,14.91,15.37,280520001491,280520001491
4272254001900,0,0.3,420225400000,420225400000
15200220000EB,0,0.39,150220000000,150220000000
2840016010000,0.59,0.74,280160100590,280160100590
2040046010000,0,0.43,200460100000,200460100000
2040025260000,0,0.31,200252600000,200252600000
2040025260000,0.4,0.71,200252600040,200252600040
1040005000000,0.06,0.62,100050000006,100050000006
4530107000000,0.29,0.76,451070000029,451070000029
32202190000NB,1.92,7.87,322190000192,322190000192
32202190000NB,14.38,16.18,322190001438,322190001438
32202190000NB,16.18,19.24,322190001618,322190001618
32202190000NB,19.24,19.66,322190001924,322190001924
32202190000NB,19.66,23,322190001966,322190001966
32202190000NB,24.92,26.24,322190002492,322190002492
32202190000NB,26.24,28.68,322190002624,322190002624
3140070000000,0,0.38,310700000000,310700000000
3140070000000,0.387,1.47,310700000387,310700000387
4170045001900,0,0.26,410004500000,410004500000
0640013000000,0.02,0.42,060130000002,060130000002
1040021200000,0,0.98,100212000000,100212000000
0673313001900,0,0.17,060331300000,060331300000
4140004030000,0,0.47,410040300000,410040300000
2640054000000,7.086,7.71,260540007086,260540007086
2071058001900,0.09,1.81,200105800009,200105800009
2071011001900,0.06,0.42,200101100006,200101100006
1740009000000,0.05,0.52,170090000005,170090000005
4170038001900,0,0.15,410003800000,410003800000
4170038001900,0.33,0.49,410003800033,410003800033
0230051000000,1.87,2.841,020510001870,020510001870
0230051000000,2.841,4.13,020510002841,020510002841
0230051000000,4.13,4.54,020510004130,020510004130
0230051000000,4.54,4.58,020510004540,020510004540
0230051000000,4.58,4.62,020510004580,020510004580
0230051000000,4.62,5.18,020510000462,020510000462
0230051000000,5.4,8.591,020510000540,020510000540
1940003000000,1.403,1.82,190030001403,190030001403
1940003000000,1.82,2.02,190030001820,190030001820
1940003000000,2.02,2.36,190030002020,190030002020
3140019240000,2.77,3.08,310192400277,310192400277
3140064030000,0,0.29,310640300000,310640300000
1740025120000,0.27,0.64,170251200027,170251200027
1940017040000,0.63,0.92,190170400630,190170400630
0140010000000,7.41,8.63,010100000741,010100000741
3140067000000,6.22,7.97,310670000622,310670000622
3140067000000,7.97,8.36,310670000797,310670000797
3140067000000,8.36,8.55,310670000836,310670000836
0140006000000,0.11,3.13,010060000011,010060000011
2030006000000,0,0.1,200060000000,200060000000
2030006000000,0.1,0.19,200060000010,200060000010
2940014000000,4.19,4.6,290140000419,290140000419
2040060630000,0.06,0.354,200606300006,200606300006
2940220010000,0.11,1.09,292200100110,292200100110
20100770023NB,0,1.02,20077C000000,20077C000000
38202190000NB,0,3.69,382190000000,382190000000
38202190000NB,3.69,4.37,382190000369,382190000369
38202190000NB,4.37,6.01,382190000437,382190000437
38202190000NB,6.01,7.15,382190000601,382190000601
38202190000NB,7.77,9.82,382190000777,382190000777
38202190000NB,14.15,14.67,382190001415,382190001415
38202190000NB,19.58,21.84,382190001958,382190001958
38202190000NB,25.34,26.37,382190002534,382190002534
38202190000NB,26.37,29.12,382190002637,382190002637
38202190000NB,34.47,34.78,382190003447,382190003447
38202190000NB,34.79,37.89,382190003479,382190003479
1577259001900,0.58,0.62,150725900058,150725900058
1577259001900,0.62,1.16,150725900062,150725900062
1040012000000,0.18,1.9,100120000180,100120000180
1040012000000,1.9,3.28,100120001900,100120001900
5040003000000,3.75,3.85,500030000375,500030000375
5040003000000,3.94,4.06,500030000394,500030000394
1540011000000,0,2.31,150110000000,150110000000
1540011000000,2.31,2.9,150110000231,150110000231
1540011000000,4.91,5.16,150110000491,150110000491
1540011000000,5.16,5.35,150110000516,150110000516
1540011000000,5.35,5.59,150110000535,150110000535
1540011000000,5.59,5.61,150110000559,150110000559
22201190000NB,3.37,5.4,221190000337,221190000337
22201190000NB,5.4,6.408,221190000540,221190000540
04200190000NB,26.57,27.64,040190002657,040190002657
0630002001300,0,0.17,06002T000000,06002T000000
0630002001300,0.17,0.39,06002T000017,06002T000017
3730016000000,7.41,8.23,370160000741,370160000741
21200330000EB,16,16.23,210330001600,210330001600
21200330000EB,17.59,17.967,210330001759,210330001759
21200330000EB,19.84,20.19,210330001984,210330001984
21200330000EB,20.19,21.03,210330002019,210330002019
21200330000EB,21.25,22.25,210330002125,210330002125
21200330000EB,22.25,22.84,210330002225,210330002225
2540072040000,0,0.13,250720400000,250720400000
3130705000000,0,0.51,317050000000,317050000000
3130705000000,0.68,1.23,317050000068,317050000068
3130705000000,1.23,1.64,317050000123,317050000123
3130705000000,1.64,1.81,317050000163,317050000163
40100640000EB,31.77,32.57,400640003177,400640003177
40100640000EB,32.57,33.45,400640003257,400640003257
40100640000EB,33.45,34.45,400640003345,400640003345
40100640000EB,34.45,36.27,400640003445,400640003445
40100640000EB,36.27,38.54,400640003627,400640003627
40100640000EB,38.54,38.68,400640003854,400640003854
40100640000EB,40.46,40.568,400640004046,400640004046
40100640000EB,40.568,41.546,400640040568,400640040568
40100640000EB,41.546,41.646,400064041546,400064041546
40100640000EB,41.66,41.86,400640004166,400640004166
40100640000EB,41.86,42.78,400640004186,400640004186
40100640000EB,42.79,43.77,400640004279,400640004279
40100640000EB,43.77,44.47,400640004377,400640004377
40100640000EB,44.47,44.78,400640004447,400640004447
40100640000EB,44.78,45.39,400640004478,400640004478
0274257001900,0,0.11,020425700000,020425700000
0274257001900,0.11,0.42,020425700011,020425700011
0240009270000,0,0.31,020092700000,020092700000
2940028010000,0,0.1,290280100000,290280100000
2940028010000,0.1,1.09,290280100010,290280100010
2940028010000,1.19,2.14,290280100119,290280100119
2940028010000,2.31,2.45,290280100231,290280100231
2940028010000,2.45,2.85,290280100245,290280100245
2340005000000,0.45,2.789,230050000045,230050000045
1771783001900,0,0.64,170178300000,170178300000
1340045000000,0.66,1.04,130450000066,130450000066
4140006090000,0.6,1.37,410060900060,410060900060
0240011240000,0,0.85,020112400000,020112400000
3174764001900,0.81,1.02,310476400081,310476400081
4140008000000,0,0.11,410080000000,410080000000
4140008000000,0.19,0.75,410080000190,410080000190
3540015000000,1.91,2.26,350150000191,350150000191
2640010000000,0,0.423,260100000000,260100000000
1940029000000,0,1.26,190290000000,190290000000
1940029000000,1.26,2.19,190290000126,190290000126
05300020005SB,0,0.34,05002S000000,05002S000000
2540250550000,0.045,0.29,252505500045,252505500045
2774501001900,0,0.15,270450100000,270450100000
2870516001900,0,0.41,280051600000,280051600000
3140061000000,0,0.94,310610000000,310610000000
0630101000000,0.16,0.36,061010000016,061010000016
4030817000000,2.06,8.81,408170000206,408170000206
4030817000000,8.81,10.62,408170000881,408170000881
0240010010000,0,0.69,020100100000,020100100000
3140072000000,3.772,3.78,310720003772,310720003772
4940012010000,0,0.02,490120100000,490120100000
0240011330000,0,0.26,020113300000,020113300000
20100770016NB,67.21,74.17,200770006721,200770006721
20100770016NB,74.36,75,200770007436,200770007436
20100770016NB,75,77.46,200770007500,200770007500
20100770016NB,77.51,77.83,200770007751,200770007751
20100770016NB,83.45,84.42,200770008345,200770008345
20100770016NB,84.42,84.94,200770008442,200770008442
20100770016NB,84.94,86.68,200770008494,200770008494
20100770016NB,86.68,88.52,200770008668,200770008668
20100770016NB,88.52,89.18,200770008852,200770008852
20100770016NB,89.18,89.5,200770008918,200770008918
20100770016NB,89.5,93.31,200770008950,200770008950
20100770016NB,93.31,93.93,200770009331,200770009331
20100770016NB,93.93,94.43,200770009393,200770009393
20100770016NB,94.43,94.69,200770009443,200770009443
20100770016NB,94.69,94.96,200770009469,200770009469
20100770016NB,94.96,95.34,200770009496,200770009496
29200500000EB,8,10.56,290500000800,290500000800
3578261001900,0,0.39,350826100000,350826100000
2071056001900,0,0.38,200105600000,200105600000
2630086000000,0.2,0.51,260860000020,260860000020
3140065000000,0,0.263,310650000000,310650000000
2740035110000,0,0.37,270351100000,270351100000
2940220020000,0,0.84,292200200000,292200200000
5275503001900,0,0.45,520550300000,520550300000
03201190000NB,0,2.93,031190000000,031190000000
03201190000NB,9.44,11.49,031190000944,031190000944
03201190000NB,11.49,12.83,031190001149,031190001149
03201190000NB,12.83,13.54,031190001283,031190001283
03201190000NB,16.97,17.83,031190001697,031190001697
35104700000EB,0,0.98,354700000000,354700000000
35104700000EB,0.98,2.25,354700000098,354700000098
35104700000EB,2.25,3.94,354700000225,354700000225
41100770016NB,28.97,30.804,410770002897,410770002897
41100770016NB,35.21,35.75,410077003521,410077003521
41100770016NB,35.75,37.82,410770003575,410770003575
41100770016NB,40.6,41.68,410770004060,410770004060
41100770016NB,41.68,42.31,410770004168,410770004168
41100770016NB,42.31,43.13,410770004231,410770004231
41100770016NB,43.13,44.54,410770004313,410770004313
41100770016NB,44.54,45.63,410770004454,410770004454
41100770016NB,46.89,48.05,410770004689,410770004689
41100770016NB,48.05,48.34,410770004805,410770004805
0577279001900,0,0.16,050727900000,050727900000
0830004000000,15.75,19.01,080040001575,080040001575
0830004000000,21.98,22.98,080040002198,080040002198
0130076000000,1.75,6.62,010760000175,010760000175
2071069001900,0,0.22,200106900000,200106900000
2030601000000,0,0.95,206010000000,206010000000
5440021020000,0,0.39,54400210200,54400210200
5440021020000,0.5,1.98,540210200050,540210200050
3830039000000,27.78,28.08,380390002778,380390002778
3830039000000,35.01,35.23,380390003501,380390003501
02100810000NB,0,1.39,020810000000,020810000000
02100810000NB,1.39,6.27,020810000139,020810000139
02100810000NB,6.27,11.63,020810000627,020810000627
02100810000NB,11.63,13.54,020810001163,020810001163
02100810000NB,13.54,14.26,020810001354,020810001354
02100810000NB,14.26,15.22,020810001426,020810001426
02100810000NB,15.22,15.62,020810001522,020810001522
02100810000NB,15.62,15.95,020810001562,020810001562
02100810000NB,15.95,16.23,020810001595,020810001595
02100810000NB,16.23,17.3,020810001623,020810001623
02100810000NB,17.3,18.13,020810001730,020810001730
02100810000NB,18.13,20.37,020810001813,020810001813
02100810000NB,20.37,23,020810002037,020810002037
02100810000NB,23,23.46,020810002300,020810002300
02100810000NB,23.46,24.53,020810002346,020810002346
02100810000NB,24.53,26,020810002453,020810002453
0240019000000,1.55,3.438,020190000155,020190000155
0240019000000,3.438,4.04,020190003438,020190003438
2840016100000,0,0.66,280161000000,280161000000
0230901000000,4.86,5.44,029010000486,029010000486
4940009010000,0,0.97,490090100000,490090100000
0240011130000,0.28,0.41,020111300028,020111300028
0240011130000,0.41,0.55,020111300041,020111300041
2540019310000,0.4,0.89,250193100040,250193100040
3140060020000,0,0.26,310600200000,310600200000
35200400000EB,0.007,0.12,350400000007,350400000007
35200400000EB,1.99,2.102,350400000199,350400000199
35200400000EB,2.102,2.71,350400002102,350400002102
35200400000EB,2.81,2.83,350040000281,350040000281
35200400000EB,2.83,3.24,350400000283,350400000283
35200400000EB,3.44,3.91,350400000344,350400000344
35200400000EB,4.32,5.42,350400000432,350400000432
35200400000EB,5.42,5.93,350400000542,350400000542
35200400000EB,7.1,7.44,350400000710,350400000710
35200400000EB,8.06,8.26,350400008060,350400008060
35200400000EB,8.5,8.88,350400000850,350400000850
35200400000EB,9.27,9.64,350400000927,350400000927
35200400000EB,10.02,10.26,350400001002,350400001002
3130007000000,0,3.42,310070000000,310070000000
3130007000000,4.42,4.54,310070000442,310070000442
3130007000000,13.21,13.45,310070001321,310070001321
3130007000000,22.54,24,310070002254,310070002254
3130007000000,25.15,25.85,310070002515,310070002515
3130007000000,25.85,26.01,310070002585,310070002585
3130007000000,26.01,27.03,310070002601,310070002601
3130007000000,27.03,27.265,310070002703,310070002703
3130007000000,33.83,34.1,310070003383,310070003383
3130007000000,34.71,35.76,310070003471,310070003471
3130007000000,35.76,36.13,310070003576,310070003576
3130007000000,36.13,36.55,310070003613,310070003613
3130007000000,36.55,38.29,310070003655,310070003655
3130007000000,38.29,38.65,310070003829,310070003829
3540015010000,2.48,2.77,350150100248,350150100248
0540003010000,0.48,0.61,050030100046,050030100046
0540003010000,0.61,1.65,050030100061,050030100061
0540003010000,1.65,1.94,050030100165,050030100165
2040022000000,0.86,1.19,200220000086,200220000086
2040022000000,1.19,2.47,200220000119,200220000119
3174772001900,0,0.1,310477200000,310477200000
3174772001900,0.1,0.27,310477200010,310477200010
3174772001900,0.27,0.42,310477200027,310477200027
2830598000000,0,2.13,285980000000,285980000000
2830598000000,2.4,2.59,285980000240,285980000240
2830598000000,2.59,2.98,285980000259,285980000259
3540003000000,0,1.17,350030000000,350030000000
3578271001900,0,1.04,350827100000,350827100000
3578271001900,1.04,1.59,350827100104,350827100104
0673287001900,0,0.28,060328700000,060328700000
0673287001900,0.51,0.86,060328700510,060328700510
0673287001900,1.03,1.14,060328700103,060328700103
4140016390000,0,0.64,410163900000,410163900000
0130092000000,8.64,10.73,010920000864,010920000864
4970764001900,0,0.39,490076400000,490076400000
0274273001900,0,0.11,020427300000,020427300000
5130015000000,6.3,8.48,510150000630,510150000630
06200520004NB,0,0.32,060052N00000,060052N00000
06200520004NB,0.321,0.46,060052N00321,060052N00321
0640001000000,2.1,2.224,060001000021,060001000021
0640001000000,2.477,2.619,060001002477,060001002477
0274265001900,0,0.57,020426500000,020426500000
2040013080000,0,0.77,200130800000,200130800000
1740006000000,0,0.808,170006000000,170006000000
5275511001900,0,0.12,520551100000,520551100000
5275511001900,0.57,0.84,520551100057,520551100057
1740050400000,0,0.67,170504000000,170504000000
2640017000000,0,0.12,260170000000,260170000000
1940016000000,0,0.417,190160000000,190160000000
1740031000000,0.5,1.45,170310000050,170310000050
31100680006EB,0,0.89,31068E000000,31068E000000
0330003000000,8.17,11.14,030030000817,030030000817
2830020000000,4.23,5.2,280200000423,280200000423
2830020000000,10.32,11.4,280200001032,280200001032
2830020000000,12.05,12.78,280200001205,280200001205
1540013000000,0,0.2,150130000000,150130000000
1540013000000,0.2,0.5,150130000020,150130000020
4170046001900,0,0.1,410004600000,410004600000
3578277001900,0,0.13,350827700000,350827700000
4240025000000,1.36,1.73,420250000136,420250000136
4240025000000,1.73,2.55,420250001730,420250001730
18100770000NB,117.5,119.26,180770011750,180770011750
18100770000NB,119.26,119.91,180770011926,180770011926
18100770000NB,119.91,120.71,180770011991,180770011991
18100770000NB,120.71,122.73,180770012071,180770012071
18100770000NB,122.73,124.92,180770012273,180770012273
18100770000NB,124.92,126.39,180770012492,180770012492
18100770000NB,126.39,128.33,180770012639,180770012639
18100770000NB,128.33,132.44,180770012833,180770012833
18100770000NB,132.44,137.74,180770013244,180770013244
18100770000NB,137.74,138.83,180770013774,180770013774
18100770000NB,138.83,145.99,180770013883,180770013883
18100770000NB,145.99,150.45,180770014599,180770014599
18100770000NB,150.45,153.79,180770015045,180770015045
18100770000NB,153.79,154.41,180770015379,180770015379
18100770000NB,154.41,156.01,180770015441,180770015441
18100770000NB,156.01,156.99,180770015601,180770015601
3730002000000,3.71,4.75,370020000371,370020000371
3730002000000,5.72,6.86,370020000572,370020000572
3730002000000,10.51,10.84,370020001051,370020001051
3730002000000,14.95,17.49,370020001495,370020001495
19203400000NB,6.9,8.56,193400000690,193400000690
19203400000NB,8.56,9.13,193400000856,193400000856
19203400000NB,9.13,9.55,193400000913,193400000913
19203400000NB,9.55,10.41,193400000955,193400000955
19203400000NB,10.41,11.86,193400001041,193400001041
19203400000NB,11.9,12.047,193400001190,193400001190
19203400000NB,12.047,12.88,193400001205,193400001205
19203400000NB,12.88,13.26,193400001288,193400001288
19203400000NB,13.26,13.82,193400001326,193400001326
19203400000NB,14.66,14.86,193400001466,193400001466
19203400000NB,14.86,15.31,193400001486,193400001486
5475791001900,0,0.37,540579100000,540579100000
0740011000000,6.9,7.85,070110000690,070110000690
1740050340000,0,0.69,170503400000,170503400000
4240033070000,0,0.43,420330700000,420330700000
47202190000NB,5.57,7.37,472190000557,472190000557
47202190000NB,13.1,17.49,472190001310,472190001310
47202190000NB,17.49,18,472190001749,472190001749
47202190000NB,22.16,25.83,472190002216,472190002216
47202190000NB,25.83,26.1,472190002583,472190002583
47202190000NB,26.1,27.76,472190002610,472190002610
2030061000000,20.18,20.38,200610002018,200610002018
2030061000000,20.73,21.2,200610002073,200610002073
2030061000000,23.75,25.8,200610002375,200610002375
25200190000NB,3.003,4.64,250190000300,250190000300
25200190000NB,7.16,7.97,250190000716,250190000716
25200190000NB,7.97,8.47,250190000797,250190000797
4140030000000,4.27,4.52,410300000427,410300000427
0330094000000,0,3.01,030940000000,030940000000
4140019210000,3.73,5.14,410192100373,410192100373
5430014000100,0,0.63,54014A000000,54014A000000
5430014000100,0.92,1.31,54014A000092,54014A000092
5430014000100,1.72,1.98,54014A000172,54014A000172
3130043000000,0,2.65,310430000000,310430000000
3130043000000,2.65,3.582,310430000265,310430000265
3130043000000,3.582,4.03,310043003582,310043003582
1540015000000,0,1.44,150150000000,150150000000
1540015000000,1.44,1.95,150150000144,150150000144
1740025060000,2.98,5.26,170250600298,170250600298
5440014140000,0,0.66,540141400000,540141400000
2071013001900,0,1.48,200101300000,200101300000
4030034000000,14.57,14.97,400340001457,400340001457
4030034000000,15.27,15.39,400340001527,400340001527
4030034000000,15.39,15.68,400340001539,400340001539
4030034000000,15.68,17.018,400340001568,400340001568
4030034000000,17.018,17.081,400340001702,400340001702
4030034000000,17.081,18.41,400034017081,400034017081
4030034000000,18.41,19.87,400340001841,400340001841
4170012001900,0,0.46,410001200000,410001200000
1740023090000,6.77,7.36,170230900675,170230900675
1740023090000,7.77,8.94,170230900777,170230900777
16202200000NB,10,10.53,162200001000,162200001000
16202200000NB,10.53,10.69,160220001053,160220001053
16202200000NB,10.7,11.7,162200001070,162200001070
16202200000NB,11.8,12.96,162200001180,162200001180
1040008000000,1.3,2,100080000130,100080000130
1040008000000,2.47,2.82,100080000247,100080000247
1040008000000,3.28,6.25,100080000380,100080000380
3140064000000,0,0.38,310640000000,310640000000
2540072000000,1.02,1.79,250720000102,250720000102
2540072000000,2.07,2.67,250720000207,250720000207
2230003000000,5.71,6.1,220030000571,220030000571
2330073000000,0.31,2.15,230730000031,230730000031
28200190000NB,2.88,3.87,280190000288,280190000288
28200190000NB,5.34,6.01,280190000534,280190000534
28200190000NB,6.01,7.44,280190000601,280190000601
28200190000NB,10.69,11.63,280190001076,280190001076
3140019190000,0.47,1.29,310191900047,310191900047
3140019190000,1.29,1.7,310191900129,310191900129
4840007020000,0,1.01,480070200000,480070200000
5275509001900,0.07,0.23,520550900070,520550900070
0630527000000,0.89,0.98,065270000088,065270000088
5475763001900,0,0.9,540576300000,540576300000
1040014020000,0.2,0.35,100140200020,100140200020
3578259001900,0,0.12,350825900000,350825900000
3578259001900,0.33,0.49,350825900033,350825900033
4130210000000,1.2,1.89,412100000120,412100000120
4130210000000,1.89,2.79,412100000189,412100000189
3230012000000,0.78,5.93,320120000078,320120000078
3230012000000,5.93,6.11,320120000593,320120000593
3230012000000,9.33,11.31,320120000933,320120000933
4140001000000,1.95,3.4,410010001950,410010001950
4140001000000,3.4,4.14,410010003400,410010003400
2040006010000,0.46,1.89,200060100046,200060100046
0274256001900,0,0.66,020425600000,020425600000
3174786001900,0.04,0.15,310478600004,310478600004
05200220000EB,3.17,3.35,050220000317,050220000317
05200220000EB,3.35,3.45,050220000335,050220000335
05200220000EB,3.45,4.73,050220000345,050220000345
05200220000EB,4.73,5.19,050220000473,050220000473
05200220000EB,5.19,5.89,050220000519,050220000519
2877013001900,0.42,0.52,280701300042,280701300042
0730005000000,12.09,12.62,070050001209,070050001209
54100770000NB,156.99,158.69,540770015699,540770015699
54100770000NB,158.69,160.38,540770015869,540770015869
54100770000NB,160.38,161.66,540770016038,540770016038
54100770000NB,161.66,162.73,540770016166,540770016166
54100770000NB,162.73,168.205,540770016273,540770016273
54100770000NB,168.205,168.37,540077168205,540077168205
54100770000NB,168.37,172.29,540770016837,540770016837
54100770000NB,172.29,173.21,540770017229,540770017229
54100770000NB,173.21,173.94,540770017321,540770017321
54100770000NB,173.94,176.46,540770017394,540770017394
54100770000NB,176.46,176.76,540770017646,540770017646
54100770000NB,176.76,177.928,540770017676,540770017676
54100770000NB,178,180.18,540770017800,540770017800
54100770000NB,180.18,181.674,540770018018,540770018018
54100770000NB,181.674,185.34,540770018167,540770018167
54100770000NB,185.34,185.64,540770018534,540770018534
54100770000NB,185.64,186.72,540770018564,540770018564
54100770000NB,186.72,187.21,540770018672,540770018672
2870502001900,0,1.01,280050200000,280050200000
2870502001900,1.01,1.36,280502M0101,280502M0101
2870502001900,1.36,1.6,280050200136,280050200136
2870502001900,1.6,1.78,280050200160,280050200160
2870502001900,1.78,1.91,280050200178,280050200178
4640044080000,0,0.33,460440800000,460440800000
4640044080000,0.33,0.45,460440800033,460440800033
4640044080000,0.45,0.69,460044080045,460044080045
4640044080000,0.69,0.72,460440800069,460440800069
3140100010000,0,0.501,311000100000,311000100000
0630527000100,0,0.19,06527A000000,06527A000000
0630527000100,0.19,0.39,06527A000019,06527A000019
3140082000000,0,1.88,310820000000,310820000000
3140067010000,0,0.65,310670100000,310670100000
14200500000EB,7.48,7.98,140500000748,140500000748
14200500000EB,8.26,8.44,140500000826,140500000826
14200500000EB,8.56,8.92,140500000856,140500000856
14200500000EB,13.37,14.67,140500001337,140500001337
14200500000EB,15.88,16.97,140500001588,140500001588
14200500000EB,29.25,30.33,140500002925,140500002925
0340006000000,2.99,5.53,030060000299,030060000299
2440009000000,7.87,9.2,240090000787,240090000787
2040022010000,0,0.004,200220100000,200220100000
0140030070000,0,0.92,010300700000,010300700000
0140030070000,0.92,2,010300700092,010300700092
31100680005SB,0.65,1.14,31068S000065,31068S000065
0240015000000,0.939,0.94,020150000939,020150000939
0240015000000,2.78,3.06,020150000278,020150000278
1430028000000,16.47,22.27,140280001647,140280001647
4140016100000,0.53,0.9,410161000530,410161000530
36200330000EB,5.49,5.92,360330000549,360330000549
36200330000EB,33.184,33.783,360330003321,360330003321
0630152000000,0.76,0.99,061520000076,061520000076
0640052030000,0,0.22,060520300000,060520300000
2940046040000,4.532,4.93,290460404532,290460404532
1740019290000,0,0.57,170192900000,170192900000
2230010000000,17.81,19.07,220100001781,220100001781
2930093000000,0,3.42,290930000000,290930000000
0630002000000,0.1,0.21,060020000010,060020000010
0630002000000,9.98,10.08,060020000998,060020000998
0630002000000,14.38,17.99,060020001438,060020001438
2974002001900,0,0.39,290400200000,290400200000
2640003000000,0,1.31,260030000000,260030000000
5440011000000,7.679,8.3,540110007679,540110007679
4330053000000,0,1.4,430530000000,430530000000
5040060040000,1.24,2.4,500600400124,500600400124
0673272001900,0.35,1.04,060327200035,060327200035
0673272001900,1.08,1.44,060327200108,060327200108
1640012000000,14.85,15.91,160120001485,160120001485
0630010000100,1.94,2.56,06010A000194,06010A000194
30201190000NB,11.73,12.8,301190001173,301190001173
30201190000NB,12.88,14.28,301190001288,301190001288
2870517001900,0.19,0.38,280051700190,280051700190
3540017000000,0.27,0.95,350170000027,350170000027
2572506001900,0.5,0.62,250250600050,250250600050
2572506001900,0.62,0.72,250250600062,250250600062
13200600000EB,16.48,17.43,130600001648,130600001648
13200600000EB,28.53,29.61,130600002853,130600002853
13200600000EB,35.19,37.65,130600003519,130600003519
2071308001900,0.77,1.62,200130800077,200130800077
2040026000000,4.62,4.96,200260000462,200260000462
1374103001900,0,0.31,130410300000,130410300000
