StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,LAST_OVERLAY_THICKNESS_VN,LAST_OVERLAY_THICKNESS_VT,LAST_OVERLAY_THICKNESS_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,0330094000000,0.0,3.01,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,3.01,9ba093cb-f840-4b28-a250-88014970859b,,
54,0330003000000,8.17,11.14,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,2.97,9ba093cb-f840-4b28-a250-88014970859b,,
54,03201190000NB,0.0,2.93,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,2.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,2.93,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,69.32,70.83,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,9.0,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.51,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,78.41,79.08,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,0.75,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.67,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,79.08,83.15,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,4.07,9ba093cb-f840-4b28-a250-88014970859b,,
54,04100790000NB,70.83,78.41,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,0.75,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,7.58,9ba093cb-f840-4b28-a250-88014970859b,,
54,04200190000NB,26.57,27.64,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,1.07,9ba093cb-f840-4b28-a250-88014970859b,,
54,06100640000EB,5.87,6.0,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.13,9ba093cb-f840-4b28-a250-88014970859b,,
54,06100640000EB,6.0,6.1,LAST_OVERLAY_THICKNESS,1/1/2022 12:00:00 AM,1.5,,,same as 2020,6/1/2023 2:41:09 PM,12/31/9999 12:00:00 AM,0.1,9ba093cb-f840-4b28-a250-88014970859b,,
