BeginDate|StateID|RouteID|BeginPoint|EndPoint|DataItem|Value_Numeric|Value_Date|Value_Text
12/31/2021|54|28204600000EB|13.48|14.72|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28204600000EB|4.29|5.38|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28204600000EB|2.9|3.09|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28204600000EB|1.33|2.9|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28204600000EB|0.029|1.06|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830104000000|1.65|2.65|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520004NB|0.0|0.22|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520000EB|6.96|7.76|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520000EB|14.91|15.37|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520000EB|4.12|5.2|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2840027000000|2.12|2.59|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840027000000|0.0|1.57|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840025000000|0.57|1.53|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840025000000|0.0|0.57|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840024000000|0.3|2.789|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840024000000|0.0|0.3|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840021010000|0.0|0.89|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2830020000000|12.05|12.78|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830020000000|10.32|11.4|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2830020000000|4.23|5.2|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2840019290000|2.54|3.32|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|28200190000NB|10.76|11.7|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200190000NB|6.01|7.44|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200190000NB|5.34|6.01|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200190000NB|2.88|3.87|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|2840016100000|0.0|0.66|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840016010000|0.59|0.74|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840016000000|2.5|2.614|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840016000000|1.7|2.5|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840014000000|0.0|0.63|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840011000000|0.08|0.58|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840007050000|1.836|2.1|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840007050000|1.11|1.83|THICKNESS_FLEXIBLE|6.0||
12/31/2021|54|2840052200000|0.001|0.82|THICKNESS_FLEXIBLE|9.0||
12/31/2021|54|28200520000EB|13.44|13.67|THICKNESS_FLEXIBLE|9.0||
