RouteID,BMP,EMP,49_ROUTE_STATUS
"5400441000000",0.000000,0.343000,5
"3500991000000",0.000000,0.062000,5
"2002891000000",0.000000,0.082000,5
"0140007002500",0.000000,0.002000,5
"1000399000000",0.000000,0.163000,5
"3400906000000",0.000000,0.094000,5
"1900729000000",0.000000,0.179000,5
"5200370000000",0.000000,0.136000,5
"2501152000000",0.000000,0.058000,5
"3600441000000",0.000000,0.247000,5
"3101139000000",0.000000,0.103000,5
"3900795000000",0.000000,0.098000,5
"5140020420000",0.000000,0.260000,5
"4100231000000",0.000000,2.122000,5
"4340050630000",0.000000,0.130000,5
"1440028180000",0.000000,0.230000,5
"4280908000000",0.000000,0.160000,5
"3401082000000",0.000000,0.169000,5
"1640055100000",0.000000,0.150000,5
"4000805000000",0.000000,0.033000,5
"3101131000000",0.000000,0.294000,5
"1400441000000",0.000000,0.106000,5
"4000612000000",0.000000,0.169000,5
"4900450000000",0.000000,0.210000,5
"4100288000000",0.000000,0.117000,5
"0100201000000",0.000000,0.319000,5
"0300541000000",0.000000,0.256000,5
"2006149000000",0.000000,0.044000,5
"2280922000000",0.000000,0.050000,5
"4102207000000",0.000000,0.068000,5
"2880901830000",0.000000,0.150000,5
"3940092010000",0.000000,1.580000,5
"3001143000000",0.000000,0.042000,5
"3901044000000",0.000000,0.086000,5
"54200500017EB001AE",0.000000,0.030000,5
"31100790031SB0158D",0.000000,0.314000,5
"4200956000000",0.000000,0.087000,5
"4840018080000",0.000000,1.360000,5
"3800276000000",0.000000,0.319000,5
"1600520000000",0.000000,0.119000,5
"5100187000000",0.000000,0.776000,5
"1700956000000",0.000000,2.215000,5
"2880902040000",0.000000,0.400000,5
"1601012000000",0.000000,0.280000,5
"0940025010000",0.000000,2.670000,5
"4400566000000",0.000000,0.092000,5
"2000180000000",0.000000,0.088000,5
"0740024010000",0.000000,2.060000,5
"2540250170000",0.000000,0.090000,5
"4700310000000",0.000000,3.996000,5
"2001033000000",0.000000,0.137000,5
"2730087000000",0.000000,7.480000,5
"1901384000000",0.000000,0.042000,5
"3400861000000",0.000000,0.227000,5
"4900219000000",0.000000,0.076000,5
"4900549000000",0.000000,0.205000,5
"2501761000000",0.000000,0.048000,5
"1600396000000",0.000000,0.024000,5
"3104893000000",0.000000,0.046000,5
"1740002020000",0.000000,0.760000,5
"5280905000000",0.000000,0.090000,5
"2600736000000",0.000000,0.077000,5
"1401285000000",0.000000,0.628000,5
"3001145000000",0.000000,0.040000,5
"4101950000000",0.000000,0.050000,5
"0200031000000",0.000000,0.320000,5
"2600317000000",0.000000,0.635000,5
"3800181000000",0.000000,0.263000,5
"1601294000000",0.000000,0.164000,5
"3400925000000",0.000000,0.140000,5
"1300824000000",0.000000,0.454000,5
"4900051000000",0.000000,0.225000,5
"5400417000000",0.000000,0.130000,5
"0800162000000",0.000000,0.161000,5
"4101905000000",0.000000,0.209000,5
"3104933000000",0.000000,0.242000,5
"1340219670000",0.000000,0.130000,5
"0500399000000",0.000000,0.077000,5
"2000612000000",0.000000,0.197000,5
"2200477000000",0.000000,0.047000,5
"3500187000000",0.000000,0.262000,5
"1901257000000",0.000000,0.050000,5
"0840011110000",0.000000,1.400000,5
"2003570000000",0.000000,0.082000,5
"4600098000000",0.000000,0.620000,5
"2000821000000",0.000000,0.204000,5
"4000527000000",0.000000,0.060000,5
"0500255000000",0.000000,0.128000,5
"1700126000000",0.000000,0.145000,5
"4440023030000",0.000000,2.540000,5
"2870521002500",0.000000,0.002000,5
"1040060530000",0.000000,0.090000,5
"2240054060000",0.000000,1.800000,5
"2800466000000",0.000000,0.335000,5
"0440034010000",0.000000,0.990000,5
"0202714000000",0.000000,0.179000,5
"1500454000000",0.000000,0.195000,5
"3940092090000",0.000000,1.070000,5
"3140067170000",0.000000,0.270000,5
"1301125002500",0.000000,0.003000,5
"3500914000000",0.000000,0.041000,5
"1000154000000",0.000000,0.138000,5
"5500832000000",0.000000,0.058000,5
"4040017010000",0.000000,0.800000,5
"2840017020000",0.000000,0.350000,5
"4680907000000",0.000000,0.290000,5
"5540971080000",0.000000,0.320000,5
"3301200000000",0.000000,0.343000,5
"0200417000000",0.000000,0.129000,5
"1500849000000",0.000000,0.187000,5
"0500618000000",0.000000,0.098000,5
"0100362000000",0.000000,0.067000,5
"3900112000000",0.000000,0.041000,5
"0840001120000",0.000000,0.800000,5
"5500396000000",0.000000,0.018000,5
"4700262000000",0.000000,0.080000,5
"1600194000000",0.000000,0.237000,5
"3940030000000",0.000000,0.670000,5
"2800529000000",0.000000,0.268000,5
"2005669000000",0.000000,0.474000,5
"3101739000000",0.000000,0.038000,5
"26202500017SB0036H",0.000000,0.012000,5
