tmc|BeginDate|StateID|Travel_Time_Code|F_System|UrbanID|Facility_Type|NHS|Segment_Length|Directionality|DIR_AADT|LOTTR_AMP|TT_AMP50PCT|TT_AMP80PCT|LOTTR_MIDD|TT_MIDD50PCT|TT_MIDD80PCT|LOTTR_PMP|TT_PMP50PCT|TT_PMP80PCT|LOTTR_WE|TT_WE50PCT|TT_WE80PCT|TTTR_AMP|TTT_AMP50PCT|TTT_AMP95PCT|TTTR_MIDD|TTT_MIDD50PCT|TTT_MIDD95PCT|TTTR_PMP|TTT_PMP50PCT|TTT_PMP95PCT|TTTR_OVN|TTT_OVN50PCT|TTT_OVN95PCT|TTTR_WE|TTT_WE50PCT|TTT_WE95PCT|PHED|OCC_FAC|METRIC_SOURCE|Comments
122N04608|12/31/2021|54|122N04608|1|99999|2|1|0.372|1|9450|1.03|0|0|1.03|0|0|1.03|0|0|1.03|0|0|1.12|0|0|1.09|0|0|1.09|0|0|1.15|0|0|1.16|0|0|0|1.7|1|0
122+18554|12/31/2021|54|122+18554|3|99999|2|1|0.507|1|1010|1.36|2|2|1.5|2|3|1.45|2|2|1.27|2|2|2.72|2|4|2.63|2|4|2.02|2|3|2.25|1|3|2.06|2|3|0|1.7|1|0
122+06575|12/31/2021|54|122+06575|3|99999|2|1|0.105|1|4850|1.47|0|0|1.93|0|0|1.74|0|0|1.64|0|0|3.8|0|1|5.27|0|1|4.38|0|1|1.82|0|0|3.71|0|1|0|1.7|1|0
122+06577|12/31/2021|54|122+06577|3|99999|2|1|4.341|1|2610|1.12|4|5|1.12|4|5|1.1|4|4|1.08|4|4|1.5|4|6|1.44|4|6|1.44|4|6|1.3|4|5|1.37|4|5|0|1.7|1|0
122+06579|12/31/2021|54|122+06579|3|99999|2|1|12.225|1|3680|1.07|11|12|1.06|11|12|1.07|11|12|1.06|11|12|1.23|11|14|1.21|12|14|1.21|11|13|1.21|11|13|1.22|11|13|0|1.7|1|0
122+06578|12/31/2021|54|122+06578|3|99999|2|1|0.507|1|3100|1.08|0|1|1.08|0|1|1.08|0|1|1.1|0|1|1.33|0|1|1.25|0|1|1.25|0|1|1.29|0|1|1.35|0|1|0|1.7|1|0
122-04732|12/31/2021|54|122-04732|1|40753|2|1|5.759|1|15616|1.02|5|5|1.02|5|5|1.02|5|5|1.03|5|5|1.09|5|6|1.06|5|5|1.08|5|6|1.08|5|6|1.06|5|5|0|1.7|1|0
122-04733|12/31/2021|54|122-04733|1|40753|2|1|7.246|1|16900|1.02|6|6|1.02|6|6|1.03|6|6|1.03|6|6|1.08|7|7|1.05|7|7|1.08|7|7|1.11|7|7|1.08|7|7|0|1.7|1|0
122-04730|12/31/2021|54|122-04730|1|99999|2|1|2.181|1|32152|1.09|2|2|1.08|2|2|1.08|2|2|1.05|2|2|1.52|2|3|1.3|2|3|1.17|2|2|1.17|2|2|1.13|2|2|0|1.7|1|0
122-04731|12/31/2021|54|122-04731|1|40753|2|1|4.296|1|18000|1.05|4|4|1.06|4|4|1.03|4|4|1.04|4|4|1.28|4|5|1.31|4|5|1.12|4|4|1.14|4|4|1.11|4|4|0|1.7|1|0
122-04736|12/31/2021|54|122-04736|1|40753|2|1|3.189|1|23766|1.03|3|3|1.02|3|3|1.03|3|3|1.03|3|3|1.09|3|3|1.06|3|3|1.1|3|3|1.13|3|3|1.09|3|3|0|1.7|1|0
122-04737|12/31/2021|54|122-04737|1|40753|2|1|2.568|1|22707|1.04|2|3|1.03|2|3|1.04|2|3|1.04|2|2|1.13|3|3|1.12|3|3|1.11|3|3|1.15|3|3|1.12|3|3|0|1.7|1|0
122+18541|12/31/2021|54|122+18541|3|99999|2|1|7.05|1|1820|1.16|9|11|1.18|10|11|1.16|9|10|1.14|9|10|1.53|9|14|1.7|10|16|1.51|9|14|1.57|9|14|1.45|9|13|0|1.7|1|0
122-04734|12/31/2021|54|122-04734|1|40753|2|1|1.244|1|22000|1.03|1|1|1.03|1|1|1.04|1|1|1.04|1|1|1.08|1|1|1.06|1|1|1.11|1|1|1.15|1|2|1.08|1|1|0|1.7|1|Filled missing data with 1 or 0
122+18542|12/31/2021|54|122+18542|3|99999|2|1|4.975|1|1780|1.12|7|8|1.13|7|8|1.1|7|8|1.11|7|8|1.42|7|10|1.44|7|11|1.31|7|9|1.35|7|10|1.31|7|9|0|1.7|1|0
122-04735|12/31/2021|54|122-04735|1|40753|2|1|3.34|1|21198|1.03|3|3|1.03|3|4|1.04|3|4|1.03|3|3|1.11|3|4|1.07|4|4|1.14|4|4|1.16|4|4|1.09|3|4|0|1.7|1|0
122+18543|12/31/2021|54|122+18543|3|99999|2|1|5.818|1|2316|1.06|7|7|1.07|7|7|1.06|7|7|1.06|7|7|1.19|7|8|1.28|7|9|1.18|7|8|1.21|7|8|1.17|7|8|0|1.7|1|Filled missing data with 1 or 0
122+18544|12/31/2021|54|122+18544|3|99999|2|1|4.517|1|622|1.16|5|6|1.15|5|6|1.15|5|6|1.1|5|5|1.49|5|8|1.51|5|8|1.42|5|7|1.35|5|7|1.41|5|7|0|1.7|1|0
122+18545|12/31/2021|54|122+18545|3|99999|2|1|3.022|1|2685|1.33|4|6|1.32|4|5|1.15|4|4|1.31|4|5|2.32|4|10|2.15|4|9|1.68|4|6|1.68|4|6|1.74|4|7|0|1.7|1|0
122-04738|12/31/2021|54|122-04738|1|40753|2|1|1.149|1|19250|1.05|1|1|1.04|1|1|1.05|1|1|1.05|1|1|1.14|1|1|1.13|1|1|1.12|1|1|1.16|1|1|1.12|1|1|0|1.7|1|0
122-04739|12/31/2021|54|122-04739|1|40753|2|1|5.057|1|14427|1.05|5|5|1.03|5|5|1.03|5|5|1.0|0|0|1.11|5|6|1.07|5|5|1.07|5|5|1.11|5|6|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122N08187|12/31/2021|54|122N08187|3|99999|2|1|0.027|1|2550|1.25|0|0|1.25|0|0|1.25|0|0|1.25|0|0|1.5|0|0|1.75|0|0|1.5|0|0|1.5|0|0|1.5|0|0|0|1.7|1|0
122-04740|12/31/2021|54|122-04740|1|40753|2|1|0.778|1|11800|1.07|1|1|1.05|1|1|1.05|1|1|1.06|1|1|1.14|1|1|1.1|1|1|1.12|1|1|1.18|1|1|1.13|1|1|0|1.7|1|0
122P06683|12/31/2021|54|122P06683|3|99999|2|1|0.032|1|500|1.36|0|0|1.27|0|0|1.27|0|0|1.14|0|0|1.45|0|0|1.64|0|0|1.52|0|0|1.6|0|0|1.6|0|0|0|1.7|1|0
122N08172|12/31/2021|54|122N08172|3|99999|2|1|0.011|1|4400|1.0|0|0|1.0|0|0|1.0|0|0|2.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122-04743|12/31/2021|54|122-04743|1|6139|1|1|1.0|1|27856|1.04|1|1|1.04|1|1|1.05|1|1|1.03|1|1|1.09|1|1|1.11|1|1|1.1|1|1|1.14|1|1|1.1|1|1|0|1.7|1|0
122+06591|12/31/2021|54|122+06591|3|99999|2|1|7.207|1|1647|1.11|9|10|1.12|9|10|1.11|9|10|1.09|9|10|1.4|9|12|1.52|9|14|1.33|9|12|1.36|9|12|1.25|9|11|0|1.7|1|0
122-04744|12/31/2021|54|122-04744|1|6139|2|1|1.434|1|23356|1.03|2|2|1.03|2|2|1.05|1|2|1.03|1|1|1.1|2|2|1.08|2|2|1.09|2|2|1.11|2|2|1.08|2|2|0|1.7|1|0
122+06590|12/31/2021|54|122+06590|3|99999|2|1|4.019|1|1589|1.13|5|6|1.16|6|7|1.14|6|6|1.11|6|6|1.63|5|9|1.85|6|10|1.61|6|9|1.39|6|8|1.61|6|9|0|1.7|1|0
122+06593|12/31/2021|54|122+06593|3|99998|2|1|1.278|1|8350|1.18|2|3|1.47|3|5|1.34|3|4|1.23|2|3|1.59|2|4|3.67|3|11|2.35|3|6|1.59|2|3|2.0|2|5|0|1.7|1|0
122P06682|12/31/2021|54|122P06682|3|15481|2|1|1.407|1|0|1.6|0|0|1.94|0|0|1.46|0|0|1.87|0|0|2.56|0|0|2.68|0|0|2.2|0|0|2.03|0|0|2.71|0|0|0|1.7|1|0
122-04742|12/31/2021|54|122-04742|1|6139|1|1|1.154|1|15300|1.05|1|1|1.04|1|1|1.05|1|1|1.05|1|1|1.13|1|1|1.11|1|1|1.14|1|1|1.2|1|2|1.15|1|1|0|1.7|1|0
122+06592|12/31/2021|54|122+06592|3|99999|2|1|4.144|1|1582|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122P06681|12/31/2021|54|122P06681|3|99999|1|1|0.062|1|3700|1.49|0|0|1.79|0|0|1.42|0|0|1.41|0|0|2.72|0|1|4.59|0|1|1.56|0|0|3.6|0|1|2.38|0|0|0|1.7|1|0
122-04747|12/31/2021|54|122-04747|1|99999|2|1|7.038|1|15632|1.03|7|7|1.03|7|7|1.03|7|7|1.04|7|7|1.08|7|8|1.07|7|7|1.07|7|7|1.15|7|8|1.09|7|8|0|1.7|1|0
122-04748|12/31/2021|54|122-04748|1|99999|2|1|1.548|1|14570|1.05|2|2|1.04|2|2|1.05|2|2|1.05|2|2|1.15|2|2|1.12|2|2|1.14|2|2|1.35|2|2|1.19|2|2|0|1.7|1|0
122-04745|12/31/2021|54|122-04745|1|6139|2|1|0.922|1|24390|1.05|1|1|1.04|1|1|1.05|1|1|1.05|1|1|1.15|1|1|1.12|1|1|1.12|1|1|1.16|1|1|1.13|1|1|0|1.7|1|0
122-04746|12/31/2021|54|122-04746|1|6139|2|1|0.761|1|24850|1.04|1|1|1.04|1|1|1.03|1|1|1.04|1|1|1.1|1|1|1.09|1|1|1.1|1|1|1.15|1|1|1.09|1|1|0|1.7|1|0
122-04749|12/31/2021|54|122-04749|1|99999|2|1|2.716|1|14400|1.04|3|3|1.03|3|3|1.04|3|3|1.04|3|3|1.11|3|3|1.11|3|3|1.12|3|3|1.28|3|4|1.16|3|4|0|1.7|1|0
122+06595|12/31/2021|54|122+06595|3|99999|2|1|6.562|1|696|1.14|10|11|1.13|10|11|1.14|10|11|1.14|10|11|1.55|10|15|1.48|10|15|1.36|10|13|1.41|10|14|1.38|10|13|0|1.7|1|0
122+06594|12/31/2021|54|122+06594|3|99998|2|1|1.404|1|9624|1.27|3|4|1.37|4|5|2.2|5|11|1.28|3|4|2.29|3|7|2.44|4|9|3.07|5|14|2.07|3|6|2.23|3|7|0|1.7|1|0
122+06597|12/31/2021|54|122+06597|3|99999|2|1|7.005|1|818|1.19|11|14|1.23|12|14|1.19|11|14|1.18|11|13|1.83|11|21|2.21|12|26|2.0|11|23|1.91|11|21|2.12|11|24|0|1.7|1|0
122+06596|12/31/2021|54|122+06596|3|99999|2|1|8.275|1|1012|1.16|13|16|1.2|14|17|1.23|13|16|1.23|13|16|1.5|14|21|1.57|14|22|1.54|13|21|1.47|13|19|1.58|13|21|0|1.7|1|0
122+06598|12/31/2021|54|122+06598|3|99999|2|1|6.561|1|478|1.11|8|8|1.11|8|8|1.14|7|8|1.12|8|8|1.42|8|11|1.53|8|12|1.51|7|11|1.52|8|11|1.48|8|11|0|1.7|1|0
122P06687|12/31/2021|54|122P06687|3|6139|2|1|0.098|1|8100|1.21|0|0|1.2|0|0|1.2|0|0|1.13|0|0|1.5|0|0|1.67|0|0|1.67|0|0|1.43|0|0|1.4|0|0|0|1.7|1|0
122-04750|12/31/2021|54|122-04750|1|99999|2|1|6.17|1|14100|1.04|6|6|1.03|6|6|1.04|6|6|1.04|6|6|1.09|6|7|1.07|6|7|1.08|6|7|1.14|7|7|1.08|6|7|0|1.7|1|Filled missing data with 1 or 0
122P06695|12/31/2021|54|122P06695|3|59275|2|1|0.044|1|0|1.0|0|0|5.5|0|0|1.39|0|0|1.0|0|0|1.0|0|0|7.75|0|0|1.58|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122-04751|12/31/2021|54|122-04751|1|15481|2|1|0.626|1|27058|1.02|1|1|1.02|1|1|1.03|1|1|1.03|1|1|1.08|1|1|1.08|1|1|1.09|1|1|1.12|1|1|1.08|1|1|0|1.7|1|0
122-04754|12/31/2021|54|122-04754|1|99999|2|1|7.671|1|9730|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122+06580|12/31/2021|54|122+06580|3|99998|2|1|3.361|1|6294|1.06|3|3|1.05|3|3|1.06|3|3|1.06|3|3|1.25|3|4|1.2|3|4|1.25|3|4|1.23|3|4|1.21|3|4|0|1.7|1|0
122P06691|12/31/2021|54|122P06691|3|15481|2|1|0.031|1|0|2.05|0|0|2.0|0|0|1.86|0|0|2.0|0|0|4.09|0|1|3.5|0|1|3.85|0|1|3.53|0|1|4.09|0|1|0|1.7|1|0
122-04755|12/31/2021|54|122-04755|1|99999|2|1|8.041|1|7488|1.04|7|7|1.04|7|7|1.04|7|7|1.05|7|7|1.1|7|8|1.07|7|8|1.09|7|8|1.16|7|8|1.12|7|8|0|1.7|1|0
122-04752|12/31/2021|54|122-04752|1|99999|2|1|7.005|1|9711|1.03|6|6|1.02|6|6|1.03|6|6|1.03|6|6|1.09|6|7|1.06|6|7|1.08|6|7|1.13|6|7|1.1|6|7|0|1.7|1|0
122+06582|12/31/2021|54|122+06582|3|99999|2|1|5.14|1|5434|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122-04753|12/31/2021|54|122-04753|1|99999|2|1|5.194|1|8112|1.04|4|5|1.03|4|5|1.04|4|5|1.04|4|5|1.12|5|5|1.09|5|5|1.1|5|5|1.19|5|6|1.15|5|6|0|1.7|1|0
122+06581|12/31/2021|54|122+06581|3|99999|2|1|8.098|1|6218|1.08|8|8|1.08|8|9|1.08|8|8|1.08|8|8|1.38|8|11|1.41|8|11|1.39|8|11|1.31|8|10|1.32|8|10|0|1.7|1|0
122P06692|12/31/2021|54|122P06692|3|99998|2|1|0.251|1|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.12|0|0|1.0|0|0|0|1.7|1|0
122-04758|12/31/2021|54|122-04758|1|67672|2|1|2.705|1|11886|1.04|2|2|1.03|2|2|1.03|2|2|1.04|2|2|1.11|2|3|1.08|2|3|1.09|2|3|1.16|2|3|1.12|2|3|0|1.7|1|0
122-06937|12/31/2021|54|122-06937|3|93592|2|1|0.625|1|4400|1.24|1|2|1.23|2|2|1.22|1|2|1.25|1|2|1.86|1|3|1.77|2|3|1.77|1|2|1.62|1|2|1.71|1|2|0|1.7|1|0
122N08166|12/31/2021|54|122N08166|3|99999|2|1|0.034|1|3000|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122-04759|12/31/2021|54|122-04759|1|67672|2|1|0.436|1|12250|1.05|0|0|1.03|0|0|1.03|0|0|1.03|0|0|1.15|0|0|1.13|0|0|1.1|0|0|1.16|0|0|1.13|0|0|0|1.7|1|0
122-06936|12/31/2021|54|122-06936|3|94726|2|1|6.081|1|5600|1.11|11|12|1.1|12|13|1.11|11|12|1.13|10|12|1.53|11|17|1.53|12|18|1.66|11|18|1.55|10|15|1.49|10|15|0|1.7|1|0
122-04756|12/31/2021|54|122-04756|1|99999|2|1|8.294|1|7084|1.06|7|8|1.04|7|7|1.06|7|8|1.06|7|7|1.11|8|8|1.09|8|8|1.1|8|8|1.14|8|9|1.11|8|8|0|1.7|1|Filled missing data with 1 or 0
122+18564|12/31/2021|54|122+18564|3|99999|2|1|0.121|1|0|1.15|12|13|1.25|12|16|1.2|12|14|1.19|12|14|1.58|12|18|2.15|12|27|1.81|12|22|1.59|12|19|1.99|12|23|0|1.7|1|0
122-04757|12/31/2021|54|122-04757|1|99999|2|1|6.514|1|9074|1.06|6|6|1.05|6|6|1.04|5|6|1.04|5|6|1.3|6|8|1.28|6|8|1.16|6|7|1.23|6|7|1.17|6|7|0|1.7|1|0
122-06939|12/31/2021|54|122-06939|3|93592|2|1|3.518|1|7571|1.14|5|6|1.14|6|7|1.19|6|7|1.21|5|7|1.49|5|8|1.62|6|10|1.72|6|10|1.65|5|8|1.74|5|10|0|1.7|1|0
122+18568|12/31/2021|54|122+18568|3|99999|2|1|0.26|1|2550|1.08|0|0|1.12|0|0|1.09|0|0|1.15|0|0|1.25|0|0|1.29|0|0|1.23|0|0|1.28|0|0|1.29|0|0|0|1.7|1|0
122-06938|12/31/2021|54|122-06938|3|93592|2|1|4.225|1|6298|1.12|8|9|1.12|8|9|1.14|8|9|1.16|7|9|1.43|8|11|1.49|8|12|1.52|8|12|1.45|7|11|1.48|8|11|0|1.7|1|0
122+06584|12/31/2021|54|122+06584|3|15481|2|1|1.407|1|16872|1.1|2|2|1.1|2|2|1.14|2|2|1.18|2|2|1.64|2|3|1.84|2|4|2.02|2|4|1.75|2|3|2.27|2|4|0|1.7|1|0
122+06583|12/31/2021|54|122+06583|3|99999|2|1|9.816|1|7770|1.05|10|10|1.04|10|10|1.06|10|10|1.05|9|10|1.34|10|13|1.27|10|13|1.32|10|13|1.34|10|13|1.29|10|12|0|1.7|1|0
122+06586|12/31/2021|54|122+06586|3|15481|2|1|0.526|1|21990|1.16|1|1|1.18|1|1|1.23|1|1|1.17|1|1|1.64|1|1|1.8|1|2|1.91|1|2|1.5|1|1|1.64|1|1|0|1.7|1|0
122+06585|12/31/2021|54|122+06585|3|15481|2|1|1.322|1|18300|1.15|2|2|1.1|2|2|1.11|2|2|1.15|2|2|1.66|2|3|1.57|2|3|1.66|2|4|1.66|2|3|1.67|2|3|0|1.7|1|0
122+06588|12/31/2021|54|122+06588|3|99999|2|1|7.568|1|776|1.12|10|11|1.09|10|10|1.08|9|10|1.08|9|10|1.73|10|17|1.35|10|13|1.23|9|12|3.0|10|30|1.21|9|11|0|1.7|1|0
122+06587|12/31/2021|54|122+06587|3|99999|2|1|0.121|1|2350|1.17|0|0|1.24|0|0|1.36|0|0|1.25|0|0|1.52|0|0|2.17|0|1|2.64|0|1|1.46|0|0|1.88|0|0|0|1.7|1|0
122+06589|12/31/2021|54|122+06589|3|99999|2|1|8.465|1|878|1.14|12|13|1.15|12|13|1.16|11|13|1.13|11|13|1.72|12|20|1.92|12|22|2.05|11|23|1.53|11|18|1.78|11|20|0|1.7|1|0
122+18596|12/31/2021|54|122+18596|3|15481|2|1|0.122|1|9400|1.48|0|0|1.48|0|0|1.6|0|1|1.46|0|0|2.35|0|1|2.45|0|1|2.71|0|1|2.39|0|1|2.61|0|1|0|1.7|1|0
122P07124|12/31/2021|54|122P07124|3|99999|2|1|0.064|1|1600|1.12|0|0|1.12|0|0|1.12|0|0|1.12|0|0|1.38|0|0|1.31|0|0|1.25|0|0|1.25|0|0|1.25|0|0|0|1.7|1|0
122+05272|12/31/2021|54|122+05272|3|99998|2|1|0.444|1|10050|1.21|1|1|1.21|1|1|1.22|1|1|1.18|1|1|1.57|1|1|1.57|1|1|1.51|1|1|1.46|1|1|1.46|1|1|0|1.7|1|0
122P18254|12/31/2021|54|122P18254|3|40753|2|1|0.2|1|3700|1.13|0|0|1.25|0|0|1.16|0|0|1.14|0|0|1.45|0|1|1.78|0|1|1.76|0|1|1.49|0|1|1.58|0|1|0|1.7|1|0
122P18258|12/31/2021|54|122P18258|3|40753|1|1|0.231|1|12100|1.35|1|1|1.29|1|1|1.28|0|1|1.22|0|1|2.27|1|1|1.94|1|1|1.94|0|1|2.27|1|1|1.89|0|1|0|1.7|1|0
122N08149|12/31/2021|54|122N08149|3|99999|2|1|0.426|1|1658|1.39|1|1|1.51|1|1|1.23|1|1|1.27|1|1|2.58|1|2|4.51|1|3|2.19|1|2|1.69|1|1|2.29|1|2|0|1.7|1|0
122+07483|12/31/2021|54|122+07483|3|99999|2|1|11.716|1|7336|1.05|12|12|1.05|12|12|1.05|12|12|1.05|12|12|1.14|12|14|1.12|12|13|1.1|12|13|1.16|12|14|1.1|12|13|0|1.7|1|0
122+07482|12/31/2021|54|122+07482|3|99999|2|1|9.828|1|5829|1.05|11|12|1.05|11|12|1.06|11|12|1.05|11|11|1.16|11|13|1.16|11|13|1.14|11|13|1.19|11|13|1.14|11|12|0|1.7|1|0
122N08130|12/31/2021|54|122N08130|3|59275|2|1|0.135|1|19650|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122N08132|12/31/2021|54|122N08132|3|59275|2|1|0.044|1|5013|1.0|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.33|0|0|1.4|0|0|1.6|0|0|1.33|0|0|1.6|0|0|0|1.7|1|0
122N08122|12/31/2021|54|122N08122|3|67672|2|1|0.43|1|0|1.17|0|0|1.25|0|0|1.17|0|0|1.17|0|0|2.0|0|0|2.25|0|0|2.0|0|0|1.33|0|0|2.0|0|0|0|1.7|1|0
122N08124|12/31/2021|54|122N08124|3|59275|1|-1|0.079|1|21540|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122N08121|12/31/2021|54|122N08121|3|59275|2|1|0.183|1|8050|1.33|0|1|1.33|1|1|1.33|0|1|1.35|0|1|1.98|0|1|1.77|1|1|2.08|0|1|2.65|0|1|2.08|0|1|0|1.7|1|0
122+07476|12/31/2021|54|122+07476|2|59275|2|1|0.343|1|0|1.13|4|4|1.12|4|4|1.07|3|4|1.06|3|4|2.27|4|8|2.04|4|7|1.32|3|4|1.26|3|4|1.21|3|4|0|1.7|1|0
122+07475|12/31/2021|54|122+07475|3|15481|2|1|3.082|1|8658|1.27|5|6|1.22|5|6|1.23|5|6|1.23|4|5|2.26|5|11|2.12|5|10|2.23|5|10|2.11|4|9|2.36|4|10|0|1.7|1|0
122P07105|12/31/2021|54|122P07105|3|99998|2|1|0.023|1|8100|1.4|0|0|1.33|0|0|1.33|0|0|1.6|0|0|2.0|0|0|2.0|0|0|2.33|0|0|1.4|0|0|3.0|0|0|0|1.7|1|0
122P06620|12/31/2021|54|122P06620|3|99998|2|1|0.03|1|5050|1.7|0|1|1.88|0|0|1.36|0|0|1.11|0|0|2.0|0|1|2.5|0|1|1.82|0|1|1.4|0|1|1.48|0|1|0|1.7|1|0
122P50341|12/31/2021|54|122P50341|3|6139|2|1|0.043|1|4100|1.4|0|0|1.33|0|0|1.28|0|0|1.31|0|0|2.0|0|0|1.78|0|0|1.78|0|0|1.98|0|0|1.75|0|0|0|1.7|1|0
122P50345|12/31/2021|54|122P50345|3|6139|2|1|0.078|1|5600|1.57|0|0|1.53|0|0|1.5|0|0|1.46|0|0|3.23|0|0|2.8|0|0|2.86|0|0|3.27|0|0|3.0|0|0|0|1.7|1|0
122P06622|12/31/2021|54|122P06622|3|99999|2|1|3.599|1|0|1.13|0|0|1.16|0|0|1.29|0|0|1.35|0|0|1.67|0|1|1.9|0|1|2.46|0|1|1.77|0|1|2.33|0|1|0|1.7|1|0
122P06621|12/31/2021|54|122P06621|3|99998|2|1|0.251|1|4493|1.07|0|0|1.07|0|0|1.11|0|0|1.07|0|0|1.18|0|0|1.21|0|0|1.26|0|0|1.3|0|0|1.22|0|0|0|1.7|1|0
122-06065|12/31/2021|54|122-06065|3|99998|2|1|0.838|1|20024|1.05|1|1|1.04|1|1|1.04|1|1|1.04|1|1|1.17|1|1|1.14|1|1|1.14|1|1|1.22|1|1|1.17|1|1|0|1.7|1|0
122P06631|12/31/2021|54|122P06631|3|99998|2|1|0.281|1|3000|2.38|1|2|2.56|1|2|2.87|1|2|3.44|1|2|4.38|1|3|4.6|1|4|5.01|1|4|3.55|1|3|6.01|1|4|0|1.7|1|Filled missing data with 1 or 0
122P06630|12/31/2021|54|122P06630|3|99998|2|1|0.248|1|3100|1.17|0|0|1.14|0|0|1.11|0|0|1.12|0|0|1.39|0|0|1.43|0|0|1.34|0|0|1.42|0|1|1.38|0|0|0|1.7|1|0
122N08106|12/31/2021|54|122N08106|3|67672|2|1|0.818|1|0|1.38|0|0|1.44|0|0|1.89|0|0|1.5|0|0|2.56|0|0|3.33|0|0|3.89|0|0|2.38|0|0|3.75|0|0|0|1.7|1|0
122P06637|12/31/2021|54|122P06637|3|99999|2|1|0.032|1|5900|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.25|0|0|1.25|0|0|1.25|0|0|1.5|0|0|1.25|0|0|0|1.7|1|0
122+07499|12/31/2021|54|122+07499|3|99998|2|1|2.098|1|3750|1.08|2|2|1.08|2|2|1.09|2|2|1.09|2|2|1.26|2|2|1.23|2|2|1.25|2|2|1.28|2|2|1.25|2|2|0|1.7|1|0
122+07496|12/31/2021|54|122+07496|3|99999|2|1|0.432|1|4150|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122P06633|12/31/2021|54|122P06633|3|99999|2|1|0.121|1|1150|1.4|0|0|1.4|0|0|1.27|0|0|1.27|0|0|2.0|0|0|2.13|0|0|1.8|0|0|1.87|0|0|1.87|0|0|0|1.7|1|0
122P06632|12/31/2021|54|122P06632|3|99999|2|1|0.078|1|1700|1.18|0|0|1.09|0|0|1.09|0|0|1.45|0|0|2.65|0|0|2.36|0|0|3.0|0|0|2.17|0|0|3.82|0|0|0|1.7|1|0
122P06607|12/31/2021|54|122P06607|3|99999|2|1|0.006|1|4850|2.4|0|0|1.67|0|0|1.5|0|0|1.33|0|0|3.1|0|0|2.7|0|0|2.25|0|0|1.7|0|0|1.33|0|0|0|1.7|1|0
122P06609|12/31/2021|54|122P06609|3|99999|2|1|0.019|1|1450|1.33|0|0|1.33|0|0|1.33|0|0|1.33|0|0|1.67|0|0|2.0|0|0|1.67|0|0|1.67|0|0|1.67|0|0|0|1.7|1|0
122+07048|12/31/2021|54|122+07048|3|94726|2|1|1.249|1|12350|1.16|2|3|1.14|2|3|1.12|2|3|1.1|2|2|1.55|2|4|1.49|2|4|1.43|2|3|1.34|2|3|1.4|2|3|0|1.7|1|0
122P06606|12/31/2021|54|122P06606|3|99999|2|1|0.008|1|4650|1.5|0|0|1.62|0|0|1.0|0|0|1.62|0|0|2.17|0|0|1.62|0|0|1.0|0|0|1.27|0|0|1.62|0|0|0|1.7|1|0
122N50475|12/31/2021|54|122N50475|3|15481|2|1|0.019|1|4550|1.83|0|0|1.57|0|0|1.57|0|0|1.33|0|0|3.17|0|0|2.43|0|0|2.71|0|0|2.5|0|0|2.83|0|0|0|1.7|1|0
122+07049|12/31/2021|54|122+07049|3|94726|2|1|6.238|1|2624|1.27|13|16|1.3|13|17|1.32|13|17|1.26|13|16|2.21|13|28|2.23|13|29|2.31|13|30|1.86|13|25|1.95|13|25|0|1.7|1|0
122N50473|12/31/2021|54|122N50473|3|15481|2|1|0.023|1|4550|1.14|0|0|1.43|0|0|1.38|0|0|1.2|0|0|1.29|0|0|2.66|0|0|2.54|0|0|3.39|0|0|2.07|0|0|0|1.7|1|0
122N50461|12/31/2021|54|122N50461|3|40753|2|1|0.094|1|2500|1.4|0|0|1.35|0|0|1.35|0|0|1.46|0|0|2.24|0|1|2.15|0|1|2.15|0|1|2.22|0|1|2.42|0|1|0|1.7|1|0
