tmc|BeginDate|StateID|Travel_Time_Code|F_System|UrbanID|Facility_Type|NHS|Segment_Length|Directionality|DIR_AADT|LOTTR_AMP|TT_AMP50PCT|TT_AMP80PCT|LOTTR_MIDD|TT_MIDD50PCT|TT_MIDD80PCT|LOTTR_PMP|TT_PMP50PCT|TT_PMP80PCT|LOTTR_WE|TT_WE50PCT|TT_WE80PCT|TTTR_AMP|TTT_AMP50PCT|TTT_AMP95PCT|TTTR_MIDD|TTT_MIDD50PCT|TTT_MIDD95PCT|TTTR_PMP|TTT_PMP50PCT|TTT_PMP95PCT|TTTR_OVN|TTT_OVN50PCT|TTT_OVN95PCT|TTTR_WE|TTT_WE50PCT|TTT_WE95PCT|PHED|OCC_FAC|METRIC_SOURCE|Comments
122-04828|12/31/2021|54|122-04828|1|99999|2|1|0.161|1|20100|1.06|0|0|1.06|0|0|1.06|0|0|1.12|0|0|1.22|0|0|1.16|0|0|1.22|0|0|1.44|0|0|1.22|0|0|0|1.7|1|0
122+18258|12/31/2021|54|122+18258|3|40753|2|1|1.522|1|4892|1.24|3|4|1.23|3|4|1.23|3|4|1.26|3|3|1.94|3|6|1.92|3|6|2.03|3|6|2.06|3|6|2.13|3|6|0|1.7|1|0
122-04829|12/31/2021|54|122-04829|1|99999|2|1|3.999|1|16124|1.05|4|4|1.04|4|4|1.05|4|4|1.05|4|4|1.1|4|5|1.09|4|5|1.08|4|5|1.19|4|5|1.11|4|5|0|1.7|1|0
122+18259|12/31/2021|54|122+18259|3|40753|1|1|1.401|1|8493|1.31|3|4|1.26|3|4|1.32|3|4|1.33|3|4|2.51|3|8|2.51|3|8|2.9|3|8|4.46|3|14|3.34|3|9|0|1.7|1|0
122-04826|12/31/2021|54|122-04826|1|99999|2|1|0.597|1|4750|1.07|1|1|1.07|1|1|1.07|1|1|1.07|1|1|1.17|1|1|1.13|1|1|1.13|1|1|1.2|1|1|1.15|1|1|0|1.7|1|0
122-04819|12/31/2021|54|122-04819|1|99999|2|1|6.014|1|4766|1.06|5|5|1.04|5|5|1.05|5|5|1.06|5|5|1.18|5|6|1.14|5|6|1.15|5|6|1.27|6|7|1.17|6|6|0|1.7|1|0
122-07093|12/31/2021|54|122-07093|3|99999|2|1|2.161|1|10970|1.03|2|2|1.03|2|2|1.03|2|2|1.03|2|2|1.14|2|2|1.13|2|2|1.13|2|2|1.17|2|2|1.12|2|2|0|1.7|1|0
122-07092|12/31/2021|54|122-07092|3|99998|2|1|2.145|1|13166|1.09|2|3|1.11|3|3|1.12|3|3|1.13|3|3|1.48|2|4|1.52|3|4|1.49|3|4|1.48|2|4|1.45|3|4|0|1.7|1|0
122-07091|12/31/2021|54|122-07091|3|99998|2|1|1.022|1|11450|1.07|1|1|1.06|1|1|1.07|1|1|1.1|1|1|1.25|1|1|1.2|1|1|1.25|1|1|1.29|1|1|1.26|1|1|0|1.7|1|0
122+07124|12/31/2021|54|122+07124|3|99999|2|1|2.531|1|1600|1.09|3|3|1.09|3|3|1.07|3|3|1.07|3|3|1.41|3|4|1.37|3|4|1.28|3|4|1.3|3|4|1.22|3|4|0|1.7|1|0
122-07096|12/31/2021|54|122-07096|3|99999|2|1|10.742|1|6498|1.32|18|24|1.35|19|26|1.44|20|29|1.33|17|23|2.06|18|38|2.06|20|40|2.3|20|46|1.96|17|32|2.31|17|40|0|1.7|1|0
122-07094|12/31/2021|54|122-07094|3|36190|2|1|1.102|1|14300|1.25|3|3|1.29|3|4|1.43|3|4|1.28|2|3|2.0|3|5|2.55|3|7|2.91|3|9|2.23|2|5|1.93|2|5|0|1.7|1|0
122+07123|12/31/2021|54|122+07123|3|99998|2|1|0.1|1|0|1.16|7|8|1.16|7|8|1.11|7|7|1.11|7|7|1.56|7|11|1.59|7|11|1.4|7|9|1.41|7|9|1.29|7|9|0|1.7|1|0
122-07098|12/31/2021|54|122-07098|3|36190|2|1|2.403|1|8562|1.28|7|8|1.36|8|10|1.45|8|11|1.4|7|10|2.09|7|14|2.41|8|18|2.37|8|18|1.92|6|11|2.63|7|18|0|1.7|1|0
122-04831|12/31/2021|54|122-04831|1|99999|2|1|1.546|1|12478|1.04|1|1|1.03|1|1|1.03|1|1|1.03|1|1|1.1|1|2|1.08|1|2|1.08|1|2|1.14|1|2|1.1|1|2|0|1.7|1|0
122-04832|12/31/2021|54|122-04832|1|99998|2|1|4.053|1|15600|1.03|4|4|1.02|4|4|1.03|4|4|1.03|3|4|1.06|4|4|1.06|4|4|1.05|4|4|1.11|4|4|1.07|4|4|0|1.7|1|0
122-04830|12/31/2021|54|122-04830|1|99999|2|1|1.643|1|12964|1.04|2|2|1.03|2|2|1.03|2|2|1.03|1|2|1.08|2|2|1.06|2|2|1.08|2|2|1.15|2|2|1.1|2|2|0|1.7|1|0
122-04835|12/31/2021|54|122-04835|1|6139|2|1|0.964|1|14300|1.08|1|1|1.07|1|1|1.07|1|1|1.08|1|1|1.25|1|2|1.21|1|2|1.21|1|2|1.57|1|2|1.3|1|2|0|1.7|1|0
122-04836|12/31/2021|54|122-04836|1|6139|2|1|9.022|1|14300|1.04|9|9|1.03|9|9|1.04|9|9|1.04|8|9|1.08|9|10|1.11|9|10|1.11|9|10|1.16|9|11|1.14|9|11|0|1.7|1|0
122-04833|12/31/2021|54|122-04833|1|99999|2|1|5.133|1|19650|1.03|5|5|1.03|5|5|1.03|5|5|1.03|4|5|1.09|5|5|1.1|5|5|1.07|5|5|1.14|5|6|1.08|5|5|0|1.7|1|0
122-04834|12/31/2021|54|122-04834|1|99999|2|1|8.311|1|15584|1.04|7|8|1.03|7|8|1.04|7|8|1.05|7|8|1.08|8|8|1.07|8|8|1.07|8|8|1.13|8|9|1.09|8|9|0|1.7|1|Filled missing data with 1 or 0
122N50304|12/31/2021|54|122N50304|3|40753|2|1|0.025|1|3200|1.26|0|0|1.76|0|0|1.19|0|0|1.0|0|0|1.42|0|0|2.38|0|0|1.19|0|0|1.34|0|0|1.0|0|0|0|1.7|1|0
110N10602|12/31/2021|54|110N10602|3|99999|2|1|0.008|1|6215|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122N50302|12/31/2021|54|122N50302|3|40753|2|2|0.045|1|2000|1.11|0|0|1.29|0|0|1.29|0|0|1.14|0|0|1.22|0|0|1.86|0|0|1.34|0|0|1.25|0|0|1.43|0|0|0|1.7|1|0
122N50301|12/31/2021|54|122N50301|3|40753|2|2|0.048|1|700|1.38|0|0|1.38|0|0|1.5|0|0|1.62|0|0|2.17|0|0|2.16|0|0|2.42|0|0|4.36|0|1|3.18|0|0|0|1.7|1|0
122+07118|12/31/2021|54|122+07118|3|99998|2|1|0.013|1|0|1.21|6|7|1.19|6|7|1.14|6|7|1.11|6|7|1.56|6|10|1.73|6|11|1.51|6|9|1.55|6|9|1.29|6|8|0|1.7|1|0
122N50329|12/31/2021|54|122N50329|3|15481|2|2|0.044|1|9676|2.11|0|0|2.2|0|0|2.5|0|0|2.29|0|0|4.11|0|0|4.89|0|0|4.33|0|1|5.29|0|0|5.29|0|0|0|1.7|1|0
122+18270|12/31/2021|54|122+18270|3|40753|2|1|0.248|1|10886|1.24|0|0|1.17|0|0|1.15|0|0|1.16|0|0|1.58|0|1|1.42|0|1|1.38|0|1|1.36|0|1|1.34|0|1|0|1.7|1|0
122P06988|12/31/2021|54|122P06988|3|99998|2|1|0.1|1|7416|1.18|0|0|1.21|0|0|1.19|0|0|1.12|0|0|1.39|0|0|1.39|0|0|1.32|0|0|1.37|0|0|1.33|0|0|0|1.7|1|0
122N50330|12/31/2021|54|122N50330|3|15481|2|2|0.083|1|1200|1.08|0|0|1.17|0|0|1.17|0|0|1.08|0|0|1.42|0|0|1.33|0|0|1.42|0|0|1.42|0|0|1.33|0|0|0|1.7|1|0
122-07049|12/31/2021|54|122-07049|3|94726|2|1|1.249|1|12348|1.15|2|3|1.12|2|3|1.09|2|2|1.08|2|2|1.53|2|4|1.51|2|4|1.38|2|3|1.39|2|3|1.32|2|3|0|1.7|1|0
122-07048|12/31/2021|54|122-07048|3|94726|2|1|4.697|1|10078|1.09|6|6|1.09|6|6|1.09|6|6|1.11|6|6|1.34|6|8|1.37|6|8|1.32|6|8|1.4|6|8|1.39|6|8|0|1.7|1|0
122N50319|12/31/2021|54|122N50319|3|40753|1|1|0.021|1|3600|2.67|0|0|1.88|0|0|1.6|0|0|2.63|0|0|4.42|0|0|2.21|0|0|2.58|0|0|1.12|0|0|4.1|0|0|0|1.7|1|0
122N50318|12/31/2021|54|122N50318|3|40753|1|1|0.031|1|3600|2.38|0|0|2.24|0|0|3.25|0|0|2.33|0|0|5.75|0|0|3.65|0|0|5.75|0|0|6.13|0|0|5.11|0|0|0|1.7|1|0
122+18267|12/31/2021|54|122+18267|3|40753|1|3|0.193|1|15419|1.39|0|1|1.42|0|1|1.62|0|1|1.38|0|1|2.18|0|1|2.19|0|1|3.3|0|2|2.07|0|1|2.13|0|1|0|1.7|1|0
122+18260|12/31/2021|54|122+18260|3|40753|1|1|0.382|1|8400|1.2|1|1|1.25|1|1|1.29|1|1|1.28|1|1|1.64|1|2|1.85|1|2|1.87|1|2|1.78|1|2|1.8|1|2|0|1.7|1|0
122+18261|12/31/2021|54|122+18261|3|40753|1|1|0.285|1|8133|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122+18262|12/31/2021|54|122+18262|3|40753|1|1|0.759|1|9126|1.59|2|4|1.43|2|4|1.62|2|4|2.22|2|5|3.31|2|8|2.79|2|7|3.46|2|8|4.63|2|11|5.04|2|11|0|1.7|1|0
122+18263|12/31/2021|54|122+18263|3|40753|1|3|0.495|1|15441|1.23|1|1|1.18|1|1|1.17|1|1|1.22|1|1|1.86|1|2|1.6|1|2|1.55|1|2|1.86|1|2|1.62|1|2|0|1.7|1|0
122+18264|12/31/2021|54|122+18264|3|40753|1|3|1.137|1|15500|1.24|2|3|1.2|3|3|1.23|3|3|1.32|3|3|1.96|2|5|1.92|3|5|1.94|3|5|2.57|2|6|2.7|3|7|0|1.7|1|0
122N50326|12/31/2021|54|122N50326|3|99999|2|1|0.342|1|0|1.14|0|0|1.14|0|0|1.14|0|0|1.14|0|0|1.43|0|0|1.29|0|0|1.29|0|0|1.43|0|0|1.29|0|0|0|1.7|1|0
122P06515|12/31/2021|54|122P06515|3|99998|2|1|0.013|1|4050|1.62|0|0|1.62|0|0|1.86|0|0|2.6|0|0|2.38|0|0|2.38|0|0|2.71|0|0|2.71|0|0|3.8|0|0|0|1.7|1|0
122N50323|12/31/2021|54|122N50323|3|15481|2|1|0.142|1|5850|1.18|0|0|1.18|0|0|1.14|0|0|1.2|0|0|1.5|0|0|1.5|0|0|1.55|0|0|1.38|0|0|1.5|0|0|0|1.7|1|0
122N50321|12/31/2021|54|122N50321|3|15481|2|1|0.088|1|5726|1.36|0|0|1.67|0|0|2.75|0|0|1.71|0|0|2.36|0|0|4.21|0|1|7.07|0|1|1.92|0|0|5.36|0|1|0|1.7|1|0
122P06514|12/31/2021|54|122P06514|3|40753|2|7|0.297|1|10436|1.42|1|1|2.08|1|2|1.66|1|2|1.47|0|1|2.44|1|1|3.27|1|3|2.5|1|3|2.27|1|1|2.6|0|1|0|1.7|1|0
122P04780|12/31/2021|54|122P04780|1|99998|2|1|0.376|1|19000|1.03|0|0|1.0|0|0|1.03|0|0|1.03|0|0|1.09|0|0|1.09|0|0|1.09|0|0|1.18|0|0|1.12|0|0|0|1.7|1|0
122P04781|12/31/2021|54|122P04781|1|99998|2|1|0.972|1|22455|1.03|1|1|1.02|1|1|1.03|1|1|1.05|1|1|1.1|1|1|1.09|1|1|1.1|1|1|1.19|1|1|1.11|1|1|0|1.7|1|0
122P04782|12/31/2021|54|122P04782|1|99998|2|1|0.687|1|28700|1.03|1|1|1.03|1|1|1.03|1|1|1.03|1|1|1.08|1|1|1.05|1|1|1.07|1|1|1.15|1|1|1.08|1|1|0|1.7|1|0
122P04783|12/31/2021|54|122P04783|1|99998|2|1|0.394|1|28600|1.06|0|0|1.03|0|0|1.06|0|0|1.06|0|0|1.11|0|0|1.08|0|0|1.11|0|0|1.22|0|0|1.17|0|0|0|1.7|1|0
122P17618|12/31/2021|54|122P17618|3|99999|2|1|0.529|1|2500|1.04|0|0|1.07|0|0|1.07|0|0|1.04|0|0|1.13|0|1|1.13|0|1|1.15|0|1|1.15|0|1|1.13|0|1|0|1.7|1|0
122P50242|12/31/2021|54|122P50242|3|94726|2|1|0.054|1|6600|1.38|0|0|1.23|0|0|1.23|0|0|1.25|0|0|2.54|0|0|2.54|0|0|1.92|0|0|1.66|0|0|2.03|0|0|0|1.7|1|0
122P17613|12/31/2021|54|122P17613|3|99999|2|1|0.027|1|900|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|1.5|0|0|2.0|0|0|2.0|0|0|2.0|0|0|0|1.7|1|0
122P17612|12/31/2021|54|122P17612|3|36190|2|1|0.246|1|4000|1.11|0|0|1.15|0|0|1.16|0|0|1.2|0|0|1.37|0|0|1.39|0|1|1.45|0|1|1.46|0|1|1.42|0|1|0|1.7|1|0
122P50246|12/31/2021|54|122P50246|3|94726|2|1|0.033|1|2350|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.4|0|0|1.4|0|0|1.2|0|0|1.4|0|0|1.2|0|0|0|1.7|1|0
122P17610|12/31/2021|54|122P17610|3|59275|2|1|0.016|1|17000|1.67|0|0|1.25|0|0|1.25|0|0|1.67|0|0|3.33|0|0|3.33|0|0|2.25|0|0|3.33|0|0|3.33|0|0|0|1.7|1|0
122P17617|12/31/2021|54|122P17617|3|99999|2|1|0.707|1|2500|1.26|1|1|1.28|1|1|1.28|1|1|1.26|1|1|1.62|1|1|1.68|1|1|1.53|1|1|1.46|1|1|1.68|1|1|0|1.7|1|0
122+10331|12/31/2021|54|122+10331|3|94726|2|1|6.238|1|0|1.38|12|16|1.48|12|18|1.5|12|18|1.35|11|15|2.5|12|29|2.82|12|34|2.77|12|32|2.31|11|26|2.68|11|29|0|1.7|1|0
122P17616|12/31/2021|54|122P17616|3|99999|2|1|0.513|1|1915|1.04|0|0|1.04|0|0|1.04|0|0|1.07|0|0|1.13|0|1|1.11|0|1|1.09|0|1|1.13|0|1|1.16|0|1|0|1.7|1|0
122+10334|12/31/2021|54|122+10334|1|99998|2|1|0.342|1|0|1.25|12|14|1.26|12|16|1.18|12|14|1.19|12|14|2.46|11|28|2.4|12|30|1.84|12|22|1.99|11|22|1.89|12|22|0|1.7|1|0
122P17615|12/31/2021|54|122P17615|3|99999|2|1|0.206|1|1050|1.06|0|0|1.06|0|0|1.06|0|0|1.06|0|0|1.17|0|0|1.17|0|0|1.17|0|0|1.22|0|0|1.18|0|0|0|1.7|1|0
122+10333|12/31/2021|54|122+10333|3|99999|2|1|4.323|1|3684|1.14|4|5|1.13|5|5|1.13|4|5|1.12|4|5|1.88|5|9|1.84|5|9|1.83|4|8|1.7|4|7|1.48|4|6|0|1.7|1|0
122+18290|12/31/2021|54|122+18290|3|15481|2|1|0.34|1|9517|1.19|1|1|1.24|1|1|1.33|1|1|1.2|1|1|1.52|1|1|1.76|1|1|2.24|1|2|1.45|1|1|1.62|1|1|0|1.7|1|0
122+18291|12/31/2021|54|122+18291|3|15481|1|1|0.149|1|18800|1.44|0|1|1.5|0|1|1.6|0|1|1.41|0|1|2.28|0|1|2.53|0|1|2.52|0|1|2.68|0|1|2.19|0|1|0|1.7|1|0
122+18292|12/31/2021|54|122+18292|1|59275|2|1|0.434|1|0|1.4|6|8|1.46|6|9|1.55|6|10|1.64|6|9|2.71|5|14|2.62|6|15|3.2|6|20|3.4|6|20|3.67|5|20|0|1.7|1|0
122+18293|12/31/2021|54|122+18293|4|15481|1|6|0.143|1|6202|1.36|1|2|1.34|1|2|1.4|1|2|1.5|1|2|2.09|1|3|2.23|1|3|2.59|1|4|3.14|1|4|2.94|1|4|0|1.7|1|0
122+10328|12/31/2021|54|122+10328|3|99999|2|1|8.56|1|2407|1.09|9|10|1.09|9|10|1.09|9|10|1.13|9|10|1.37|9|13|1.32|9|13|1.31|9|12|1.48|9|14|1.62|9|15|0|1.7|1|0
122+18296|12/31/2021|54|122+18296|3|15481|2|1|0.225|1|6150|1.75|1|1|1.75|1|1|1.84|1|1|1.86|1|1|2.34|1|2|3.09|1|2|3.16|1|2|3.13|1|2|3.45|1|2|0|1.7|1|0
122+18297|12/31/2021|54|122+18297|3|15481|2|1|1.812|1|5648|1.23|3|3|1.22|3|3|1.2|2|3|1.23|3|3|1.79|3|5|1.83|3|5|1.83|2|5|1.72|3|4|1.79|3|5|0|1.7|1|0
122-07053|12/31/2021|54|122-07053|3|99999|2|1|0.635|1|1200|1.25|1|2|1.2|1|1|1.13|1|1|1.22|1|1|2.0|1|3|2.07|1|3|2.06|1|2|1.81|1|2|2.23|1|3|0|1.7|1|0
122P04788|12/31/2021|54|122P04788|1|99998|2|1|0.16|1|26400|1.0|0|0|1.0|0|0|1.0|0|0|1.08|0|0|1.14|0|0|1.07|0|0|1.07|0|0|1.13|0|0|1.13|0|0|0|1.7|1|0
122-07052|12/31/2021|54|122-07052|3|99999|2|1|5.681|1|519|1.14|10|11|1.13|10|11|1.14|9|10|1.15|9|11|1.59|10|15|1.45|10|14|1.34|9|12|1.44|10|14|1.38|9|13|0|1.7|1|0
122P04789|12/31/2021|54|122P04789|1|99998|2|1|0.543|1|23000|1.02|0|0|1.02|0|0|1.04|0|0|1.02|0|0|1.1|0|1|1.1|0|1|1.14|0|1|1.18|1|1|1.14|1|1|0|1.7|1|0
122-07051|12/31/2021|54|122-07051|3|99999|2|1|2.123|1|1210|1.13|4|4|1.12|4|4|1.13|4|4|1.11|4|4|1.43|4|5|1.41|4|5|1.4|4|5|1.32|4|5|1.27|4|5|0|1.7|1|0
122N18491|12/31/2021|54|122N18491|3|67672|1|1|0.023|1|15300|1.17|0|0|1.29|0|0|1.29|0|0|1.5|0|0|2.0|0|0|2.33|0|0|2.5|0|0|3.33|0|0|2.83|0|0|0|1.7|1|0
122-07050|12/31/2021|54|122-07050|3|94726|2|1|6.238|1|2624|1.27|13|17|1.27|13|17|1.32|13|17|1.25|13|17|1.8|13|23|1.88|13|25|1.84|13|23|1.59|14|22|1.65|13|22|0|1.7|1|0
122P04784|12/31/2021|54|122P04784|1|99999|2|1|0.724|1|28600|1.03|1|1|1.02|1|1|1.03|1|1|1.05|1|1|1.08|1|1|1.06|1|1|1.08|1|1|1.11|1|1|1.08|1|1|0|1.7|1|0
122N18498|12/31/2021|54|122N18498|3|40753|2|1|0.243|1|8300|1.48|1|1|1.44|1|1|1.52|1|1|1.56|1|1|2.39|1|2|2.35|1|2|2.52|1|2|2.06|1|1|2.49|1|1|0|1.7|1|0
122P04785|12/31/2021|54|122P04785|1|99998|2|1|0.342|1|24750|1.07|0|0|1.07|0|0|1.07|0|0|1.07|0|0|1.13|0|0|1.13|0|0|1.16|0|0|1.19|0|0|1.13|0|0|0|1.7|1|0
122P04786|12/31/2021|54|122P04786|1|99998|2|1|0.333|1|24580|1.07|0|0|1.1|0|0|1.07|0|0|1.07|0|0|1.16|0|0|1.12|0|0|1.16|0|0|1.22|0|0|1.16|0|0|0|1.7|1|0
122-07054|12/31/2021|54|122-07054|3|99999|2|1|2.086|1|950|1.15|3|3|1.13|3|3|1.13|3|3|1.16|3|3|2.0|3|6|1.69|3|5|1.55|3|4|1.57|3|5|1.6|3|5|0|1.7|1|0
122P04787|12/31/2021|54|122P04787|1|99998|2|1|0.271|1|24931|1.04|0|0|1.04|0|0|1.04|0|0|1.04|0|0|1.16|0|0|1.12|0|0|1.16|0|0|1.19|0|0|1.16|0|0|0|1.7|1|0
122P04791|12/31/2021|54|122P04791|1|59275|2|1|0.434|1|23578|1.03|0|0|1.03|0|0|1.03|0|0|1.06|0|0|1.11|0|0|1.08|0|0|1.11|0|0|1.18|0|0|1.16|0|0|0|1.7|1|0
122P04792|12/31/2021|54|122P04792|1|59275|2|1|0.451|1|22500|1.02|0|0|1.02|0|0|1.02|0|0|1.03|0|0|1.1|0|0|1.08|0|0|1.12|0|0|1.22|0|0|1.12|0|0|0|1.7|1|0
122N18488|12/31/2021|54|122N18488|3|67672|2|1|0.029|1|5650|1.6|0|0|1.33|0|0|1.33|0|0|1.4|0|0|2.17|0|0|2.17|0|0|1.83|0|0|1.8|0|0|1.8|0|0|0|1.7|1|0
122P04793|12/31/2021|54|122P04793|1|59275|2|1|0.398|1|22450|1.06|0|0|1.03|0|0|1.03|0|0|1.06|0|0|1.11|0|0|1.11|0|0|1.11|0|0|1.22|0|0|1.14|0|0|0|1.7|1|0
122N18489|12/31/2021|54|122N18489|3|67672|2|1|0.039|1|7384|2.27|1|1|2.15|1|1|2.5|1|1|3.14|0|1|3.96|1|2|3.81|1|2|3.96|1|2|4.7|0|2|4.7|0|2|0|1.7|1|0
122P04794|12/31/2021|54|122P04794|1|99999|2|1|0.161|1|17000|1.08|0|0|1.08|0|0|1.08|0|0|1.08|0|0|1.07|0|0|1.07|0|0|1.14|0|0|1.21|0|0|1.14|0|0|0|1.7|1|0
122P50253|12/31/2021|54|122P50253|3|94726|2|1|0.205|1|7350|1.16|0|0|1.19|0|0|1.19|0|0|1.19|0|0|1.47|0|0|1.56|0|0|1.74|0|1|1.53|0|0|1.59|0|1|0|1.7|1|0
122P04790|12/31/2021|54|122P04790|1|99999|2|1|0.6|1|23898|1.02|0|1|1.04|0|1|1.04|0|1|1.04|0|1|1.08|1|1|1.08|1|1|1.09|1|1|1.17|1|1|1.11|1|1|0|1.7|1|0
122P50254|12/31/2021|54|122P50254|3|94726|2|1|0.007|1|7350|1.0|0|0|1.5|0|0|1.5|0|0|1.5|0|0|2.0|0|0|2.5|0|0|3.0|0|0|2.0|0|0|3.0|0|0|0|1.7|1|0
122+10325|12/31/2021|54|122+10325|3|99999|2|1|11.456|1|3008|1.08|12|13|1.07|12|13|1.06|12|13|1.06|12|13|1.35|12|17|1.35|12|17|1.28|12|16|1.34|12|16|1.27|12|15|0|1.7|1|0
122+18287|12/31/2021|54|122+18287|3|15481|2|1|0.932|1|14458|1.19|2|2|1.2|2|2|1.24|2|2|1.23|2|2|1.6|2|3|1.64|2|3|1.84|2|3|1.83|2|3|1.77|2|3|0|1.7|1|0
122+10324|12/31/2021|54|122+10324|3|40753|2|3|5.592|1|3228|1.2|7|9|1.18|7|9|1.14|7|8|1.11|7|7|1.87|7|13|1.8|7|13|1.83|7|13|1.61|7|11|1.52|7|10|0|1.7|1|0
122+18288|12/31/2021|54|122+18288|3|15481|2|1|1.69|1|10942|1.25|3|4|1.23|4|5|1.28|4|5|1.31|3|4|2.14|3|7|2.06|4|8|2.07|4|8|2.0|3|7|2.23|3|7|0|1.7|1|0
122N07350|12/31/2021|54|122N07350|3|99999|2|1|0.029|1|1450|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|0
122+10327|12/31/2021|54|122+10327|3|99999|2|1|2.693|1|2200|1.06|3|3|1.05|3|3|1.05|3|3|1.05|3|3|1.23|3|4|1.21|3|4|1.19|3|4|1.19|3|4|1.17|3|3|0|1.7|1|0
122+18289|12/31/2021|54|122+18289|3|15481|2|1|0.778|1|11050|1.12|1|1|1.14|1|1|1.17|1|1|1.15|1|1|1.43|1|2|1.45|1|2|1.54|1|2|1.38|1|2|1.43|1|2|0|1.7|1|0
122+10326|12/31/2021|54|122+10326|3|99999|2|1|2.266|1|2228|1.07|2|3|1.06|2|3|1.05|2|3|1.06|2|3|1.19|2|3|1.25|2|3|1.17|2|3|1.16|2|3|1.17|2|3|0|1.7|1|0
122N07355|12/31/2021|54|122N07355|3|99999|2|1|0.03|1|2000|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|0|1.7|1|0
122N07354|12/31/2021|54|122N07354|3|99999|2|1|0.048|1|1750|1.12|0|0|1.0|0|0|1.12|0|0|1.12|0|0|1.5|0|0|1.33|0|0|1.5|0|0|1.25|0|0|1.38|0|0|0|1.7|1|0
122N07352|12/31/2021|54|122N07352|3|99999|2|1|0.034|1|1597|1.0|0|0|1.0|0|0|1.25|0|0|1.25|0|0|1.2|0|0|1.2|0|0|1.5|0|0|1.5|0|0|1.5|0|0|0|1.7|1|0
122N07357|12/31/2021|54|122N07357|3|99998|2|1|0.042|1|6500|1.22|0|0|1.22|0|0|1.25|0|0|1.38|0|0|2.86|0|0|2.56|0|0|1.62|0|0|1.33|0|0|1.75|0|0|0|1.7|1|0
122P17620|12/31/2021|54|122P17620|3|99999|2|1|0.072|1|1450|1.22|0|0|1.33|0|0|1.22|0|0|1.11|0|0|1.89|0|0|2.0|0|0|2.0|0|0|2.0|0|0|1.33|0|0|0|1.7|1|0
122+18284|12/31/2021|54|122+18284|3|15481|2|1|1.337|1|8823|1.37|3|4|1.51|3|5|1.59|3|5|1.8|3|5|2.63|3|7|2.62|3|8|2.88|3|9|2.83|2|7|2.9|3|8|0|1.7|1|0
122+18285|12/31/2021|54|122+18285|3|15481|2|1|3.033|1|10012|1.2|5|5|1.25|5|6|1.3|5|6|1.34|5|6|1.84|5|8|2.17|5|11|2.33|5|11|2.63|4|11|2.36|5|11|0|1.7|1|0
122+18286|12/31/2021|54|122+18286|3|15481|2|1|2.805|1|12634|1.13|4|5|1.14|4|5|1.16|4|5|1.21|4|5|1.54|4|6|1.62|4|7|1.57|4|6|1.54|4|6|1.63|4|7|0|1.7|1|0
122N18482|12/31/2021|54|122N18482|3|67672|1|1|0.056|1|15822|1.54|0|1|1.58|0|1|1.98|0|1|2.12|0|1|2.76|0|1|3.0|0|1|3.78|0|2|4.76|0|2|4.52|0|2|0|1.7|1|0
122P04799|12/31/2021|54|122P04799|1|59275|2|1|0.613|1|10580|1.11|1|1|1.08|1|1|1.1|1|1|1.11|1|1|1.25|1|1|1.24|1|1|1.25|1|1|1.3|1|1|1.26|1|1|0|1.7|1|0
122N18483|12/31/2021|54|122N18483|3|67672|2|1|0.037|1|8500|1.22|0|0|1.2|0|0|1.2|0|0|1.0|0|0|1.81|0|0|1.8|0|0|2.0|0|0|3.0|0|0|1.4|0|0|0|1.7|1|0
122N50345|12/31/2021|54|122N50345|3|6139|2|1|0.078|1|5600|1.27|0|0|1.17|0|0|1.18|0|0|1.09|0|0|1.91|0|0|2.27|0|0|1.91|0|0|1.45|0|0|1.73|0|0|0|1.7|1|0
122N18486|12/31/2021|54|122N18486|3|99999|2|1|0.059|1|6800|1.4|0|0|1.44|0|0|1.3|0|0|1.44|0|0|2.2|0|0|2.33|0|0|2.44|0|0|3.0|0|0|2.77|0|0|0|1.7|1|0
122P04795|12/31/2021|54|122P04795|1|59275|2|1|0.185|1|24800|1.06|0|0|1.0|0|0|1.06|0|0|1.06|0|0|1.17|0|0|1.11|0|0|1.17|0|0|1.21|0|0|1.16|0|0|0|1.7|1|0
122P04796|12/31/2021|54|122P04796|1|59275|2|1|0.268|1|21276|1.08|0|0|1.04|0|0|1.09|0|0|1.09|0|0|1.23|0|0|1.19|0|0|1.23|0|0|1.3|0|0|1.21|0|0|0|1.7|1|0
122P04797|12/31/2021|54|122P04797|1|59275|2|1|0.192|1|18628|1.06|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.11|0|0|1.12|0|0|1.18|0|0|1.17|0|0|1.17|0|0|0|1.7|1|0
