Year_Record|State_Code|Route_ID|Begin_Point|End_Point|Data_Item|Section_Length|Value_Numeric|Value_Text|Value_Date|Comments
2021|54|32202190000SB|0|33.34|NHS|33.34|1|||
2021|54|33205220000NB|0|18.74|NHS|18.74|1|||
2021|54|33205220000SB|0|18.74|NHS|18.74|1|||
2021|54|3330009000000|25.76|37.36|NHS|11.6|1|||
2021|54|34200190000NB|0|31.85|NHS|31.85|1|||
2021|54|34200190000SB|0|31.85|NHS|31.85|1|||
2021|54|35100700000EB|0|14.45|NHS|14.45|1|||
2021|54|35100700000WB|0|14.45|NHS|14.45|1|||
2021|54|35104700000EB|0|3.94|NHS|3.94|1|||
2021|54|35104700000WB|0|3.94|NHS|3.94|1|||
2021|54|35200400000EB|0.84|0.92|NHS|0.08|1|||
2021|54|35200400000EB|0.98|1.35|NHS|0.37|1|||
2021|54|35200400000EB|2.83|3.44|NHS|0.61|1|||
2021|54|35200400000WB|2.83|3.44|NHS|0.61|1|||
2021|54|35200400003EB|0|0.1|NHS|0.1|1|||
2021|54|35200400007WB|0|0.28|NHS|0.28|1|||
2021|54|35202500000NB|0|3.26|NHS|3.26|1|||
2021|54|35202500000SB|0|2.93|NHS|2.93|1|||
2021|54|35202500005SB|0|0.36|NHS|0.36|1|||
2021|54|35202500009NB|0|0.68|NHS|0.68|1|||
2021|54|35202500010SB|0|0.64|NHS|0.64|1|||
2021|54|3530002000000|1.9|2.84|NHS|0.94|1|||
2021|54|3530002000000|3.27|11.61|NHS|8.34|1|||
2021|54|35300020000SB|7.99|9.23|NHS|1.24|1|||
2021|54|35300020005SB|0.17|0.26|NHS|0.09|1|||
2021|54|35300020005SB|0.34|0.86|NHS|0.52|1|||
2021|54|35300020005SB|0.92|1.24|NHS|0.32|1|||
2021|54|3530088000000|6.18|10.64|NHS|4.46|1|||
2021|54|3730002000000|0|17.49|NHS|17.49|1|||
2021|54|37300020000SB|9.93|11.48|NHS|1.55|1|||
2021|54|38202190000NB|0|42.28|NHS|42.28|1|||
2021|54|38202190000SB|0|42.28|NHS|42.28|1|||
2021|54|39100680000EB|14.66|32.06|NHS|17.4|1|||
2021|54|39100680000WB|14.66|32.06|NHS|17.4|1|||
2021|54|39202190000NB|0|4.76|NHS|4.76|1|||
2021|54|39202190000SB|0|4.76|NHS|4.76|1|||
2021|54|40100640000EB|31.77|45.39|NHS|13.62|1|||
2021|54|40100640000WB|31.77|45.39|NHS|13.62|1|||
2021|54|40200350000NB|0|16.75|NHS|16.75|1|||
2021|54|40200350000SB|0|16.75|NHS|16.75|1|||
2021|54|4030817000000|0|1.62|NHS|1.62|1|||
2021|54|41100640000EB|117.93|138.01|NHS|20.08|1|||
2021|54|41100640000WB|120.1|138.01|NHS|17.91|1|||
2021|54|41100640007WB|0|0.45|NHS|0.45|1|||
2021|54|41100640017WB|0|0.82|NHS|0.82|1|||
2021|54|41100770004NB|0|0.43|NHS|0.43|1|||
2021|54|41100770016NB|27.26|52.58|NHS|25.32|1|||
2021|54|41100770016SB|27.26|52.58|NHS|25.32|1|||
2021|54|41200190000NB|21.61|24.09|NHS|2.48|1|||
2021|54|41200190000SB|22.07|24.09|NHS|2.02|1|||
2021|54|41200190001EB|0|2.07|NHS|2.07|1|||
2021|54|41200190001WB|0|2.07|NHS|2.07|1|||
2021|54|41200190014NB|0|2.7|NHS|2.7|1|||
2021|54|41200190014SB|0|2.7|NHS|2.7|1|||
2021|54|41200190023EB|0|1.36|NHS|1.36|1|||
2021|54|41200190023WB|0|1.184|NHS|1.184|1|||
2021|54|41200190023WB|1.185|1.36|NHS|0.175|1|||
2021|54|4130003000000|35.98|36.23|NHS|0.25|1|||
2021|54|4130016000000|12|15.81|NHS|3.81|1|||
2021|54|41300160000SB|12.05|12.69|NHS|0.64|1|||
2021|54|41300160000SB|23.09|23.21|NHS|0.12|1|||
2021|54|4130041000000|1.69|2.19|NHS|0.5|1|||
2021|54|4130054000000|0|10.33|NHS|10.33|1|||
2021|54|42200330000EB|0|10.26|NHS|10.26|1|||
2021|54|42200330000WB|0|10.26|NHS|10.26|1|||
2021|54|42202190000NB|0|39.54|NHS|39.54|1|||
2021|54|42202190000NB|42.36|54.52|NHS|12.16|1|||
2021|54|42202190000SB|0|39.54|NHS|39.54|1|||
2021|54|42202190000SB|42.36|54.52|NHS|12.16|1|||
2021|54|4230092000000|33.32|34.34|NHS|1.02|1|||
2021|54|42300920000SB|33.32|34.34|NHS|1.02|1|||
2021|54|43200500000EB|0|20.95|NHS|20.95|1|||
2021|54|43200500000WB|0|20.95|NHS|20.95|1|||
2021|54|44100790000NB|21.28|36|NHS|14.72|1|||
2021|54|44100790000SB|21.28|36|NHS|14.72|1|||
2021|54|45100640000EB|138.01|147.6|NHS|9.59|1|||
2021|54|45100640000WB|138.01|147.6|NHS|9.59|1|||
2021|54|47202190000NB|0|27.76|NHS|27.76|1|||
2021|54|47202190000SB|0|27.76|NHS|27.76|1|||
2021|54|4730032000000|10.368|16.92|NHS|6.552|1|||
2021|54|47300320005SB|0|0.32|NHS|0.32|1|||
2021|54|4730093000000|0|11.7|NHS|11.7|1|||
2021|54|4830002000000|0|13.93|NHS|13.93|1|||
2021|54|49200330000EB|0|15.4|NHS|15.4|1|||
2021|54|49200330000WB|0|15.4|NHS|15.4|1|||
2021|54|50100640000EB|0|5.87|NHS|5.87|1|||
2021|54|50100640000WB|0|5.87|NHS|5.87|1|||
2021|54|50200520000EB|4.41|54.32|NHS|49.91|1|||
2021|54|50200520000WB|4.79|54.32|NHS|49.53|1|||
2021|54|50200600000EB|0|5.6|NHS|5.6|1|||
2021|54|50200600000WB|0|5.6|NHS|5.6|1|||
2021|54|5040003010000|0.09|0.68|NHS|0.59|2|||
2021|54|5040003020000|0|1.25|NHS|1.25|2|||
2021|54|52202500000NB|1.18|11.07|NHS|9.89|1|||
2021|54|52202500000SB|1.18|11.07|NHS|9.89|1|||
2021|54|5230002000000|0|12.12|NHS|12.12|1|||
2021|54|52300020000SB|6.59|7.16|NHS|0.57|1|||
2021|54|52300020000SB|11.11|11.75|NHS|0.64|1|||
2021|54|5230007000000|35.64|37.19|NHS|1.55|1|||
2021|54|5230007000200|0|0.029|NHS|0.029|1|||
2021|54|52300070006EB|0|0.27|NHS|0.27|1|||
2021|54|52300070007WB|0|0.33|NHS|0.33|1|||
2021|54|54100770000NB|156.99|187.21|NHS|30.22|1|||
2021|54|54100770000SB|156.99|187.21|NHS|30.22|1|||
2021|54|54200500000EB|0|24.13|NHS|24.13|1|||
2021|54|54200500000WB|0|24.13|NHS|24.13|1|||
2021|54|5430002000000|22.7|29.46|NHS|6.76|1|||
2021|54|5430014000000|12.88|13.39|NHS|0.51|1|||
2021|54|5430014000000|14.78|20.56|NHS|5.78|1|||
2021|54|54300140000SB|14.95|19.61|NHS|4.66|1|||
2021|54|54300140005SB|0|0.32|NHS|0.32|1|||
2021|54|5430068000000|14.46|14.56|NHS|0.1|1|||
2021|54|5430068000000|16.4|16.83|NHS|0.43|1|||
2021|54|5430068000000|17.05|17.11|NHS|0.06|1|||
2021|54|5430068000000|17.19|22.82|NHS|5.63|1|||
2021|54|54300680000SB|14.56|14.63|NHS|0.07|1|||
2021|54|54300680000SB|16.4|16.62|NHS|0.22|1|||
2021|54|54300680005SB|0|1.92|NHS|1.92|1|||
2021|54|5430095000000|3.69|6.58|NHS|2.89|1|||
2021|54|54300950000WB|4.392|6.471|NHS|2.079|1|||
2021|54|5430618000300|0|0.07|NHS|0.07|1|||
2021|54|5475798001900|0|0.86|NHS|0.86|1|||
2021|54|55200520000EB|0|8.61|NHS|8.61|1|||
2021|54|55200520000WB|0|8.61|NHS|8.61|1|||
2021|54|5530010000000|23.39|24.49|NHS|1.1|1|||
2021|54|5530016000000|0|11.54|NHS|11.54|1|||
2021|54|5530054000000|4.89|8.32|NHS|3.43|1|||
2021|54|5530097000000|22.76|34.88|NHS|12.12|1|||
